,model,layer,binom_p_val,num_success
59,microsoft/phi-1,12,"BinomTestResult(k=1541, n=1770, alternative='two-sided', statistic=0.8706214689265537, pvalue=1.2737891921792935e-238)",1541
60,microsoft/phi-1,13,"BinomTestResult(k=1529, n=1770, alternative='two-sided', statistic=0.8638418079096045, pvalue=7.609629978478422e-229)",1529
61,microsoft/phi-1,14,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
62,microsoft/phi-1,15,"BinomTestResult(k=1522, n=1770, alternative='two-sided', statistic=0.8598870056497175, pvalue=2.785662309128586e-223)",1522
63,microsoft/phi-1,16,"BinomTestResult(k=1531, n=1770, alternative='two-sided', statistic=0.8649717514124293, pvalue=1.875633884882929e-230)",1531
64,microsoft/phi-1,17,"BinomTestResult(k=1524, n=1770, alternative='two-sided', statistic=0.8610169491525423, pvalue=7.338427457079268e-225)",1524
65,microsoft/phi-1,18,"BinomTestResult(k=1513, n=1770, alternative='two-sided', statistic=0.8548022598870056, pvalue=2.8319328400677204e-216)",1513
66,microsoft/phi-1,19,"BinomTestResult(k=1528, n=1770, alternative='two-sided', statistic=0.8632768361581921, pvalue=4.812220381179409e-228)",1528
67,microsoft/phi-1,20,"BinomTestResult(k=1520, n=1770, alternative='two-sided', statistic=0.8587570621468926, pvalue=1.0378287930145892e-221)",1520
68,microsoft/phi-1,21,"BinomTestResult(k=1506, n=1770, alternative='two-sided', statistic=0.8508474576271187, pvalue=6.185454159768239e-211)",1506
69,microsoft/phi-1,22,"BinomTestResult(k=1497, n=1770, alternative='two-sided', statistic=0.8457627118644068, pvalue=3.29254856342287e-204)",1497
70,microsoft/phi-1,23,"BinomTestResult(k=1477, n=1770, alternative='two-sided', statistic=0.8344632768361582, pvalue=8.431556472301406e-190)",1477
71,microsoft/phi-1,24,"BinomTestResult(k=1596, n=1770, alternative='two-sided', statistic=0.9016949152542373, pvalue=1.1156202762103008e-287)",1596
72,meta-llama/Llama-3.2-3B,1,"BinomTestResult(k=1623, n=1770, alternative='two-sided', statistic=0.9169491525423729, pvalue=1.059296796e-314)",1623
73,meta-llama/Llama-3.2-3B,2,"BinomTestResult(k=1607, n=1770, alternative='two-sided', statistic=0.907909604519774, pvalue=1.988279605907511e-298)",1607
74,meta-llama/Llama-3.2-3B,3,"BinomTestResult(k=1610, n=1770, alternative='two-sided', statistic=0.9096045197740112, pvalue=2.0246454091960106e-301)",1610
75,meta-llama/Llama-3.2-3B,4,"BinomTestResult(k=1661, n=1770, alternative='two-sided', statistic=0.9384180790960452, pvalue=0.0)",1661
76,meta-llama/Llama-3.2-3B,5,"BinomTestResult(k=1638, n=1770, alternative='two-sided', statistic=0.9254237288135593, pvalue=0.0)",1638
77,meta-llama/Llama-3.2-3B,6,"BinomTestResult(k=1615, n=1770, alternative='two-sided', statistic=0.9124293785310734, pvalue=1.8186165675703718e-306)",1615
78,meta-llama/Llama-3.2-3B,7,"BinomTestResult(k=1627, n=1770, alternative='two-sided', statistic=0.9192090395480226, pvalue=6.77947e-319)",1627
79,meta-llama/Llama-3.2-3B,8,"BinomTestResult(k=1630, n=1770, alternative='two-sided', statistic=0.9209039548022598, pvalue=4.45e-322)",1630
80,meta-llama/Llama-3.2-3B,9,"BinomTestResult(k=1614, n=1770, alternative='two-sided', statistic=0.911864406779661, pvalue=1.8841471893506064e-305)",1614
81,meta-llama/Llama-3.2-3B,10,"BinomTestResult(k=1602, n=1770, alternative='two-sided', statistic=0.9050847457627119, pvalue=1.686754159934406e-293)",1602
82,meta-llama/Llama-3.2-3B,11,"BinomTestResult(k=1611, n=1770, alternative='two-sided', statistic=0.9101694915254237, pvalue=2.0093012650070897e-302)",1611
83,meta-llama/Llama-3.2-3B,12,"BinomTestResult(k=1596, n=1770, alternative='two-sided', statistic=0.9016949152542373, pvalue=1.1156202762103008e-287)",1596
84,meta-llama/Llama-3.2-3B,13,"BinomTestResult(k=1611, n=1770, alternative='two-sided', statistic=0.9101694915254237, pvalue=2.0093012650070897e-302)",1611
85,meta-llama/Llama-3.2-3B,14,"BinomTestResult(k=1627, n=1770, alternative='two-sided', statistic=0.9192090395480226, pvalue=6.77947e-319)",1627
86,meta-llama/Llama-3.2-3B,15,"BinomTestResult(k=1616, n=1770, alternative='two-sided', statistic=0.9129943502824859, pvalue=1.743036072938371e-307)",1616
87,meta-llama/Llama-3.2-3B,16,"BinomTestResult(k=1607, n=1770, alternative='two-sided', statistic=0.907909604519774, pvalue=1.988279605907511e-298)",1607
88,meta-llama/Llama-3.2-3B,17,"BinomTestResult(k=1617, n=1770, alternative='two-sided', statistic=0.9135593220338983, pvalue=1.6587945881190147e-308)",1617
89,meta-llama/Llama-3.2-3B,18,"BinomTestResult(k=1619, n=1770, alternative='two-sided', statistic=0.9146892655367231, pvalue=1.47046689843205e-310)",1619
90,meta-llama/Llama-3.2-3B,19,"BinomTestResult(k=1606, n=1770, alternative='two-sided', statistic=0.9073446327683616, pvalue=1.9497569603362103e-297)",1606
91,meta-llama/Llama-3.2-3B,20,"BinomTestResult(k=1595, n=1770, alternative='two-sided', statistic=0.9011299435028248, pvalue=1.0182388198577544e-286)",1595
92,meta-llama/Llama-3.2-3B,21,"BinomTestResult(k=1601, n=1770, alternative='two-sided', statistic=0.9045197740112995, pvalue=1.600154549580322e-292)",1601
93,meta-llama/Llama-3.2-3B,22,"BinomTestResult(k=1601, n=1770, alternative='two-sided', statistic=0.9045197740112995, pvalue=1.600154549580322e-292)",1601
94,meta-llama/Llama-3.2-3B,23,"BinomTestResult(k=1599, n=1770, alternative='two-sided', statistic=0.9033898305084745, pvalue=1.4122087771702522e-290)",1599
95,meta-llama/Llama-3.2-3B,24,"BinomTestResult(k=1602, n=1770, alternative='two-sided', statistic=0.9050847457627119, pvalue=1.686754159934406e-293)",1602
96,meta-llama/Llama-3.2-3B,25,"BinomTestResult(k=1592, n=1770, alternative='two-sided', statistic=0.8994350282485876, pvalue=7.45466045658397e-284)",1592
97,meta-llama/Llama-3.2-3B,26,"BinomTestResult(k=1598, n=1770, alternative='two-sided', statistic=0.9028248587570622, pvalue=1.3138787446151508e-289)",1598
98,meta-llama/Llama-3.2-3B,27,"BinomTestResult(k=1578, n=1770, alternative='two-sided', statistic=0.8915254237288136, pvalue=8.398423762878805e-271)",1578
99,meta-llama/Llama-3.2-3B,28,"BinomTestResult(k=1601, n=1770, alternative='two-sided', statistic=0.9045197740112995, pvalue=1.600154549580322e-292)",1601
