,model,layer,binom_p_val,num_success
30,bert-base-japanese,7,"BinomTestResult(k=1204, n=1770, alternative='two-sided', statistic=0.6802259887005649, pvalue=6.381787267152408e-53)",1204
31,bert-base-japanese,8,"BinomTestResult(k=1180, n=1770, alternative='two-sided', statistic=0.6666666666666666, pvalue=2.3453035622754197e-45)",1180
32,bert-base-japanese,9,"BinomTestResult(k=1196, n=1770, alternative='two-sided', statistic=0.6757062146892655, pvalue=2.4996078486488776e-50)",1196
33,bert-base-japanese,10,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661700046e-87)",1294
34,bert-base-japanese,11,"BinomTestResult(k=1289, n=1770, alternative='two-sided', statistic=0.7282485875706215, pvalue=4.939102630850135e-85)",1289
35,bert-base-japanese,12,"BinomTestResult(k=1257, n=1770, alternative='two-sided', statistic=0.7101694915254237, pvalue=6.067677558281811e-72)",1257
36,openai-community/gpt2,1,"BinomTestResult(k=1516, n=1770, alternative='two-sided', statistic=0.8564971751412429, pvalue=1.362548695708203e-218)",1516
37,openai-community/gpt2,2,"BinomTestResult(k=1547, n=1770, alternative='two-sided', statistic=0.8740112994350282, pvalue=1.2602171968427396e-243)",1547
38,openai-community/gpt2,3,"BinomTestResult(k=1558, n=1770, alternative='two-sided', statistic=0.880225988700565, pvalue=5.200162334899796e-253)",1558
39,openai-community/gpt2,4,"BinomTestResult(k=1570, n=1770, alternative='two-sided', statistic=0.8870056497175142, pvalue=1.437145734946685e-263)",1570
40,openai-community/gpt2,5,"BinomTestResult(k=1573, n=1770, alternative='two-sided', statistic=0.8887005649717514, pvalue=2.9082048914548067e-266)",1573
41,openai-community/gpt2,6,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
42,openai-community/gpt2,7,"BinomTestResult(k=1545, n=1770, alternative='two-sided', statistic=0.8728813559322034, pvalue=5.99052977953962e-242)",1545
43,openai-community/gpt2,8,"BinomTestResult(k=1549, n=1770, alternative='two-sided', statistic=0.8751412429378531, pvalue=2.5973682193798736e-245)",1549
44,openai-community/gpt2,9,"BinomTestResult(k=1543, n=1770, alternative='two-sided', statistic=0.8717514124293785, pvalue=2.7903618134336116e-240)",1543
45,openai-community/gpt2,10,"BinomTestResult(k=1526, n=1770, alternative='two-sided', statistic=0.8621468926553673, pvalue=1.8971168388288622e-226)",1526
46,openai-community/gpt2,11,"BinomTestResult(k=1487, n=1770, alternative='two-sided', statistic=0.8401129943502825, pvalue=6.499491851892104e-197)",1487
47,openai-community/gpt2,12,"BinomTestResult(k=1508, n=1770, alternative='two-sided', statistic=0.8519774011299435, pvalue=1.8862474238892915e-212)",1508
48,microsoft/phi-1,1,"BinomTestResult(k=1363, n=1770, alternative='two-sided', statistic=0.7700564971751412, pvalue=2.980250891920208e-120)",1363
49,microsoft/phi-1,2,"BinomTestResult(k=1376, n=1770, alternative='two-sided', statistic=0.7774011299435029, pvalue=3.3887396273835447e-127)",1376
50,microsoft/phi-1,3,"BinomTestResult(k=1389, n=1770, alternative='two-sided', statistic=0.7847457627118644, pvalue=2.2216934723614726e-134)",1389
51,microsoft/phi-1,4,"BinomTestResult(k=1393, n=1770, alternative='two-sided', statistic=0.7870056497175141, pvalue=1.2229692726750918e-136)",1393
52,microsoft/phi-1,5,"BinomTestResult(k=1394, n=1770, alternative='two-sided', statistic=0.7875706214689265, pvalue=3.303343810167154e-137)",1394
53,microsoft/phi-1,6,"BinomTestResult(k=1401, n=1770, alternative='two-sided', statistic=0.7915254237288135, pvalue=3.1519719860078675e-141)",1401
54,microsoft/phi-1,7,"BinomTestResult(k=1374, n=1770, alternative='two-sided', statistic=0.7762711864406779, pvalue=4.109635425529672e-126)",1374
55,microsoft/phi-1,8,"BinomTestResult(k=1364, n=1770, alternative='two-sided', statistic=0.7706214689265537, pvalue=8.880681637420008e-121)",1364
56,microsoft/phi-1,9,"BinomTestResult(k=1365, n=1770, alternative='two-sided', statistic=0.7711864406779662, pvalue=2.637878335598889e-121)",1365
57,microsoft/phi-1,10,"BinomTestResult(k=1411, n=1770, alternative='two-sided', statistic=0.7971751412429379, pvalue=4.254087364492236e-147)",1411
58,microsoft/phi-1,11,"BinomTestResult(k=1410, n=1770, alternative='two-sided', statistic=0.7966101694915254, pvalue=1.6693507930278014e-146)",1410
59,microsoft/phi-1,12,"BinomTestResult(k=1403, n=1770, alternative='two-sided', statistic=0.7926553672316384, pvalue=2.1706721619238482e-142)",1403
60,microsoft/phi-1,13,"BinomTestResult(k=1402, n=1770, alternative='two-sided', statistic=0.792090395480226, pvalue=8.285747599880462e-142)",1402
61,microsoft/phi-1,14,"BinomTestResult(k=1405, n=1770, alternative='two-sided', statistic=0.7937853107344632, pvalue=1.4745071488825944e-143)",1405
62,microsoft/phi-1,15,"BinomTestResult(k=1426, n=1770, alternative='two-sided', statistic=0.8056497175141243, pvalue=3.4606461395529477e-156)",1426
63,microsoft/phi-1,16,"BinomTestResult(k=1427, n=1770, alternative='two-sided', statistic=0.8062146892655367, pvalue=8.332892107860423e-157)",1427
64,microsoft/phi-1,17,"BinomTestResult(k=1434, n=1770, alternative='two-sided', statistic=0.8101694915254237, pvalue=3.5333334803004006e-161)",1434
65,microsoft/phi-1,18,"BinomTestResult(k=1445, n=1770, alternative='two-sided', statistic=0.8163841807909604, pvalue=3.302315587389028e-168)",1445
66,microsoft/phi-1,19,"BinomTestResult(k=1440, n=1770, alternative='two-sided', statistic=0.8135593220338984, pvalue=5.472456138301053e-165)",1440
67,microsoft/phi-1,20,"BinomTestResult(k=1426, n=1770, alternative='two-sided', statistic=0.8056497175141243, pvalue=3.4606461395529477e-156)",1426
68,microsoft/phi-1,21,"BinomTestResult(k=1434, n=1770, alternative='two-sided', statistic=0.8101694915254237, pvalue=3.5333334803004006e-161)",1434
69,microsoft/phi-1,22,"BinomTestResult(k=1432, n=1770, alternative='two-sided', statistic=0.8090395480225989, pvalue=6.388649309300445e-160)",1432
70,microsoft/phi-1,23,"BinomTestResult(k=1386, n=1770, alternative='two-sided', statistic=0.7830508474576271, pvalue=1.0614664882296608e-132)",1386
71,microsoft/phi-1,24,"BinomTestResult(k=1393, n=1770, alternative='two-sided', statistic=0.7870056497175141, pvalue=1.2229692726750918e-136)",1393
72,meta-llama/Llama-3.2-3B,1,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
73,meta-llama/Llama-3.2-3B,2,"BinomTestResult(k=1555, n=1770, alternative='two-sided', statistic=0.8785310734463276, pvalue=2.0079438791110248e-250)",1555
74,meta-llama/Llama-3.2-3B,3,"BinomTestResult(k=1557, n=1770, alternative='two-sided', statistic=0.8796610169491526, pvalue=3.8068951978852935e-252)",1557
75,meta-llama/Llama-3.2-3B,4,"BinomTestResult(k=1560, n=1770, alternative='two-sided', statistic=0.8813559322033898, pvalue=9.548485416479576e-255)",1560
76,meta-llama/Llama-3.2-3B,5,"BinomTestResult(k=1557, n=1770, alternative='two-sided', statistic=0.8796610169491526, pvalue=3.8068951978852935e-252)",1557
77,meta-llama/Llama-3.2-3B,6,"BinomTestResult(k=1551, n=1770, alternative='two-sided', statistic=0.8762711864406779, pvalue=5.243977704606072e-247)",1551
78,meta-llama/Llama-3.2-3B,7,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
79,meta-llama/Llama-3.2-3B,8,"BinomTestResult(k=1559, n=1770, alternative='two-sided', statistic=0.8807909604519774, pvalue=7.065473193909692e-254)",1559
80,meta-llama/Llama-3.2-3B,9,"BinomTestResult(k=1576, n=1770, alternative='two-sided', statistic=0.8903954802259887, pvalue=5.5908833514659604e-269)",1576
81,meta-llama/Llama-3.2-3B,10,"BinomTestResult(k=1564, n=1770, alternative='two-sided', statistic=0.8836158192090395, pvalue=3.0171943667075e-258)",1564
82,meta-llama/Llama-3.2-3B,11,"BinomTestResult(k=1566, n=1770, alternative='two-sided', statistic=0.8847457627118644, pvalue=5.190359522386514e-260)",1566
83,meta-llama/Llama-3.2-3B,12,"BinomTestResult(k=1561, n=1770, alternative='two-sided', statistic=0.8819209039548023, pvalue=1.2834738675871501e-255)",1561
84,meta-llama/Llama-3.2-3B,13,"BinomTestResult(k=1564, n=1770, alternative='two-sided', statistic=0.8836158192090395, pvalue=3.0171943667075e-258)",1564
85,meta-llama/Llama-3.2-3B,14,"BinomTestResult(k=1563, n=1770, alternative='two-sided', statistic=0.8830508474576271, pvalue=2.2815565902012887e-257)",1563
86,meta-llama/Llama-3.2-3B,15,"BinomTestResult(k=1575, n=1770, alternative='two-sided', statistic=0.8898305084745762, pvalue=4.522250600814884e-268)",1575
87,meta-llama/Llama-3.2-3B,16,"BinomTestResult(k=1564, n=1770, alternative='two-sided', statistic=0.8836158192090395, pvalue=3.0171943667075e-258)",1564
88,meta-llama/Llama-3.2-3B,17,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
89,meta-llama/Llama-3.2-3B,18,"BinomTestResult(k=1537, n=1770, alternative='two-sided', statistic=0.868361581920904, pvalue=2.5000930561948346e-235)",1537
90,meta-llama/Llama-3.2-3B,19,"BinomTestResult(k=1526, n=1770, alternative='two-sided', statistic=0.8621468926553673, pvalue=1.8971168388288622e-226)",1526
91,meta-llama/Llama-3.2-3B,20,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
92,meta-llama/Llama-3.2-3B,21,"BinomTestResult(k=1530, n=1770, alternative='two-sided', statistic=0.864406779661017, pvalue=1.1975679329197527e-229)",1530
93,meta-llama/Llama-3.2-3B,22,"BinomTestResult(k=1524, n=1770, alternative='two-sided', statistic=0.8610169491525423, pvalue=7.338427457079268e-225)",1524
94,meta-llama/Llama-3.2-3B,23,"BinomTestResult(k=1540, n=1770, alternative='two-sided', statistic=0.8700564971751412, pvalue=8.541853686639107e-238)",1540
95,meta-llama/Llama-3.2-3B,24,"BinomTestResult(k=1542, n=1770, alternative='two-sided', statistic=0.8711864406779661, pvalue=1.890034467375805e-239)",1542
96,meta-llama/Llama-3.2-3B,25,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
97,meta-llama/Llama-3.2-3B,26,"BinomTestResult(k=1545, n=1770, alternative='two-sided', statistic=0.8728813559322034, pvalue=5.99052977953962e-242)",1545
98,meta-llama/Llama-3.2-3B,27,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
99,meta-llama/Llama-3.2-3B,28,"BinomTestResult(k=1490, n=1770, alternative='two-sided', statistic=0.8418079096045198, pvalue=4.402072861643579e-199)",1490
