,model,layer,binom_p_val,num_success
27,microsoft/phi-1,16,"BinomTestResult(k=1046, n=1770, alternative='two-sided', statistic=0.5909604519774011, pvalue=1.998993839412629e-14)",1046
28,microsoft/phi-1,17,"BinomTestResult(k=1044, n=1770, alternative='two-sided', statistic=0.5898305084745763, pvalue=4.19396205612338e-14)",1044
29,microsoft/phi-1,18,"BinomTestResult(k=1054, n=1770, alternative='two-sided', statistic=0.5954802259887005, pvalue=9.408726405285794e-16)",1054
30,microsoft/phi-1,19,"BinomTestResult(k=1051, n=1770, alternative='two-sided', statistic=0.5937853107344633, pvalue=3.0114592835844735e-15)",1051
31,microsoft/phi-1,20,"BinomTestResult(k=1060, n=1770, alternative='two-sided', statistic=0.5988700564971752, pvalue=8.62789213590635e-17)",1060
32,microsoft/phi-1,21,"BinomTestResult(k=1080, n=1770, alternative='two-sided', statistic=0.6101694915254238, pvalue=1.6380137510123273e-20)",1080
33,microsoft/phi-1,22,"BinomTestResult(k=1042, n=1770, alternative='two-sided', statistic=0.5887005649717514, pvalue=8.71855209396334e-14)",1042
34,microsoft/phi-1,23,"BinomTestResult(k=996, n=1770, alternative='two-sided', statistic=0.5627118644067797, pvalue=1.4437453120371101e-07)",996
35,microsoft/phi-1,24,"BinomTestResult(k=1006, n=1770, alternative='two-sided', statistic=0.5683615819209039, pvalue=9.636852630041157e-09)",1006
36,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
37,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
38,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
39,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
40,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
41,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
42,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
43,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
44,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
45,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
46,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
47,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
48,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
49,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
50,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
51,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
52,bert-base-uncased,1,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
53,bert-base-uncased,2,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
54,bert-base-uncased,3,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
55,bert-base-uncased,4,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
56,bert-base-uncased,5,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
57,bert-base-uncased,6,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
58,bert-base-uncased,7,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
59,bert-base-uncased,8,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
60,bert-base-uncased,9,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
61,bert-base-uncased,10,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
62,bert-base-uncased,11,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
63,bert-base-uncased,12,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
64,roberta-base,1,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
65,roberta-base,2,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
66,roberta-base,3,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
67,roberta-base,4,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
68,roberta-base,5,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
69,roberta-base,6,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
70,roberta-base,7,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
71,roberta-base,8,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
72,roberta-base,9,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
73,roberta-base,10,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
74,roberta-base,11,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
75,roberta-base,12,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
76,bert-base-japanese,1,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
77,bert-base-japanese,2,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
78,bert-base-japanese,3,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
79,bert-base-japanese,4,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
80,bert-base-japanese,5,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
81,bert-base-japanese,6,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
82,bert-base-japanese,7,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
83,bert-base-japanese,8,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
84,bert-base-japanese,9,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
85,bert-base-japanese,10,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
86,bert-base-japanese,11,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
87,bert-base-japanese,12,"BinomTestResult(k=0, n=1770, alternative='two-sided', statistic=0.0, pvalue=0.0)",0
