,model,layer,binom_p_val,num_success
48,microsoft/phi-1,1,"BinomTestResult(k=426, n=820, alternative='two-sided', statistic=0.5195121951219512, pvalue=0.2789923511691272)",426
49,microsoft/phi-1,2,"BinomTestResult(k=438, n=820, alternative='two-sided', statistic=0.5341463414634147, pvalue=0.054705388533582484)",438
50,microsoft/phi-1,3,"BinomTestResult(k=456, n=820, alternative='two-sided', statistic=0.5560975609756098, pvalue=0.0014686426697346066)",456
51,microsoft/phi-1,4,"BinomTestResult(k=456, n=820, alternative='two-sided', statistic=0.5560975609756098, pvalue=0.0014686426697346066)",456
52,microsoft/phi-1,5,"BinomTestResult(k=456, n=820, alternative='two-sided', statistic=0.5560975609756098, pvalue=0.0014686426697346066)",456
53,microsoft/phi-1,6,"BinomTestResult(k=454, n=820, alternative='two-sided', statistic=0.5536585365853659, pvalue=0.0023601068015779796)",454
54,microsoft/phi-1,7,"BinomTestResult(k=449, n=820, alternative='two-sided', statistic=0.5475609756097561, pvalue=0.00713098775231389)",449
55,microsoft/phi-1,8,"BinomTestResult(k=460, n=820, alternative='two-sided', statistic=0.5609756097560976, pvalue=0.0005379762928589066)",460
56,microsoft/phi-1,9,"BinomTestResult(k=475, n=820, alternative='two-sided', statistic=0.5792682926829268, pvalue=6.367976439572082e-06)",475
57,microsoft/phi-1,10,"BinomTestResult(k=489, n=820, alternative='two-sided', statistic=0.5963414634146341, pvalue=3.8176099205938345e-08)",489
58,microsoft/phi-1,11,"BinomTestResult(k=479, n=820, alternative='two-sided', statistic=0.5841463414634146, pvalue=1.6267570923566386e-06)",479
59,microsoft/phi-1,12,"BinomTestResult(k=482, n=820, alternative='two-sided', statistic=0.5878048780487805, pvalue=5.555528854423462e-07)",482
60,microsoft/phi-1,13,"BinomTestResult(k=490, n=820, alternative='two-sided', statistic=0.5975609756097561, pvalue=2.5534447923808463e-08)",490
61,microsoft/phi-1,14,"BinomTestResult(k=495, n=820, alternative='two-sided', statistic=0.6036585365853658, pvalue=3.1738396515317877e-09)",495
62,microsoft/phi-1,15,"BinomTestResult(k=496, n=820, alternative='two-sided', statistic=0.6048780487804878, pvalue=2.0606758065832508e-09)",496
63,microsoft/phi-1,16,"BinomTestResult(k=497, n=820, alternative='two-sided', statistic=0.6060975609756097, pvalue=1.331284174308517e-09)",497
64,microsoft/phi-1,17,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.699488348628834e-08)",491
65,microsoft/phi-1,18,"BinomTestResult(k=496, n=820, alternative='two-sided', statistic=0.6048780487804878, pvalue=2.0606758065832508e-09)",496
66,microsoft/phi-1,19,"BinomTestResult(k=495, n=820, alternative='two-sided', statistic=0.6036585365853658, pvalue=3.1738396515317877e-09)",495
67,microsoft/phi-1,20,"BinomTestResult(k=502, n=820, alternative='two-sided', statistic=0.6121951219512195, pvalue=1.3899631338984624e-10)",502
68,microsoft/phi-1,21,"BinomTestResult(k=504, n=820, alternative='two-sided', statistic=0.6146341463414634, pvalue=5.435403944801797e-11)",504
69,microsoft/phi-1,22,"BinomTestResult(k=498, n=820, alternative='two-sided', statistic=0.6073170731707317, pvalue=8.557854039725074e-10)",498
70,microsoft/phi-1,23,"BinomTestResult(k=520, n=820, alternative='two-sided', statistic=0.6341463414634146, pvalue=1.429569657428845e-14)",520
71,microsoft/phi-1,24,"BinomTestResult(k=403, n=820, alternative='two-sided', statistic=0.49146341463414633, pvalue=0.6498698656453019)",403
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=603, n=820, alternative='two-sided', statistic=0.7353658536585366, pvalue=8.558948031040045e-43)",603
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=662, n=820, alternative='two-sided', statistic=0.8073170731707318, pvalue=4.505008630458603e-74)",662
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=663, n=820, alternative='two-sided', statistic=0.8085365853658537, pvalue=1.07098230678116e-74)",663
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=671, n=820, alternative='two-sided', statistic=0.8182926829268292, pvalue=8.211422715314969e-80)",671
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=665, n=820, alternative='two-sided', statistic=0.8109756097560976, pvalue=5.911804735701377e-76)",665
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=661, n=820, alternative='two-sided', statistic=0.8060975609756098, pvalue=1.880265282086442e-73)",661
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=634, n=820, alternative='two-sided', statistic=0.7731707317073171, pvalue=6.333138548537837e-58)",634
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=614, n=820, alternative='two-sided', statistic=0.748780487804878, pvalue=7.495860256710018e-48)",614
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=638, n=820, alternative='two-sided', statistic=0.7780487804878049, pvalue=4.4204873141367976e-60)",638
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=635, n=820, alternative='two-sided', statistic=0.774390243902439, pvalue=1.8497771240364854e-58)",635
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=641, n=820, alternative='two-sided', statistic=0.7817073170731708, pvalue=9.91619979942772e-62)",641
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=671, n=820, alternative='two-sided', statistic=0.8182926829268292, pvalue=8.211422715314969e-80)",671
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=671, n=820, alternative='two-sided', statistic=0.8182926829268292, pvalue=8.211422715314969e-80)",671
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=667, n=820, alternative='two-sided', statistic=0.8134146341463414, pvalue=3.161535713451225e-77)",667
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=669, n=820, alternative='two-sided', statistic=0.8158536585365853, pvalue=1.637488293516725e-78)",669
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=543, n=820, alternative='two-sided', statistic=0.6621951219512195, pvalue=9.9135742603005e-21)",543
