,model,layer,binom_p_val,num_success
24,bert-base-japanese,1,"BinomTestResult(k=1276, n=1770, alternative='two-sided', statistic=0.7209039548022599, pvalue=1.4488394650847563e-79)",1276
25,bert-base-japanese,2,"BinomTestResult(k=1286, n=1770, alternative='two-sided', statistic=0.7265536723163842, pvalue=9.41385265083159e-84)",1286
26,bert-base-japanese,3,"BinomTestResult(k=1303, n=1770, alternative='two-sided', statistic=0.7361581920903955, pvalue=3.7316867653496706e-91)",1303
27,bert-base-japanese,4,"BinomTestResult(k=1334, n=1770, alternative='two-sided', statistic=0.7536723163841808, pvalue=1.3506153436451749e-105)",1334
28,bert-base-japanese,5,"BinomTestResult(k=1338, n=1770, alternative='two-sided', statistic=0.7559322033898305, pvalue=1.4999286448949232e-107)",1338
29,bert-base-japanese,6,"BinomTestResult(k=1332, n=1770, alternative='two-sided', statistic=0.752542372881356, pvalue=1.2584703873244065e-104)",1332
30,bert-base-japanese,7,"BinomTestResult(k=1292, n=1770, alternative='two-sided', statistic=0.7299435028248588, pvalue=2.5258126537945906e-86)",1292
31,bert-base-japanese,8,"BinomTestResult(k=1259, n=1770, alternative='two-sided', statistic=0.7112994350282486, pvalue=1.0024824123056478e-72)",1259
32,bert-base-japanese,9,"BinomTestResult(k=1197, n=1770, alternative='two-sided', statistic=0.676271186440678, pvalue=1.195827805575092e-50)",1197
33,bert-base-japanese,10,"BinomTestResult(k=1186, n=1770, alternative='two-sided', statistic=0.6700564971751413, pvalue=3.4574623264043765e-47)",1186
34,bert-base-japanese,11,"BinomTestResult(k=1178, n=1770, alternative='two-sided', statistic=0.6655367231638418, pvalue=9.37300247249053e-45)",1178
35,bert-base-japanese,12,"BinomTestResult(k=1180, n=1770, alternative='two-sided', statistic=0.6666666666666666, pvalue=2.3453035622754197e-45)",1180
36,openai-community/gpt2,1,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661700046e-87)",1294
37,openai-community/gpt2,2,"BinomTestResult(k=1328, n=1770, alternative='two-sided', statistic=0.7502824858757062, pvalue=1.0536795783989746e-102)",1328
38,openai-community/gpt2,3,"BinomTestResult(k=1372, n=1770, alternative='two-sided', statistic=0.7751412429378531, pvalue=4.919596818238136e-125)",1372
39,openai-community/gpt2,4,"BinomTestResult(k=1344, n=1770, alternative='two-sided', statistic=0.7593220338983051, pvalue=1.6015246108127177e-110)",1344
40,openai-community/gpt2,5,"BinomTestResult(k=1376, n=1770, alternative='two-sided', statistic=0.7774011299435029, pvalue=3.3887396273835447e-127)",1376
41,openai-community/gpt2,6,"BinomTestResult(k=1376, n=1770, alternative='two-sided', statistic=0.7774011299435029, pvalue=3.3887396273835447e-127)",1376
42,openai-community/gpt2,7,"BinomTestResult(k=1383, n=1770, alternative='two-sided', statistic=0.7813559322033898, pvalue=4.922175844722141e-131)",1383
43,openai-community/gpt2,8,"BinomTestResult(k=1373, n=1770, alternative='two-sided', statistic=0.7757062146892655, pvalue=1.4241967688221766e-125)",1373
44,openai-community/gpt2,9,"BinomTestResult(k=1362, n=1770, alternative='two-sided', statistic=0.7694915254237288, pvalue=9.969577015712307e-120)",1362
45,openai-community/gpt2,10,"BinomTestResult(k=1369, n=1770, alternative='two-sided', statistic=0.7734463276836158, pvalue=1.9887952295300884e-123)",1369
46,openai-community/gpt2,11,"BinomTestResult(k=1336, n=1770, alternative='two-sided', statistic=0.7548022598870057, pvalue=1.4320110183554442e-106)",1336
47,openai-community/gpt2,12,"BinomTestResult(k=1261, n=1770, alternative='two-sided', statistic=0.7124293785310735, pvalue=1.638198959085321e-73)",1261
48,microsoft/phi-1,1,"BinomTestResult(k=1275, n=1770, alternative='two-sided', statistic=0.7203389830508474, pvalue=3.741385326684134e-79)",1275
49,microsoft/phi-1,2,"BinomTestResult(k=1245, n=1770, alternative='two-sided', statistic=0.7033898305084746, pvalue=2.3728064847511587e-67)",1245
50,microsoft/phi-1,3,"BinomTestResult(k=1252, n=1770, alternative='two-sided', statistic=0.7073446327683616, pvalue=5.213334800698707e-70)",1252
51,microsoft/phi-1,4,"BinomTestResult(k=1269, n=1770, alternative='two-sided', statistic=0.7169491525423729, pvalue=1.0462977604785049e-76)",1269
52,microsoft/phi-1,5,"BinomTestResult(k=1250, n=1770, alternative='two-sided', statistic=0.7062146892655368, pvalue=3.0371985670842734e-69)",1250
53,microsoft/phi-1,6,"BinomTestResult(k=1264, n=1770, alternative='two-sided', statistic=0.7141242937853107, pvalue=1.060092029060346e-74)",1264
54,microsoft/phi-1,7,"BinomTestResult(k=1260, n=1770, alternative='two-sided', statistic=0.711864406779661, pvalue=4.0580552316936385e-73)",1260
55,microsoft/phi-1,8,"BinomTestResult(k=1261, n=1770, alternative='two-sided', statistic=0.7124293785310735, pvalue=1.638198959085321e-73)",1261
56,microsoft/phi-1,9,"BinomTestResult(k=1267, n=1770, alternative='two-sided', statistic=0.715819209039548, pvalue=6.691704389268485e-76)",1267
57,microsoft/phi-1,10,"BinomTestResult(k=1282, n=1770, alternative='two-sided', statistic=0.7242937853107345, pvalue=4.6063696914058675e-82)",1282
58,microsoft/phi-1,11,"BinomTestResult(k=1271, n=1770, alternative='two-sided', statistic=0.7180790960451977, pvalue=1.6179012149868397e-77)",1271
59,microsoft/phi-1,12,"BinomTestResult(k=1274, n=1770, alternative='two-sided', statistic=0.7197740112994351, pvalue=9.634522370109785e-79)",1274
60,microsoft/phi-1,13,"BinomTestResult(k=1272, n=1770, alternative='two-sided', statistic=0.7186440677966102, pvalue=6.335610498538002e-78)",1272
61,microsoft/phi-1,14,"BinomTestResult(k=1269, n=1770, alternative='two-sided', statistic=0.7169491525423729, pvalue=1.0462977604785049e-76)",1269
62,microsoft/phi-1,15,"BinomTestResult(k=1243, n=1770, alternative='two-sided', statistic=0.7022598870056497, pvalue=1.3309566364433622e-66)",1243
63,microsoft/phi-1,16,"BinomTestResult(k=1259, n=1770, alternative='two-sided', statistic=0.7112994350282486, pvalue=1.0024824123056478e-72)",1259
64,microsoft/phi-1,17,"BinomTestResult(k=1253, n=1770, alternative='two-sided', statistic=0.707909604519774, pvalue=2.1511234650539953e-70)",1253
65,microsoft/phi-1,18,"BinomTestResult(k=1258, n=1770, alternative='two-sided', statistic=0.7107344632768362, pvalue=2.4697015596154873e-72)",1258
66,microsoft/phi-1,19,"BinomTestResult(k=1261, n=1770, alternative='two-sided', statistic=0.7124293785310735, pvalue=1.638198959085321e-73)",1261
67,microsoft/phi-1,20,"BinomTestResult(k=1280, n=1770, alternative='two-sided', statistic=0.7231638418079096, pvalue=3.1680853557695893e-81)",1280
68,microsoft/phi-1,21,"BinomTestResult(k=1276, n=1770, alternative='two-sided', statistic=0.7209039548022599, pvalue=1.4488394650847563e-79)",1276
69,microsoft/phi-1,22,"BinomTestResult(k=1310, n=1770, alternative='two-sided', statistic=0.7401129943502824, pvalue=2.622518467031122e-94)",1310
70,microsoft/phi-1,23,"BinomTestResult(k=1333, n=1770, alternative='two-sided', statistic=0.7531073446327684, pvalue=4.129006521490829e-105)",1333
71,microsoft/phi-1,24,"BinomTestResult(k=1255, n=1770, alternative='two-sided', statistic=0.7090395480225988, pvalue=3.632578445074249e-71)",1255
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1430, n=1770, alternative='two-sided', statistic=0.807909604519774, pvalue=1.1383968462269143e-158)",1430
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1518, n=1770, alternative='two-sided', statistic=0.8576271186440678, pvalue=3.795326006932719e-220)",1518
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1556, n=1770, alternative='two-sided', statistic=0.8790960451977401, pvalue=2.772124355098463e-251)",1556
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1556, n=1770, alternative='two-sided', statistic=0.8790960451977401, pvalue=2.772124355098463e-251)",1556
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1556, n=1770, alternative='two-sided', statistic=0.8790960451977401, pvalue=2.772124355098463e-251)",1556
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1562, n=1770, alternative='two-sided', statistic=0.8824858757062147, pvalue=1.715889058523988e-256)",1562
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1512, n=1770, alternative='two-sided', statistic=0.8542372881355932, pvalue=1.6622874970175575e-215)",1512
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1523, n=1770, alternative='two-sided', statistic=0.86045197740113, pvalue=4.531950891221079e-224)",1523
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1516, n=1770, alternative='two-sided', statistic=0.8564971751412429, pvalue=1.362548695708203e-218)",1516
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1521, n=1770, alternative='two-sided', statistic=0.8593220338983051, pvalue=1.7042751099694184e-222)",1521
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1529, n=1770, alternative='two-sided', statistic=0.8638418079096045, pvalue=7.609629978478422e-229)",1529
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1524, n=1770, alternative='two-sided', statistic=0.8610169491525423, pvalue=7.338427457079268e-225)",1524
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1508, n=1770, alternative='two-sided', statistic=0.8519774011299435, pvalue=1.8862474238892915e-212)",1508
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1468, n=1770, alternative='two-sided', statistic=0.8293785310734463, pvalue=1.4993885565434641e-183)",1468
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1336, n=1770, alternative='two-sided', statistic=0.7548022598870057, pvalue=1.4320110183554442e-106)",1336
