,model,layer,binom_p_val,num_success
30,bert-base-japanese,7,"BinomTestResult(k=1204, n=1770, alternative='two-sided', statistic=0.6802259887005649, pvalue=6.381787267152408e-53)",1204
31,bert-base-japanese,8,"BinomTestResult(k=1180, n=1770, alternative='two-sided', statistic=0.6666666666666666, pvalue=2.3453035622754197e-45)",1180
32,bert-base-japanese,9,"BinomTestResult(k=1196, n=1770, alternative='two-sided', statistic=0.6757062146892655, pvalue=2.4996078486488776e-50)",1196
33,bert-base-japanese,10,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661700046e-87)",1294
34,bert-base-japanese,11,"BinomTestResult(k=1289, n=1770, alternative='two-sided', statistic=0.7282485875706215, pvalue=4.939102630850135e-85)",1289
35,bert-base-japanese,12,"BinomTestResult(k=1257, n=1770, alternative='two-sided', statistic=0.7101694915254237, pvalue=6.067677558281811e-72)",1257
36,openai-community/gpt2,1,"BinomTestResult(k=1473, n=1770, alternative='two-sided', statistic=0.8322033898305085, pvalue=5.262695844010796e-187)",1473
37,openai-community/gpt2,2,"BinomTestResult(k=1496, n=1770, alternative='two-sided', statistic=0.8451977401129943, pvalue=1.8006211085855393e-203)",1496
38,openai-community/gpt2,3,"BinomTestResult(k=1479, n=1770, alternative='two-sided', statistic=0.8355932203389831, pvalue=3.2933735702604e-191)",1479
39,openai-community/gpt2,4,"BinomTestResult(k=1504, n=1770, alternative='two-sided', statistic=0.8497175141242937, pvalue=1.992632840587082e-209)",1504
40,openai-community/gpt2,5,"BinomTestResult(k=1562, n=1770, alternative='two-sided', statistic=0.8824858757062147, pvalue=1.715889058523988e-256)",1562
41,openai-community/gpt2,6,"BinomTestResult(k=1559, n=1770, alternative='two-sided', statistic=0.8807909604519774, pvalue=7.065473193909692e-254)",1559
42,openai-community/gpt2,7,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
43,openai-community/gpt2,8,"BinomTestResult(k=1501, n=1770, alternative='two-sided', statistic=0.8480225988700565, pvalue=3.524887956980767e-207)",1501
44,openai-community/gpt2,9,"BinomTestResult(k=1540, n=1770, alternative='two-sided', statistic=0.8700564971751412, pvalue=8.541853686639107e-238)",1540
45,openai-community/gpt2,10,"BinomTestResult(k=1494, n=1770, alternative='two-sided', statistic=0.8440677966101695, pvalue=5.31611124202206e-202)",1494
46,openai-community/gpt2,11,"BinomTestResult(k=1413, n=1770, alternative='two-sided', statistic=0.7983050847457627, pvalue=2.7338687083777593e-148)",1413
47,openai-community/gpt2,12,"BinomTestResult(k=1366, n=1770, alternative='two-sided', statistic=0.7717514124293785, pvalue=7.810445330058006e-122)",1366
48,microsoft/phi-1,1,"BinomTestResult(k=1312, n=1770, alternative='two-sided', statistic=0.7412429378531074, pvalue=3.2091026424479696e-95)",1312
49,microsoft/phi-1,2,"BinomTestResult(k=1278, n=1770, alternative='two-sided', statistic=0.7220338983050848, pvalue=2.154500391664617e-80)",1278
50,microsoft/phi-1,3,"BinomTestResult(k=1237, n=1770, alternative='two-sided', statistic=0.6988700564971752, pvalue=2.2021231301327824e-64)",1237
51,microsoft/phi-1,4,"BinomTestResult(k=1263, n=1770, alternative='two-sided', statistic=0.7135593220338983, pvalue=2.6477737710031083e-74)",1263
52,microsoft/phi-1,5,"BinomTestResult(k=1271, n=1770, alternative='two-sided', statistic=0.7180790960451977, pvalue=1.6179012149868397e-77)",1271
53,microsoft/phi-1,6,"BinomTestResult(k=1244, n=1770, alternative='two-sided', statistic=0.7028248587570621, pvalue=5.627279921562208e-67)",1244
54,microsoft/phi-1,7,"BinomTestResult(k=1263, n=1770, alternative='two-sided', statistic=0.7135593220338983, pvalue=2.6477737710031083e-74)",1263
55,microsoft/phi-1,8,"BinomTestResult(k=1255, n=1770, alternative='two-sided', statistic=0.7090395480225988, pvalue=3.632578445074249e-71)",1255
56,microsoft/phi-1,9,"BinomTestResult(k=1250, n=1770, alternative='two-sided', statistic=0.7062146892655368, pvalue=3.0371985670842734e-69)",1250
57,microsoft/phi-1,10,"BinomTestResult(k=1261, n=1770, alternative='two-sided', statistic=0.7124293785310735, pvalue=1.638198959085321e-73)",1261
58,microsoft/phi-1,11,"BinomTestResult(k=1280, n=1770, alternative='two-sided', statistic=0.7231638418079096, pvalue=3.1680853557695893e-81)",1280
59,microsoft/phi-1,12,"BinomTestResult(k=1287, n=1770, alternative='two-sided', statistic=0.7271186440677966, pvalue=3.534228654401757e-84)",1287
60,microsoft/phi-1,13,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661700046e-87)",1294
61,microsoft/phi-1,14,"BinomTestResult(k=1286, n=1770, alternative='two-sided', statistic=0.7265536723163842, pvalue=9.41385265083159e-84)",1286
62,microsoft/phi-1,15,"BinomTestResult(k=1311, n=1770, alternative='two-sided', statistic=0.7406779661016949, pvalue=9.187305766568684e-95)",1311
63,microsoft/phi-1,16,"BinomTestResult(k=1314, n=1770, alternative='two-sided', statistic=0.7423728813559322, pvalue=3.881009106092182e-96)",1314
64,microsoft/phi-1,17,"BinomTestResult(k=1325, n=1770, alternative='two-sided', statistic=0.748587570621469, pvalue=2.825746999403631e-101)",1325
65,microsoft/phi-1,18,"BinomTestResult(k=1308, n=1770, alternative='two-sided', statistic=0.7389830508474576, pvalue=2.1181856549813315e-93)",1308
66,microsoft/phi-1,19,"BinomTestResult(k=1324, n=1770, alternative='two-sided', statistic=0.7480225988700565, pvalue=8.40758349761496e-101)",1324
67,microsoft/phi-1,20,"BinomTestResult(k=1350, n=1770, alternative='two-sided', statistic=0.7627118644067796, pvalue=1.53028994495952e-113)",1350
68,microsoft/phi-1,21,"BinomTestResult(k=1347, n=1770, alternative='two-sided', statistic=0.7610169491525424, pvalue=5.020081353520168e-112)",1347
69,microsoft/phi-1,22,"BinomTestResult(k=1344, n=1770, alternative='two-sided', statistic=0.7593220338983051, pvalue=1.6015246108127177e-110)",1344
70,microsoft/phi-1,23,"BinomTestResult(k=1341, n=1770, alternative='two-sided', statistic=0.7576271186440678, pvalue=4.969365996397166e-109)",1341
71,microsoft/phi-1,24,"BinomTestResult(k=1332, n=1770, alternative='two-sided', statistic=0.752542372881356, pvalue=1.2584703873244065e-104)",1332
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1481, n=1770, alternative='two-sided', statistic=0.8367231638418079, pvalue=1.2654491217158068e-192)",1481
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1557, n=1770, alternative='two-sided', statistic=0.8796610169491526, pvalue=3.8068951978852935e-252)",1557
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1628, n=1770, alternative='two-sided', statistic=0.919774011299435, pvalue=5.9505e-320)",1628
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1528, n=1770, alternative='two-sided', statistic=0.8632768361581921, pvalue=4.812220381179409e-228)",1528
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1556, n=1770, alternative='two-sided', statistic=0.8790960451977401, pvalue=2.772124355098463e-251)",1556
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1557, n=1770, alternative='two-sided', statistic=0.8796610169491526, pvalue=3.8068951978852935e-252)",1557
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1518, n=1770, alternative='two-sided', statistic=0.8576271186440678, pvalue=3.795326006932719e-220)",1518
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.6501495799336275e-214)",1510
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1571, n=1770, alternative='two-sided', statistic=0.8875706214689265, pvalue=1.8280932194367206e-264)",1571
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1567, n=1770, alternative='two-sided', statistic=0.8853107344632768, pvalue=6.7514853914324935e-261)",1567
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1555, n=1770, alternative='two-sided', statistic=0.8785310734463276, pvalue=2.0079438791110248e-250)",1555
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1552, n=1770, alternative='two-sided', statistic=0.8768361581920904, pvalue=7.393368537365912e-248)",1552
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1534, n=1770, alternative='two-sided', statistic=0.8666666666666667, pvalue=6.999800569885878e-233)",1534
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1534, n=1770, alternative='two-sided', statistic=0.8666666666666667, pvalue=6.999800569885878e-233)",1534
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1531, n=1770, alternative='two-sided', statistic=0.8649717514124293, pvalue=1.875633884882929e-230)",1531
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1387, n=1770, alternative='two-sided', statistic=0.7836158192090396, pvalue=2.935015895149528e-133)",1387
