,model,layer,binom_p_val,num_success
29,distilroberta,6,"BinomTestResult(k=1267, n=1770, alternative='two-sided', statistic=0.715819209039548, pvalue=6.691704389268586e-76)",1267
30,xlnet-base-cased,1,"BinomTestResult(k=1450, n=1770, alternative='two-sided', statistic=0.8192090395480226, pvalue=1.8139096700694668e-171)",1450
31,xlnet-base-cased,2,"BinomTestResult(k=1484, n=1770, alternative='two-sided', statistic=0.8384180790960452, pvalue=9.240500666323055e-195)",1484
32,xlnet-base-cased,3,"BinomTestResult(k=1482, n=1770, alternative='two-sided', statistic=0.8372881355932204, pvalue=2.465247891626262e-193)",1482
33,xlnet-base-cased,4,"BinomTestResult(k=1467, n=1770, alternative='two-sided', statistic=0.8288135593220339, pvalue=7.2718673785742e-183)",1467
34,xlnet-base-cased,5,"BinomTestResult(k=1434, n=1770, alternative='two-sided', statistic=0.8101694915254237, pvalue=3.5333334803003027e-161)",1434
35,xlnet-base-cased,6,"BinomTestResult(k=1403, n=1770, alternative='two-sided', statistic=0.7926553672316384, pvalue=2.170672161923854e-142)",1403
36,xlnet-base-cased,7,"BinomTestResult(k=1403, n=1770, alternative='two-sided', statistic=0.7926553672316384, pvalue=2.170672161923854e-142)",1403
37,xlnet-base-cased,8,"BinomTestResult(k=1387, n=1770, alternative='two-sided', statistic=0.7836158192090396, pvalue=2.9350158951494942e-133)",1387
38,xlnet-base-cased,9,"BinomTestResult(k=1353, n=1770, alternative='two-sided', statistic=0.764406779661017, pvalue=4.535894035349758e-115)",1353
39,xlnet-base-cased,10,"BinomTestResult(k=1355, n=1770, alternative='two-sided', statistic=0.7655367231638418, pvalue=4.2769015050465866e-116)",1355
40,xlnet-base-cased,11,"BinomTestResult(k=1291, n=1770, alternative='two-sided', statistic=0.7293785310734463, pvalue=6.824265018348061e-86)",1291
41,xlnet-base-cased,12,"BinomTestResult(k=1324, n=1770, alternative='two-sided', statistic=0.7480225988700565, pvalue=8.407583497614711e-101)",1324
42,bert-base-japanese,1,"BinomTestResult(k=1277, n=1770, alternative='two-sided', statistic=0.7214689265536723, pvalue=5.5948977739554374e-80)",1277
43,bert-base-japanese,2,"BinomTestResult(k=1286, n=1770, alternative='two-sided', statistic=0.7265536723163842, pvalue=9.413852650831635e-84)",1286
44,bert-base-japanese,3,"BinomTestResult(k=1305, n=1770, alternative='two-sided', statistic=0.7372881355932204, pvalue=4.7568652633790726e-92)",1305
45,bert-base-japanese,4,"BinomTestResult(k=1332, n=1770, alternative='two-sided', statistic=0.752542372881356, pvalue=1.2584703873243772e-104)",1332
46,bert-base-japanese,5,"BinomTestResult(k=1337, n=1770, alternative='two-sided', statistic=0.7553672316384181, pvalue=4.6416332116800825e-107)",1337
47,bert-base-japanese,6,"BinomTestResult(k=1333, n=1770, alternative='two-sided', statistic=0.7531073446327684, pvalue=4.1290065214909616e-105)",1333
48,bert-base-japanese,7,"BinomTestResult(k=1291, n=1770, alternative='two-sided', statistic=0.7293785310734463, pvalue=6.824265018348061e-86)",1291
49,bert-base-japanese,8,"BinomTestResult(k=1261, n=1770, alternative='two-sided', statistic=0.7124293785310735, pvalue=1.6381989590853426e-73)",1261
50,bert-base-japanese,9,"BinomTestResult(k=1198, n=1770, alternative='two-sided', statistic=0.6768361581920904, pvalue=5.706233404753828e-51)",1198
51,bert-base-japanese,10,"BinomTestResult(k=1187, n=1770, alternative='two-sided', statistic=0.6706214689265537, pvalue=1.696901148417555e-47)",1187
52,bert-base-japanese,11,"BinomTestResult(k=1178, n=1770, alternative='two-sided', statistic=0.6655367231638418, pvalue=9.37300247249106e-45)",1178
53,bert-base-japanese,12,"BinomTestResult(k=1179, n=1770, alternative='two-sided', statistic=0.6661016949152543, pvalue=4.694483548073743e-45)",1179
54,xlm-mlm-xnli15-1024,1,"BinomTestResult(k=1420, n=1770, alternative='two-sided', statistic=0.8022598870056498, pvalue=1.64666336644516e-152)",1420
55,xlm-mlm-xnli15-1024,2,"BinomTestResult(k=1370, n=1770, alternative='two-sided', statistic=0.7740112994350282, pvalue=5.8134916272315885e-124)",1370
56,xlm-mlm-xnli15-1024,3,"BinomTestResult(k=1372, n=1770, alternative='two-sided', statistic=0.7751412429378531, pvalue=4.919596818238131e-125)",1372
57,xlm-mlm-xnli15-1024,4,"BinomTestResult(k=1342, n=1770, alternative='two-sided', statistic=0.7581920903954802, pvalue=1.5862846108816442e-109)",1342
58,xlm-mlm-xnli15-1024,5,"BinomTestResult(k=1275, n=1770, alternative='two-sided', statistic=0.7203389830508474, pvalue=3.741385326684144e-79)",1275
59,xlm-mlm-xnli15-1024,6,"BinomTestResult(k=1207, n=1770, alternative='two-sided', statistic=0.6819209039548022, pvalue=6.517610388906175e-54)",1207
60,xlm-mlm-xnli15-1024,7,"BinomTestResult(k=1172, n=1770, alternative='two-sided', statistic=0.6621468926553672, pvalue=5.631482895811028e-43)",1172
61,xlm-mlm-xnli15-1024,8,"BinomTestResult(k=1150, n=1770, alternative='two-sided', statistic=0.6497175141242938, pvalue=8.671089546777841e-37)",1150
62,xlm-mlm-xnli15-1024,9,"BinomTestResult(k=1125, n=1770, alternative='two-sided', statistic=0.635593220338983, pvalue=2.18783898449314e-30)",1125
63,xlm-mlm-xnli15-1024,10,"BinomTestResult(k=1121, n=1770, alternative='two-sided', statistic=0.6333333333333333, pvalue=2.0091271469248016e-29)",1121
64,xlm-mlm-xnli15-1024,11,"BinomTestResult(k=1053, n=1770, alternative='two-sided', statistic=0.5949152542372881, pvalue=1.3897918565163201e-15)",1053
65,xlm-mlm-xnli15-1024,12,"BinomTestResult(k=1068, n=1770, alternative='two-sided', statistic=0.6033898305084746, pvalue=3.1327927490720674e-18)",1068
66,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1107, n=1770, alternative='two-sided', statistic=0.6254237288135593, pvalue=3.4805048469601055e-26)",1107
67,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=865, n=1770, alternative='two-sided', statistic=0.4887005649717514, pvalue=0.35393169034961597)",865
68,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=984, n=1770, alternative='two-sided', statistic=0.5559322033898305, pvalue=2.7703111873204897e-06)",984
69,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1018, n=1770, alternative='two-sided', statistic=0.5751412429378531, pvalue=2.783444870816796e-10)",1018
70,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=899, n=1770, alternative='two-sided', statistic=0.507909604519774, pvalue=0.5210362760664969)",899
71,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=851, n=1770, alternative='two-sided', statistic=0.4807909604519774, pvalue=0.11123935931077264)",851
72,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=539, n=1770, alternative='two-sided', statistic=0.3045197740112994, pvalue=3.3089681870139385e-62)",539
73,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=389, n=1770, alternative='two-sided', statistic=0.21977401129943502, pvalue=6.249146662197877e-130)",389
74,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=445, n=1770, alternative='two-sided', statistic=0.2514124293785311, pvalue=2.8257469994037417e-101)",445
75,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=731, n=1770, alternative='two-sided', statistic=0.4129943502824859, pvalue=2.568606341497576e-13)",731
76,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=677, n=1770, alternative='two-sided', statistic=0.3824858757062147, pvalue=3.7730728446908427e-23)",677
77,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=804, n=1770, alternative='two-sided', statistic=0.4542372881355932, pvalue=0.00012851016832629347)",804
78,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=978, n=1770, alternative='two-sided', statistic=0.5525423728813559, pvalue=1.0770295319630365e-05)",978
79,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=878, n=1770, alternative='two-sided', statistic=0.496045197740113, pvalue=0.7573324984287301)",878
80,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=995, n=1770, alternative='two-sided', statistic=0.5621468926553672, pvalue=1.8694476441954704e-07)",995
81,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1015, n=1770, alternative='two-sided', statistic=0.5734463276836158, pvalue=6.960474816284646e-10)",1015
82,openai-community/gpt2,1,"BinomTestResult(k=893, n=1770, alternative='two-sided', statistic=0.5045197740112994, pvalue=0.7214494170962323)",893
83,openai-community/gpt2,2,"BinomTestResult(k=855, n=1770, alternative='two-sided', statistic=0.4830508474576271, pvalue=0.16078307887827298)",855
84,openai-community/gpt2,3,"BinomTestResult(k=942, n=1770, alternative='two-sided', statistic=0.5322033898305085, pvalue=0.0072161924412949005)",942
85,openai-community/gpt2,4,"BinomTestResult(k=866, n=1770, alternative='two-sided', statistic=0.48926553672316386, pvalue=0.3791581121481662)",866
86,openai-community/gpt2,5,"BinomTestResult(k=812, n=1770, alternative='two-sided', statistic=0.45875706214689266, pvalue=0.0005641396768990272)",812
87,openai-community/gpt2,6,"BinomTestResult(k=837, n=1770, alternative='two-sided', statistic=0.4728813559322034, pvalue=0.023914259662096402)",837
88,openai-community/gpt2,7,"BinomTestResult(k=856, n=1770, alternative='two-sided', statistic=0.48361581920903957, pvalue=0.17545135093349937)",856
89,openai-community/gpt2,8,"BinomTestResult(k=891, n=1770, alternative='two-sided', statistic=0.5033898305084745, pvalue=0.7937462737968546)",891
90,openai-community/gpt2,9,"BinomTestResult(k=851, n=1770, alternative='two-sided', statistic=0.4807909604519774, pvalue=0.11123935931077264)",851
91,openai-community/gpt2,10,"BinomTestResult(k=820, n=1770, alternative='two-sided', statistic=0.4632768361581921, pvalue=0.002159054882289509)",820
92,openai-community/gpt2,11,"BinomTestResult(k=852, n=1770, alternative='two-sided', statistic=0.48135593220338985, pvalue=0.12232337553889489)",852
93,openai-community/gpt2,12,"BinomTestResult(k=798, n=1770, alternative='two-sided', statistic=0.45084745762711864, pvalue=3.86926175560822e-05)",798
94,openai-community/openai-gpt,1,"BinomTestResult(k=640, n=1770, alternative='two-sided', statistic=0.3615819209039548, pvalue=1.2959987740208354e-31)",640
95,openai-community/openai-gpt,2,"BinomTestResult(k=1007, n=1770, alternative='two-sided', statistic=0.5689265536723164, pvalue=7.26158415321393e-09)",1007
96,openai-community/openai-gpt,3,"BinomTestResult(k=997, n=1770, alternative='two-sided', statistic=0.5632768361581921, pvalue=1.1125010274761555e-07)",997
97,openai-community/openai-gpt,4,"BinomTestResult(k=968, n=1770, alternative='two-sided', statistic=0.5468926553672316, pvalue=8.688442650130116e-05)",968
98,openai-community/openai-gpt,5,"BinomTestResult(k=852, n=1770, alternative='two-sided', statistic=0.48135593220338985, pvalue=0.12232337553889489)",852
99,openai-community/openai-gpt,6,"BinomTestResult(k=873, n=1770, alternative='two-sided', statistic=0.49322033898305084, pvalue=0.5846040772478409)",873
100,openai-community/openai-gpt,7,"BinomTestResult(k=734, n=1770, alternative='two-sided', statistic=0.41468926553672314, pvalue=7.41298809541275e-13)",734
101,openai-community/openai-gpt,8,"BinomTestResult(k=743, n=1770, alternative='two-sided', statistic=0.41977401129943503, pvalue=1.5750698623896463e-11)",743
102,openai-community/openai-gpt,9,"BinomTestResult(k=746, n=1770, alternative='two-sided', statistic=0.4214689265536723, pvalue=4.187261112128153e-11)",746
103,openai-community/openai-gpt,10,"BinomTestResult(k=641, n=1770, alternative='two-sided', statistic=0.36214689265536726, pvalue=2.29189576395698e-31)",641
104,openai-community/openai-gpt,11,"BinomTestResult(k=643, n=1770, alternative='two-sided', statistic=0.3632768361581921, pvalue=7.115602782753071e-31)",643
105,openai-community/openai-gpt,12,"BinomTestResult(k=851, n=1770, alternative='two-sided', statistic=0.4807909604519774, pvalue=0.11123935931077264)",851
106,microsoft/phi-1,1,"BinomTestResult(k=970, n=1770, alternative='two-sided', statistic=0.5480225988700564, pvalue=5.8233778701406216e-05)",970
107,microsoft/phi-1,2,"BinomTestResult(k=894, n=1770, alternative='two-sided', statistic=0.5050847457627119, pvalue=0.6861690750918337)",894
108,microsoft/phi-1,3,"BinomTestResult(k=1015, n=1770, alternative='two-sided', statistic=0.5734463276836158, pvalue=6.960474816284646e-10)",1015
109,microsoft/phi-1,4,"BinomTestResult(k=1021, n=1770, alternative='two-sided', statistic=0.5768361581920904, pvalue=1.0906498919213581e-10)",1021
110,microsoft/phi-1,5,"BinomTestResult(k=1060, n=1770, alternative='two-sided', statistic=0.5988700564971752, pvalue=8.62789213590635e-17)",1060
111,microsoft/phi-1,6,"BinomTestResult(k=1088, n=1770, alternative='two-sided', statistic=0.6146892655367232, pvalue=4.089467236318663e-22)",1088
112,microsoft/phi-1,7,"BinomTestResult(k=1103, n=1770, alternative='two-sided', statistic=0.6231638418079096, pvalue=2.6883741185134972e-25)",1103
113,microsoft/phi-1,8,"BinomTestResult(k=1125, n=1770, alternative='two-sided', statistic=0.635593220338983, pvalue=2.18783898449314e-30)",1125
114,microsoft/phi-1,9,"BinomTestResult(k=1125, n=1770, alternative='two-sided', statistic=0.635593220338983, pvalue=2.18783898449314e-30)",1125
115,microsoft/phi-1,10,"BinomTestResult(k=1148, n=1770, alternative='two-sided', statistic=0.6485875706214689, pvalue=2.9833843831213303e-36)",1148
116,microsoft/phi-1,11,"BinomTestResult(k=1147, n=1770, alternative='two-sided', statistic=0.6480225988700565, pvalue=5.513425029452985e-36)",1147
117,microsoft/phi-1,12,"BinomTestResult(k=1122, n=1770, alternative='two-sided', statistic=0.6338983050847458, pvalue=1.1583356703193749e-29)",1122
118,microsoft/phi-1,13,"BinomTestResult(k=1098, n=1770, alternative='two-sided', statistic=0.6203389830508474, pvalue=3.280935035967879e-24)",1098
119,microsoft/phi-1,14,"BinomTestResult(k=1078, n=1770, alternative='two-sided', statistic=0.6090395480225989, pvalue=4.0249649091509256e-20)",1078
120,microsoft/phi-1,15,"BinomTestResult(k=1040, n=1770, alternative='two-sided', statistic=0.5875706214689266, pvalue=1.7958741508371454e-13)",1040
121,microsoft/phi-1,16,"BinomTestResult(k=1046, n=1770, alternative='two-sided', statistic=0.5909604519774011, pvalue=1.998993839412629e-14)",1046
122,microsoft/phi-1,17,"BinomTestResult(k=1044, n=1770, alternative='two-sided', statistic=0.5898305084745763, pvalue=4.19396205612338e-14)",1044
123,microsoft/phi-1,18,"BinomTestResult(k=1054, n=1770, alternative='two-sided', statistic=0.5954802259887005, pvalue=9.408726405285794e-16)",1054
124,microsoft/phi-1,19,"BinomTestResult(k=1051, n=1770, alternative='two-sided', statistic=0.5937853107344633, pvalue=3.0114592835844735e-15)",1051
125,microsoft/phi-1,20,"BinomTestResult(k=1060, n=1770, alternative='two-sided', statistic=0.5988700564971752, pvalue=8.62789213590635e-17)",1060
126,microsoft/phi-1,21,"BinomTestResult(k=1080, n=1770, alternative='two-sided', statistic=0.6101694915254238, pvalue=1.6380137510123273e-20)",1080
127,microsoft/phi-1,22,"BinomTestResult(k=1042, n=1770, alternative='two-sided', statistic=0.5887005649717514, pvalue=8.71855209396334e-14)",1042
128,microsoft/phi-1,23,"BinomTestResult(k=996, n=1770, alternative='two-sided', statistic=0.5627118644067797, pvalue=1.4437453120371101e-07)",996
129,microsoft/phi-1,24,"BinomTestResult(k=1006, n=1770, alternative='two-sided', statistic=0.5683615819209039, pvalue=9.636852630041157e-09)",1006
