,model,layer,binom_p_val,num_success
84,openai-community/gpt2,3,"BinomTestResult(k=524, n=820, alternative='two-sided', statistic=0.6390243902439025, pvalue=1.4820136139102612e-15)",524
85,openai-community/gpt2,4,"BinomTestResult(k=338, n=820, alternative='two-sided', statistic=0.4121951219512195, pvalue=5.555528854423468e-07)",338
86,openai-community/gpt2,5,"BinomTestResult(k=331, n=820, alternative='two-sided', statistic=0.4036585365853659, pvalue=3.8176099205938775e-08)",331
87,openai-community/gpt2,6,"BinomTestResult(k=336, n=820, alternative='two-sided', statistic=0.4097560975609756, pvalue=2.649041046095445e-07)",336
88,openai-community/gpt2,7,"BinomTestResult(k=360, n=820, alternative='two-sided', statistic=0.43902439024390244, pvalue=0.0005379762928589013)",360
89,openai-community/gpt2,8,"BinomTestResult(k=362, n=820, alternative='two-sided', statistic=0.44146341463414634, pvalue=0.0008971682687357532)",362
90,openai-community/gpt2,9,"BinomTestResult(k=353, n=820, alternative='two-sided', statistic=0.4304878048780488, pvalue=7.749576336274297e-05)",353
91,openai-community/gpt2,10,"BinomTestResult(k=365, n=820, alternative='two-sided', statistic=0.4451219512195122, pvalue=0.0018660554252214517)",365
92,openai-community/gpt2,11,"BinomTestResult(k=362, n=820, alternative='two-sided', statistic=0.44146341463414634, pvalue=0.0008971682687357532)",362
93,openai-community/gpt2,12,"BinomTestResult(k=400, n=820, alternative='two-sided', statistic=0.4878048780487805, pvalue=0.5070289999465738)",400
94,openai-community/openai-gpt,1,"BinomTestResult(k=476, n=820, alternative='two-sided', statistic=0.5804878048780487, pvalue=4.5601205225054875e-06)",476
95,openai-community/openai-gpt,2,"BinomTestResult(k=513, n=820, alternative='two-sided', statistic=0.625609756097561, pvalue=6.185949832275412e-13)",513
96,openai-community/openai-gpt,3,"BinomTestResult(k=474, n=820, alternative='two-sided', statistic=0.5780487804878048, pvalue=8.849859562712651e-06)",474
97,openai-community/openai-gpt,4,"BinomTestResult(k=462, n=820, alternative='two-sided', statistic=0.5634146341463414, pvalue=0.0003166241953792478)",462
98,openai-community/openai-gpt,5,"BinomTestResult(k=476, n=820, alternative='two-sided', statistic=0.5804878048780487, pvalue=4.5601205225054875e-06)",476
99,openai-community/openai-gpt,6,"BinomTestResult(k=476, n=820, alternative='two-sided', statistic=0.5804878048780487, pvalue=4.5601205225054875e-06)",476
100,openai-community/openai-gpt,7,"BinomTestResult(k=457, n=820, alternative='two-sided', statistic=0.5573170731707318, pvalue=0.0011505381615050303)",457
101,openai-community/openai-gpt,8,"BinomTestResult(k=452, n=820, alternative='two-sided', statistic=0.551219512195122, pvalue=0.0037236133893258716)",452
102,openai-community/openai-gpt,9,"BinomTestResult(k=460, n=820, alternative='two-sided', statistic=0.5609756097560976, pvalue=0.0005379762928589013)",460
103,openai-community/openai-gpt,10,"BinomTestResult(k=465, n=820, alternative='two-sided', statistic=0.5670731707317073, pvalue=0.00013801619474647505)",465
104,openai-community/openai-gpt,11,"BinomTestResult(k=459, n=820, alternative='two-sided', statistic=0.5597560975609757, pvalue=0.0006963532663880403)",459
105,openai-community/openai-gpt,12,"BinomTestResult(k=461, n=820, alternative='two-sided', statistic=0.5621951219512196, pvalue=0.0004136847984153961)",461
106,microsoft/phi-1,1,"BinomTestResult(k=481, n=820, alternative='two-sided', statistic=0.5865853658536585, pvalue=7.986723996349161e-07)",481
107,microsoft/phi-1,2,"BinomTestResult(k=451, n=820, alternative='two-sided', statistic=0.55, pvalue=0.004645174955401075)",451
108,microsoft/phi-1,3,"BinomTestResult(k=532, n=820, alternative='two-sided', statistic=0.6487804878048781, pvalue=1.2395013807436278e-17)",532
109,microsoft/phi-1,4,"BinomTestResult(k=513, n=820, alternative='two-sided', statistic=0.625609756097561, pvalue=6.185949832275412e-13)",513
110,microsoft/phi-1,5,"BinomTestResult(k=525, n=820, alternative='two-sided', statistic=0.6402439024390244, pvalue=8.300701332379802e-16)",525
111,microsoft/phi-1,6,"BinomTestResult(k=518, n=820, alternative='two-sided', statistic=0.6317073170731707, pvalue=4.304048091854179e-14)",518
112,microsoft/phi-1,7,"BinomTestResult(k=517, n=820, alternative='two-sided', statistic=0.6304878048780488, pvalue=7.410541144549474e-14)",517
113,microsoft/phi-1,8,"BinomTestResult(k=520, n=820, alternative='two-sided', statistic=0.6341463414634146, pvalue=1.429569657428832e-14)",520
114,microsoft/phi-1,9,"BinomTestResult(k=514, n=820, alternative='two-sided', statistic=0.6268292682926829, pvalue=3.667416201260062e-13)",514
115,microsoft/phi-1,10,"BinomTestResult(k=526, n=820, alternative='two-sided', statistic=0.6414634146341464, pvalue=4.624981898493889e-16)",526
116,microsoft/phi-1,11,"BinomTestResult(k=528, n=820, alternative='two-sided', statistic=0.6439024390243903, pvalue=1.4134579257592975e-16)",528
117,microsoft/phi-1,12,"BinomTestResult(k=516, n=820, alternative='two-sided', statistic=0.6292682926829268, pvalue=1.2693623079561585e-13)",516
118,microsoft/phi-1,13,"BinomTestResult(k=510, n=820, alternative='two-sided', statistic=0.6219512195121951, pvalue=2.878881166273085e-12)",510
119,microsoft/phi-1,14,"BinomTestResult(k=516, n=820, alternative='two-sided', statistic=0.6292682926829268, pvalue=1.2693623079561585e-13)",516
120,microsoft/phi-1,15,"BinomTestResult(k=522, n=820, alternative='two-sided', statistic=0.6365853658536585, pvalue=4.650936547487405e-15)",522
121,microsoft/phi-1,16,"BinomTestResult(k=547, n=820, alternative='two-sided', statistic=0.6670731707317074, pvalue=6.310671066520888e-22)",547
122,microsoft/phi-1,17,"BinomTestResult(k=538, n=820, alternative='two-sided', statistic=0.6560975609756098, pvalue=2.7463224557640837e-19)",538
123,microsoft/phi-1,18,"BinomTestResult(k=539, n=820, alternative='two-sided', statistic=0.6573170731707317, pvalue=1.4285832133870593e-19)",539
124,microsoft/phi-1,19,"BinomTestResult(k=531, n=820, alternative='two-sided', statistic=0.6475609756097561, pvalue=2.2958245725499677e-17)",531
125,microsoft/phi-1,20,"BinomTestResult(k=535, n=820, alternative='two-sided', statistic=0.6524390243902439, pvalue=1.8896613129256026e-18)",535
126,microsoft/phi-1,21,"BinomTestResult(k=537, n=820, alternative='two-sided', statistic=0.6548780487804878, pvalue=5.251423913004037e-19)",537
127,microsoft/phi-1,22,"BinomTestResult(k=527, n=820, alternative='two-sided', statistic=0.6426829268292683, pvalue=2.5635042692233914e-16)",527
128,microsoft/phi-1,23,"BinomTestResult(k=532, n=820, alternative='two-sided', statistic=0.6487804878048781, pvalue=1.2395013807436278e-17)",532
129,microsoft/phi-1,24,"BinomTestResult(k=529, n=820, alternative='two-sided', statistic=0.6451219512195122, pvalue=7.752693298597322e-17)",529
