,model,layer,binom_p_val,num_success
42,openai-community/gpt2,7,"BinomTestResult(k=658, n=820, alternative='two-sided', statistic=0.802439024390244, pvalue=1.305004289226354e-71)",658
43,openai-community/gpt2,8,"BinomTestResult(k=652, n=820, alternative='two-sided', statistic=0.7951219512195122, pvalue=5.11679274235035e-68)",652
44,openai-community/gpt2,9,"BinomTestResult(k=675, n=820, alternative='two-sided', statistic=0.823170731707317, pvalue=1.871503895562674e-82)",675
45,openai-community/gpt2,10,"BinomTestResult(k=698, n=820, alternative='two-sided', statistic=0.8512195121951219, pvalue=8.172011027938049e-99)",698
46,openai-community/gpt2,11,"BinomTestResult(k=640, n=820, alternative='two-sided', statistic=0.7804878048780488, pvalue=3.5410055003280216e-61)",640
47,openai-community/gpt2,12,"BinomTestResult(k=635, n=820, alternative='two-sided', statistic=0.774390243902439, pvalue=1.8497771240364854e-58)",635
48,microsoft/phi-1,1,"BinomTestResult(k=598, n=820, alternative='two-sided', statistic=0.7292682926829268, pvalue=1.3255773747085076e-40)",598
49,microsoft/phi-1,2,"BinomTestResult(k=594, n=820, alternative='two-sided', statistic=0.724390243902439, pvalue=6.704121892750645e-39)",594
50,microsoft/phi-1,3,"BinomTestResult(k=575, n=820, alternative='two-sided', statistic=0.7012195121951219, pvalue=2.246791632539508e-31)",575
51,microsoft/phi-1,4,"BinomTestResult(k=565, n=820, alternative='two-sided', statistic=0.6890243902439024, pvalue=8.819969831606125e-28)",565
52,microsoft/phi-1,5,"BinomTestResult(k=537, n=820, alternative='two-sided', statistic=0.6548780487804878, pvalue=5.251423913004108e-19)",537
53,microsoft/phi-1,6,"BinomTestResult(k=534, n=820, alternative='two-sided', statistic=0.651219512195122, pvalue=3.556098482185681e-18)",534
54,microsoft/phi-1,7,"BinomTestResult(k=547, n=820, alternative='two-sided', statistic=0.6670731707317074, pvalue=6.310671066521015e-22)",547
55,microsoft/phi-1,8,"BinomTestResult(k=542, n=820, alternative='two-sided', statistic=0.6609756097560976, pvalue=1.9471597136744017e-20)",542
56,microsoft/phi-1,9,"BinomTestResult(k=533, n=820, alternative='two-sided', statistic=0.65, pvalue=6.656716769241125e-18)",533
57,microsoft/phi-1,10,"BinomTestResult(k=546, n=820, alternative='two-sided', statistic=0.6658536585365854, pvalue=1.2666124372150735e-21)",546
58,microsoft/phi-1,11,"BinomTestResult(k=556, n=820, alternative='two-sided', statistic=0.6780487804878049, pvalue=9.33598362512899e-25)",556
59,microsoft/phi-1,12,"BinomTestResult(k=561, n=820, alternative='two-sided', statistic=0.6841463414634147, pvalue=2.0609165780161875e-26)",561
60,microsoft/phi-1,13,"BinomTestResult(k=564, n=820, alternative='two-sided', statistic=0.6878048780487804, pvalue=1.955597697424831e-27)",564
61,microsoft/phi-1,14,"BinomTestResult(k=561, n=820, alternative='two-sided', statistic=0.6841463414634147, pvalue=2.0609165780161875e-26)",561
62,microsoft/phi-1,15,"BinomTestResult(k=569, n=820, alternative='two-sided', statistic=0.6939024390243902, pvalue=3.448607331001814e-29)",569
63,microsoft/phi-1,16,"BinomTestResult(k=571, n=820, alternative='two-sided', statistic=0.6963414634146341, pvalue=6.590359584650371e-30)",571
64,microsoft/phi-1,17,"BinomTestResult(k=580, n=820, alternative='two-sided', statistic=0.7073170731707317, pvalue=2.8897869479896707e-33)",580
65,microsoft/phi-1,18,"BinomTestResult(k=571, n=820, alternative='two-sided', statistic=0.6963414634146341, pvalue=6.590359584650371e-30)",571
66,microsoft/phi-1,19,"BinomTestResult(k=562, n=820, alternative='two-sided', statistic=0.6853658536585366, pvalue=9.453024312448571e-27)",562
67,microsoft/phi-1,20,"BinomTestResult(k=586, n=820, alternative='two-sided', statistic=0.7146341463414634, pvalue=1.282655414924636e-35)",586
68,microsoft/phi-1,21,"BinomTestResult(k=588, n=820, alternative='two-sided', statistic=0.7170731707317073, pvalue=2.0104238829692497e-36)",588
69,microsoft/phi-1,22,"BinomTestResult(k=598, n=820, alternative='two-sided', statistic=0.7292682926829268, pvalue=1.3255773747085076e-40)",598
70,microsoft/phi-1,23,"BinomTestResult(k=596, n=820, alternative='two-sided', statistic=0.7268292682926829, pvalue=9.542820129034213e-40)",596
71,microsoft/phi-1,24,"BinomTestResult(k=634, n=820, alternative='two-sided', statistic=0.7731707317073171, pvalue=6.333138548537837e-58)",634
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=635, n=820, alternative='two-sided', statistic=0.774390243902439, pvalue=1.8497771240364854e-58)",635
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=665, n=820, alternative='two-sided', statistic=0.8109756097560976, pvalue=5.911804735701377e-76)",665
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=748, n=820, alternative='two-sided', statistic=0.9121951219512195, pvalue=1.2970877653490996e-142)",748
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=716, n=820, alternative='two-sided', statistic=0.8731707317073171, pvalue=3.8371835663509146e-113)",716
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=724, n=820, alternative='two-sided', statistic=0.8829268292682927, pvalue=5.4079193376398686e-120)",724
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=743, n=820, alternative='two-sided', statistic=0.9060975609756098, pvalue=1.2743399039283718e-137)",743
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=739, n=820, alternative='two-sided', statistic=0.901219512195122, pvalue=9.712332862625969e-134)",739
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=722, n=820, alternative='two-sided', statistic=0.8804878048780488, pvalue=2.988655254534417e-118)",722
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=737, n=820, alternative='two-sided', statistic=0.8987804878048781, pvalue=7.809039083534016e-132)",737
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=728, n=820, alternative='two-sided', statistic=0.8878048780487805, pvalue=1.536754646256569e-123)",728
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=725, n=820, alternative='two-sided', statistic=0.8841463414634146, pvalue=7.1480151922559646e-121)",725
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=723, n=820, alternative='two-sided', statistic=0.8817073170731707, pvalue=4.043696367301839e-119)",723
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=732, n=820, alternative='two-sided', statistic=0.8926829268292683, pvalue=3.593780334765487e-127)",732
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=726, n=820, alternative='two-sided', statistic=0.8853658536585366, pvalue=9.336798740799996e-122)",726
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=726, n=820, alternative='two-sided', statistic=0.8853658536585366, pvalue=9.336798740799996e-122)",726
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=656, n=820, alternative='two-sided', statistic=0.8, pvalue=2.1210455190377382e-70)",656
