,model,layer,binom_p_val,num_success
30,bert-base-japanese,7,"BinomTestResult(k=1204, n=1770, alternative='two-sided', statistic=0.6802259887005649, pvalue=6.381787267152408e-53)",1204
31,bert-base-japanese,8,"BinomTestResult(k=1180, n=1770, alternative='two-sided', statistic=0.6666666666666666, pvalue=2.3453035622754197e-45)",1180
32,bert-base-japanese,9,"BinomTestResult(k=1196, n=1770, alternative='two-sided', statistic=0.6757062146892655, pvalue=2.4996078486488776e-50)",1196
33,bert-base-japanese,10,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661700046e-87)",1294
34,bert-base-japanese,11,"BinomTestResult(k=1289, n=1770, alternative='two-sided', statistic=0.7282485875706215, pvalue=4.939102630850135e-85)",1289
35,bert-base-japanese,12,"BinomTestResult(k=1257, n=1770, alternative='two-sided', statistic=0.7101694915254237, pvalue=6.067677558281811e-72)",1257
36,openai-community/gpt2,1,"BinomTestResult(k=1442, n=1770, alternative='two-sided', statistic=0.8146892655367232, pvalue=2.853031004318189e-166)",1442
37,openai-community/gpt2,2,"BinomTestResult(k=1503, n=1770, alternative='two-sided', statistic=0.8491525423728814, pvalue=1.123507885561644e-208)",1503
38,openai-community/gpt2,3,"BinomTestResult(k=1418, n=1770, alternative='two-sided', statistic=0.8011299435028248, pvalue=2.691762517253943e-151)",1418
39,openai-community/gpt2,4,"BinomTestResult(k=1461, n=1770, alternative='two-sided', statistic=0.8254237288135593, pvalue=8.708646571093195e-179)",1461
40,openai-community/gpt2,5,"BinomTestResult(k=1548, n=1770, alternative='two-sided', statistic=0.8745762711864407, pvalue=1.813866148684321e-244)",1548
41,openai-community/gpt2,6,"BinomTestResult(k=1590, n=1770, alternative='two-sided', statistic=0.8983050847457628, pvalue=5.869466429841464e-282)",1590
42,openai-community/gpt2,7,"BinomTestResult(k=1601, n=1770, alternative='two-sided', statistic=0.9045197740112995, pvalue=1.600154549580322e-292)",1601
43,openai-community/gpt2,8,"BinomTestResult(k=1557, n=1770, alternative='two-sided', statistic=0.8796610169491526, pvalue=3.8068951978852935e-252)",1557
44,openai-community/gpt2,9,"BinomTestResult(k=1541, n=1770, alternative='two-sided', statistic=0.8706214689265537, pvalue=1.2737891921792935e-238)",1541
45,openai-community/gpt2,10,"BinomTestResult(k=1504, n=1770, alternative='two-sided', statistic=0.8497175141242937, pvalue=1.992632840587082e-209)",1504
46,openai-community/gpt2,11,"BinomTestResult(k=1494, n=1770, alternative='two-sided', statistic=0.8440677966101695, pvalue=5.31611124202206e-202)",1494
47,openai-community/gpt2,12,"BinomTestResult(k=1356, n=1770, alternative='two-sided', statistic=0.7661016949152543, pvalue=1.3071267022610755e-116)",1356
48,microsoft/phi-1,1,"BinomTestResult(k=1319, n=1770, alternative='two-sided', statistic=0.7451977401129943, pvalue=1.874651999389387e-98)",1319
49,microsoft/phi-1,2,"BinomTestResult(k=1291, n=1770, alternative='two-sided', statistic=0.7293785310734463, pvalue=6.824265018348148e-86)",1291
50,microsoft/phi-1,3,"BinomTestResult(k=1272, n=1770, alternative='two-sided', statistic=0.7186440677966102, pvalue=6.335610498538002e-78)",1272
51,microsoft/phi-1,4,"BinomTestResult(k=1265, n=1770, alternative='two-sided', statistic=0.7146892655367232, pvalue=4.232608240247545e-75)",1265
52,microsoft/phi-1,5,"BinomTestResult(k=1272, n=1770, alternative='two-sided', statistic=0.7186440677966102, pvalue=6.335610498538002e-78)",1272
53,microsoft/phi-1,6,"BinomTestResult(k=1277, n=1770, alternative='two-sided', statistic=0.7214689265536723, pvalue=5.5948977739554284e-80)",1277
54,microsoft/phi-1,7,"BinomTestResult(k=1292, n=1770, alternative='two-sided', statistic=0.7299435028248588, pvalue=2.5258126537945906e-86)",1292
55,microsoft/phi-1,8,"BinomTestResult(k=1304, n=1770, alternative='two-sided', statistic=0.7367231638418079, pvalue=1.3342704402952457e-91)",1304
56,microsoft/phi-1,9,"BinomTestResult(k=1291, n=1770, alternative='two-sided', statistic=0.7293785310734463, pvalue=6.824265018348148e-86)",1291
57,microsoft/phi-1,10,"BinomTestResult(k=1278, n=1770, alternative='two-sided', statistic=0.7220338983050848, pvalue=2.154500391664617e-80)",1278
58,microsoft/phi-1,11,"BinomTestResult(k=1300, n=1770, alternative='two-sided', statistic=0.7344632768361582, pvalue=8.022992420248041e-90)",1300
59,microsoft/phi-1,12,"BinomTestResult(k=1298, n=1770, alternative='two-sided', statistic=0.7333333333333333, pvalue=6.114305877017061e-89)",1298
60,microsoft/phi-1,13,"BinomTestResult(k=1299, n=1770, alternative='two-sided', statistic=0.7338983050847457, pvalue=2.218034494264698e-89)",1299
61,microsoft/phi-1,14,"BinomTestResult(k=1308, n=1770, alternative='two-sided', statistic=0.7389830508474576, pvalue=2.1181856549813315e-93)",1308
62,microsoft/phi-1,15,"BinomTestResult(k=1315, n=1770, alternative='two-sided', statistic=0.7429378531073446, pvalue=1.3437132835583146e-96)",1315
63,microsoft/phi-1,16,"BinomTestResult(k=1326, n=1770, alternative='two-sided', statistic=0.7491525423728813, pvalue=9.468797705716721e-102)",1326
64,microsoft/phi-1,17,"BinomTestResult(k=1337, n=1770, alternative='two-sided', statistic=0.7553672316384181, pvalue=4.641633211680162e-107)",1337
65,microsoft/phi-1,18,"BinomTestResult(k=1345, n=1770, alternative='two-sided', statistic=0.7598870056497176, pvalue=5.065259587155659e-111)",1345
66,microsoft/phi-1,19,"BinomTestResult(k=1343, n=1770, alternative='two-sided', statistic=0.7587570621468926, pvalue=5.0480777452827103e-110)",1343
67,microsoft/phi-1,20,"BinomTestResult(k=1356, n=1770, alternative='two-sided', statistic=0.7661016949152543, pvalue=1.3071267022610755e-116)",1356
68,microsoft/phi-1,21,"BinomTestResult(k=1350, n=1770, alternative='two-sided', statistic=0.7627118644067796, pvalue=1.53028994495952e-113)",1350
69,microsoft/phi-1,22,"BinomTestResult(k=1347, n=1770, alternative='two-sided', statistic=0.7610169491525424, pvalue=5.020081353520168e-112)",1347
70,microsoft/phi-1,23,"BinomTestResult(k=1333, n=1770, alternative='two-sided', statistic=0.7531073446327684, pvalue=4.129006521490829e-105)",1333
71,microsoft/phi-1,24,"BinomTestResult(k=1302, n=1770, alternative='two-sided', statistic=0.735593220338983, pvalue=1.0406544610533245e-90)",1302
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1470, n=1770, alternative='two-sided', statistic=0.8305084745762712, pvalue=6.298759696345656e-185)",1470
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1630, n=1770, alternative='two-sided', statistic=0.9209039548022598, pvalue=4.45e-322)",1630
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1550, n=1770, alternative='two-sided', statistic=0.8757062146892656, pvalue=3.700169570324352e-246)",1550
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1598, n=1770, alternative='two-sided', statistic=0.9028248587570622, pvalue=1.3138787446151508e-289)",1598
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1594, n=1770, alternative='two-sided', statistic=0.9005649717514125, pvalue=9.23499724950436e-286)",1594
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1553, n=1770, alternative='two-sided', statistic=0.8774011299435028, pvalue=1.0369487800163192e-248)",1553
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1547, n=1770, alternative='two-sided', statistic=0.8740112994350282, pvalue=1.2602171968427396e-243)",1547
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1556, n=1770, alternative='two-sided', statistic=0.8790960451977401, pvalue=2.772124355098463e-251)",1556
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1550, n=1770, alternative='two-sided', statistic=0.8757062146892656, pvalue=3.700169570324352e-246)",1550
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1565, n=1770, alternative='two-sided', statistic=0.884180790960452, pvalue=3.9682166350482785e-259)",1565
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1563, n=1770, alternative='two-sided', statistic=0.8830508474576271, pvalue=2.2815565902012887e-257)",1563
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1540, n=1770, alternative='two-sided', statistic=0.8700564971751412, pvalue=8.541853686639107e-238)",1540
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1545, n=1770, alternative='two-sided', statistic=0.8728813559322034, pvalue=5.99052977953962e-242)",1545
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1545, n=1770, alternative='two-sided', statistic=0.8728813559322034, pvalue=5.99052977953962e-242)",1545
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1421, n=1770, alternative='two-sided', statistic=0.8028248587570621, pvalue=4.0511213293056413e-153)",1421
