,model,Word representations processed . . .,layer,relation_vector_corr,num_top_relations_considered
86,roberta-base,As a compound,10,0.12167556121911259,18
87,roberta-base,In separate sentences,10,-0.003414102895759678,18
88,roberta-base,As a compound,11,0.17551972217026782,1
89,roberta-base,In separate sentences,11,0.09484784937036449,1
90,roberta-base,As a compound,11,0.13398421656079434,18
91,roberta-base,In separate sentences,11,0.0036236119228521334,18
92,roberta-base,As a compound,12,0.1491669103889661,1
93,roberta-base,In separate sentences,12,0.0849390617618107,1
94,roberta-base,As a compound,12,0.08566683593463063,18
95,roberta-base,In separate sentences,12,-0.012309294088715577,18
96,bert-base-japanese,As a compound,1,0.04395938011426383,1
97,bert-base-japanese,In separate sentences,1,0.043997407259691396,1
98,bert-base-japanese,As a compound,1,0.03163139186172404,18
99,bert-base-japanese,In separate sentences,1,0.02851430633668995,18
100,bert-base-japanese,As a compound,2,0.03827975432218983,1
101,bert-base-japanese,In separate sentences,2,0.0379918345068097,1
102,bert-base-japanese,As a compound,2,0.04356829642972346,18
103,bert-base-japanese,In separate sentences,2,0.045777083672667696,18
104,bert-base-japanese,As a compound,3,0.040775964797042055,1
105,bert-base-japanese,In separate sentences,3,0.04510562692643754,1
106,bert-base-japanese,As a compound,3,0.04805868807746724,18
107,bert-base-japanese,In separate sentences,3,0.0446631088456883,18
108,bert-base-japanese,As a compound,4,0.034789405616874144,1
109,bert-base-japanese,In separate sentences,4,0.04173750833142474,1
110,bert-base-japanese,As a compound,4,0.047101845020807186,18
111,bert-base-japanese,In separate sentences,4,0.03928485882093685,18
112,bert-base-japanese,As a compound,5,0.028376399162982836,1
113,bert-base-japanese,In separate sentences,5,0.0340994845498312,1
114,bert-base-japanese,As a compound,5,0.04811106533424035,18
115,bert-base-japanese,In separate sentences,5,0.02913261346542622,18
116,bert-base-japanese,As a compound,6,0.026388122702055927,1
117,bert-base-japanese,In separate sentences,6,0.0325186417899139,1
118,bert-base-japanese,As a compound,6,0.026149664817494006,18
119,bert-base-japanese,In separate sentences,6,0.02324975328395819,18
120,bert-base-japanese,As a compound,7,0.026996557028896948,1
121,bert-base-japanese,In separate sentences,7,0.027667464523226114,1
122,bert-base-japanese,As a compound,7,0.0335501879513147,18
123,bert-base-japanese,In separate sentences,7,0.033032802853921746,18
124,bert-base-japanese,As a compound,8,0.02058626679967904,1
125,bert-base-japanese,In separate sentences,8,0.03268161527031775,1
126,bert-base-japanese,As a compound,8,0.04041033109452498,18
127,bert-base-japanese,In separate sentences,8,0.03864355679898312,18
128,bert-base-japanese,As a compound,9,0.02916138809359469,1
129,bert-base-japanese,In separate sentences,9,0.017473473323965597,1
130,bert-base-japanese,As a compound,9,0.03156112968800401,18
131,bert-base-japanese,In separate sentences,9,0.030917272677915,18
132,bert-base-japanese,As a compound,10,0.01973337225223225,1
133,bert-base-japanese,In separate sentences,10,0.010775263279367562,1
134,bert-base-japanese,As a compound,10,0.031249421135500603,18
135,bert-base-japanese,In separate sentences,10,0.015485144340860969,18
136,bert-base-japanese,As a compound,11,0.02326989677699569,1
137,bert-base-japanese,In separate sentences,11,0.007412577133701557,1
138,bert-base-japanese,As a compound,11,0.03055190937457084,18
139,bert-base-japanese,In separate sentences,11,0.02111506069693689,18
140,bert-base-japanese,As a compound,12,0.02682271864979951,1
141,bert-base-japanese,In separate sentences,12,0.006154965109918552,1
142,bert-base-japanese,As a compound,12,0.01633851037804243,18
143,bert-base-japanese,In separate sentences,12,0.002364002772162127,18
144,openai-community/gpt2,As a compound,1,0.08031061491834149,1
145,openai-community/gpt2,In separate sentences,1,0.014466612610514655,1
146,openai-community/gpt2,As a compound,1,0.0728714553531792,18
147,openai-community/gpt2,In separate sentences,1,-0.03593015939932229,18
148,openai-community/gpt2,As a compound,2,0.10712518489412082,1
149,openai-community/gpt2,In separate sentences,2,0.012467471250894155,1
150,openai-community/gpt2,As a compound,2,0.07961917901843744,18
151,openai-community/gpt2,In separate sentences,2,-0.041423383890161064,18
152,openai-community/gpt2,As a compound,3,0.1205053076352765,1
153,openai-community/gpt2,In separate sentences,3,0.015180979699618177,1
154,openai-community/gpt2,As a compound,3,0.09212073596433236,18
155,openai-community/gpt2,In separate sentences,3,-0.02818599036130726,18
156,openai-community/gpt2,As a compound,4,0.14171902233451034,1
157,openai-community/gpt2,In separate sentences,4,0.02690148916532804,1
158,openai-community/gpt2,As a compound,4,0.1356194089673696,18
159,openai-community/gpt2,In separate sentences,4,-0.023325125433948764,18
160,openai-community/gpt2,As a compound,5,0.12558193154985628,1
161,openai-community/gpt2,In separate sentences,5,0.03555266475009882,1
162,openai-community/gpt2,As a compound,5,0.10631369505577859,18
163,openai-community/gpt2,In separate sentences,5,-0.0012346980163710866,18
164,openai-community/gpt2,As a compound,6,0.13167985594163348,1
165,openai-community/gpt2,In separate sentences,6,0.043432432527624736,1
166,openai-community/gpt2,As a compound,6,0.08808257721653205,18
167,openai-community/gpt2,In separate sentences,6,0.009962537486466546,18
168,openai-community/gpt2,As a compound,7,0.14013274712524626,1
169,openai-community/gpt2,In separate sentences,7,0.04438582738798723,1
170,openai-community/gpt2,As a compound,7,0.07702075608486393,18
171,openai-community/gpt2,In separate sentences,7,0.01173825424048187,18
172,openai-community/gpt2,As a compound,8,0.139358623093328,1
173,openai-community/gpt2,In separate sentences,8,0.04197110365333692,1
174,openai-community/gpt2,As a compound,8,0.07603453066464823,18
175,openai-community/gpt2,In separate sentences,8,0.007847007310459802,18
176,openai-community/gpt2,As a compound,9,0.15887198114701503,1
177,openai-community/gpt2,In separate sentences,9,0.035468461785223504,1
178,openai-community/gpt2,As a compound,9,0.10401037325182921,18
179,openai-community/gpt2,In separate sentences,9,0.009240753338251686,18
180,openai-community/gpt2,As a compound,10,0.15870900766661122,1
181,openai-community/gpt2,In separate sentences,10,0.03194551838382705,1
182,openai-community/gpt2,As a compound,10,0.11132274929498297,18
183,openai-community/gpt2,In separate sentences,10,0.0019424297298419422,18
184,openai-community/gpt2,As a compound,11,0.13374147046874213,1
185,openai-community/gpt2,In separate sentences,11,0.02639898760074952,1
186,openai-community/gpt2,As a compound,11,0.11477964824200847,18
187,openai-community/gpt2,In separate sentences,11,0.0010469063884284587,18
188,openai-community/gpt2,As a compound,12,0.08202183646258188,1
189,openai-community/gpt2,In separate sentences,12,0.03615838285226645,1
190,openai-community/gpt2,As a compound,12,0.06195271355708642,18
191,openai-community/gpt2,In separate sentences,12,-0.039370450923468525,18
192,microsoft/phi-1,As a compound,1,0.03590034150829369,1
193,microsoft/phi-1,In separate sentences,1,0.007961254517727836,1
194,microsoft/phi-1,As a compound,1,0.06504808168297069,18
195,microsoft/phi-1,In separate sentences,1,-0.026917438752143794,18
196,microsoft/phi-1,As a compound,2,0.041297479934334365,1
197,microsoft/phi-1,In separate sentences,2,0.01508047938670247,1
198,microsoft/phi-1,As a compound,2,0.07257124424728453,18
199,microsoft/phi-1,In separate sentences,2,-0.03314011235560325,18
200,microsoft/phi-1,As a compound,3,0.046129643628308376,1
201,microsoft/phi-1,In separate sentences,3,0.011136521160929419,1
202,microsoft/phi-1,As a compound,3,0.07719705026619783,18
203,microsoft/phi-1,In separate sentences,3,-0.0176556067617761,18
204,microsoft/phi-1,As a compound,4,0.057247151216524,1
205,microsoft/phi-1,In separate sentences,4,0.010240167018708269,1
206,microsoft/phi-1,As a compound,4,0.07447471040806354,18
207,microsoft/phi-1,In separate sentences,4,-0.01640110758735664,18
208,microsoft/phi-1,As a compound,5,0.06219068012210731,1
209,microsoft/phi-1,In separate sentences,5,0.008795135492460844,1
210,microsoft/phi-1,As a compound,5,0.06830696904951249,18
211,microsoft/phi-1,In separate sentences,5,-0.02287161503993766,18
212,microsoft/phi-1,As a compound,6,0.0653632305406355,1
213,microsoft/phi-1,In separate sentences,6,0.00900971724165924,1
214,microsoft/phi-1,As a compound,6,0.07239111758374772,18
215,microsoft/phi-1,In separate sentences,6,-0.028332902179085507,18
216,microsoft/phi-1,As a compound,7,0.06564028545732203,1
217,microsoft/phi-1,In separate sentences,7,0.008863041109295778,1
218,microsoft/phi-1,As a compound,7,0.0739164455005062,18
219,microsoft/phi-1,In separate sentences,7,-0.030338567865275477,18
220,microsoft/phi-1,As a compound,8,0.07005958300093963,1
221,microsoft/phi-1,In separate sentences,8,0.005291205663778173,1
222,microsoft/phi-1,As a compound,8,0.07802103393982364,18
223,microsoft/phi-1,In separate sentences,8,-0.03020698597630887,18
224,microsoft/phi-1,As a compound,9,0.06920125600414605,1
225,microsoft/phi-1,In separate sentences,9,0.007200711609176558,1
226,microsoft/phi-1,As a compound,9,0.08076253620897249,18
227,microsoft/phi-1,In separate sentences,9,-0.026759029487756814,18
228,microsoft/phi-1,As a compound,10,0.07849346061183862,1
229,microsoft/phi-1,In separate sentences,10,0.007466901627169505,1
230,microsoft/phi-1,As a compound,10,0.07467144449447963,18
231,microsoft/phi-1,In separate sentences,10,-0.023380057678857154,18
232,microsoft/phi-1,As a compound,11,0.08064742677784277,1
233,microsoft/phi-1,In separate sentences,11,0.006130519087857975,1
234,microsoft/phi-1,As a compound,11,0.07278203076844462,18
235,microsoft/phi-1,In separate sentences,11,-0.02176658267143172,18
236,microsoft/phi-1,As a compound,12,0.0860934572480046,1
237,microsoft/phi-1,In separate sentences,12,0.00916725827271629,1
238,microsoft/phi-1,As a compound,12,0.07386023576153018,18
239,microsoft/phi-1,In separate sentences,12,-0.016141776291626348,18
240,microsoft/phi-1,As a compound,13,0.08830989658149689,1
241,microsoft/phi-1,In separate sentences,13,0.011807428655258582,1
242,microsoft/phi-1,As a compound,13,0.06992938651541138,18
243,microsoft/phi-1,In separate sentences,13,-0.015747030624726537,18
244,microsoft/phi-1,As a compound,14,0.09656721958862505,1
245,microsoft/phi-1,In separate sentences,14,0.014784410897302152,1
246,microsoft/phi-1,As a compound,14,0.07115450332627518,18
247,microsoft/phi-1,In separate sentences,14,-0.010763526266874898,18
248,microsoft/phi-1,As a compound,15,0.09875921290005676,1
249,microsoft/phi-1,In separate sentences,15,0.01642772682470759,1
250,microsoft/phi-1,As a compound,15,0.07267727625489839,18
251,microsoft/phi-1,In separate sentences,15,-0.010046852094930584,18
252,microsoft/phi-1,As a compound,16,0.1116802936714083,1
253,microsoft/phi-1,In separate sentences,16,0.01952422295238065,1
254,microsoft/phi-1,As a compound,16,0.06400820151191422,18
255,microsoft/phi-1,In separate sentences,16,-0.006296129512348577,18
256,microsoft/phi-1,As a compound,17,0.12170859516559156,1
257,microsoft/phi-1,In separate sentences,17,0.022582691934626142,1
258,microsoft/phi-1,As a compound,17,0.06165633493339465,18
259,microsoft/phi-1,In separate sentences,17,-0.0019194348366244774,18
260,microsoft/phi-1,As a compound,18,0.1253564849019643,1
261,microsoft/phi-1,In separate sentences,18,0.025891053586824198,1
262,microsoft/phi-1,As a compound,18,0.05805507915672617,18
263,microsoft/phi-1,In separate sentences,18,0.0003774994969867109,18
264,microsoft/phi-1,As a compound,19,0.1248186724166316,1
265,microsoft/phi-1,In separate sentences,19,0.031345232731006215,1
266,microsoft/phi-1,As a compound,19,0.05133418286688831,18
267,microsoft/phi-1,In separate sentences,19,0.003563569701673198,18
268,microsoft/phi-1,As a compound,20,0.12962367386387164,1
269,microsoft/phi-1,In separate sentences,20,0.033553523390478325,1
270,microsoft/phi-1,As a compound,20,0.054038637808075676,18
271,microsoft/phi-1,In separate sentences,20,0.007843174828256892,18
272,microsoft/phi-1,As a compound,21,0.12921080771351523,1
273,microsoft/phi-1,In separate sentences,21,0.03421899843546069,1
274,microsoft/phi-1,As a compound,21,0.05945265766672096,18
275,microsoft/phi-1,In separate sentences,21,0.01021420381779102,18
276,microsoft/phi-1,As a compound,22,0.13170430196369406,1
277,microsoft/phi-1,In separate sentences,22,0.03867903934917925,1
278,microsoft/phi-1,As a compound,22,0.06251992092311721,18
279,microsoft/phi-1,In separate sentences,22,0.01213299990738168,18
280,microsoft/phi-1,As a compound,23,0.0895729410546267,1
281,microsoft/phi-1,In separate sentences,23,0.03845902515063406,1
282,microsoft/phi-1,As a compound,23,0.062137950196893776,18
283,microsoft/phi-1,In separate sentences,23,0.014687988042655527,18
284,microsoft/phi-1,As a compound,24,0.02884902225615399,1
285,microsoft/phi-1,In separate sentences,24,0.0030367391848583145,1
286,microsoft/phi-1,As a compound,24,0.04514216912105214,18
287,microsoft/phi-1,In separate sentences,24,0.002132776345919844,18
288,meta-llama/Llama-3.2-1B,As a compound,1,0.10635920953622274,1
289,meta-llama/Llama-3.2-1B,In separate sentences,1,0.08119067171252226,1
290,meta-llama/Llama-3.2-1B,As a compound,1,0.14449032777304038,18
291,meta-llama/Llama-3.2-1B,In separate sentences,1,-0.0029222676797194622,18
292,meta-llama/Llama-3.2-1B,As a compound,2,0.10557422060561088,1
293,meta-llama/Llama-3.2-1B,In separate sentences,2,0.0790448542205383,1
294,meta-llama/Llama-3.2-1B,As a compound,2,0.10291428334179674,18
295,meta-llama/Llama-3.2-1B,In separate sentences,2,0.020188877497900118,18
296,meta-llama/Llama-3.2-1B,As a compound,3,0.13897563541437893,1
297,meta-llama/Llama-3.2-1B,In separate sentences,3,0.08283398763992769,1
298,meta-llama/Llama-3.2-1B,As a compound,3,0.09964006604644329,18
299,meta-llama/Llama-3.2-1B,In separate sentences,3,0.024699709050726097,18
300,meta-llama/Llama-3.2-1B,As a compound,4,0.14328085152171388,1
301,meta-llama/Llama-3.2-1B,In separate sentences,4,0.08015850633663124,1
302,meta-llama/Llama-3.2-1B,As a compound,4,0.06120410203345118,18
303,meta-llama/Llama-3.2-1B,In separate sentences,4,0.04498759233886808,18
304,meta-llama/Llama-3.2-1B,As a compound,5,0.17330871528612232,1
305,meta-llama/Llama-3.2-1B,In separate sentences,5,0.10422697316760578,1
306,meta-llama/Llama-3.2-1B,As a compound,5,0.08550331669397311,18
307,meta-llama/Llama-3.2-1B,In separate sentences,5,0.0679198883470185,18
308,meta-llama/Llama-3.2-1B,As a compound,6,0.14884639587750517,1
309,meta-llama/Llama-3.2-1B,In separate sentences,6,0.09560024360489557,1
310,meta-llama/Llama-3.2-1B,As a compound,6,0.05820199097450441,18
311,meta-llama/Llama-3.2-1B,In separate sentences,6,0.05805252416859089,18
312,meta-llama/Llama-3.2-1B,As a compound,7,0.1455570477980209,1
313,meta-llama/Llama-3.2-1B,In separate sentences,7,0.08909216928743535,1
314,meta-llama/Llama-3.2-1B,As a compound,7,0.0407258721292313,18
315,meta-llama/Llama-3.2-1B,In separate sentences,7,0.07132441003727089,18
316,meta-llama/Llama-3.2-1B,As a compound,8,0.13378493006351647,1
317,meta-llama/Llama-3.2-1B,In separate sentences,8,0.09739295188933786,1
318,meta-llama/Llama-3.2-1B,As a compound,8,0.030192933541564868,18
319,meta-llama/Llama-3.2-1B,In separate sentences,8,0.04833718178421209,18
320,meta-llama/Llama-3.2-1B,As a compound,9,0.11705841852473517,1
321,meta-llama/Llama-3.2-1B,In separate sentences,9,0.08054964268960046,1
322,meta-llama/Llama-3.2-1B,As a compound,9,0.03936917342940089,18
323,meta-llama/Llama-3.2-1B,In separate sentences,9,0.02952608163825839,18
324,meta-llama/Llama-3.2-1B,As a compound,10,0.13205469494656233,1
325,meta-llama/Llama-3.2-1B,In separate sentences,10,0.10086971947128656,1
326,meta-llama/Llama-3.2-1B,As a compound,10,0.03886073079048139,18
327,meta-llama/Llama-3.2-1B,In separate sentences,10,-0.015374002356976554,18
328,meta-llama/Llama-3.2-1B,As a compound,11,0.1050364081202782,1
329,meta-llama/Llama-3.2-1B,In separate sentences,11,0.09087672889785745,1
330,meta-llama/Llama-3.2-1B,As a compound,11,0.09198021161689231,18
331,meta-llama/Llama-3.2-1B,In separate sentences,11,0.026497143203891252,18
332,meta-llama/Llama-3.2-1B,As a compound,12,0.11712904036624351,1
333,meta-llama/Llama-3.2-1B,In separate sentences,12,0.11107729179391405,1
334,meta-llama/Llama-3.2-1B,As a compound,12,0.08670288362348418,18
335,meta-llama/Llama-3.2-1B,In separate sentences,12,0.02543810062182024,18
336,meta-llama/Llama-3.2-1B,As a compound,13,0.10697307631241056,1
337,meta-llama/Llama-3.2-1B,In separate sentences,13,0.08390961261059307,1
338,meta-llama/Llama-3.2-1B,As a compound,13,0.0816350646571685,18
339,meta-llama/Llama-3.2-1B,In separate sentences,13,0.0505344715805476,18
340,meta-llama/Llama-3.2-1B,As a compound,14,0.11520866952215153,1
341,meta-llama/Llama-3.2-1B,In separate sentences,14,0.08140253723704725,1
342,meta-llama/Llama-3.2-1B,As a compound,14,0.07620826985784684,18
343,meta-llama/Llama-3.2-1B,In separate sentences,14,0.0565131438170884,18
344,meta-llama/Llama-3.2-1B,As a compound,15,0.12602467617162008,1
345,meta-llama/Llama-3.2-1B,In separate sentences,15,0.08280682539319371,1
346,meta-llama/Llama-3.2-1B,As a compound,15,0.08295088354683453,18
347,meta-llama/Llama-3.2-1B,In separate sentences,15,0.04106440805715508,18
348,meta-llama/Llama-3.2-1B,As a compound,16,0.06942398642736464,1
349,meta-llama/Llama-3.2-1B,In separate sentences,16,0.03701942607373343,1
350,meta-llama/Llama-3.2-1B,As a compound,16,0.1533957389185374,18
351,meta-llama/Llama-3.2-1B,In separate sentences,16,-0.01660550663817855,18
