,model,layer,binom_p_val,num_success
42,openai-community/gpt2,7,"BinomTestResult(k=666, n=820, alternative='two-sided', statistic=0.8121951219512196, pvalue=1.3725797960408432e-76)",666
43,openai-community/gpt2,8,"BinomTestResult(k=663, n=820, alternative='two-sided', statistic=0.8085365853658537, pvalue=1.07098230678116e-74)",663
44,openai-community/gpt2,9,"BinomTestResult(k=682, n=820, alternative='two-sided', statistic=0.8317073170731707, pvalue=3.221311462177419e-87)",682
45,openai-community/gpt2,10,"BinomTestResult(k=708, n=820, alternative='two-sided', statistic=0.8634146341463415, pvalue=1.3495956808326768e-106)",708
46,openai-community/gpt2,11,"BinomTestResult(k=671, n=820, alternative='two-sided', statistic=0.8182926829268292, pvalue=8.211422715314969e-80)",671
47,openai-community/gpt2,12,"BinomTestResult(k=614, n=820, alternative='two-sided', statistic=0.748780487804878, pvalue=7.495860256710018e-48)",614
48,microsoft/phi-1,1,"BinomTestResult(k=595, n=820, alternative='two-sided', statistic=0.725609756097561, pvalue=2.5370637581475492e-39)",595
49,microsoft/phi-1,2,"BinomTestResult(k=593, n=820, alternative='two-sided', statistic=0.723170731707317, pvalue=1.760822996303339e-38)",593
50,microsoft/phi-1,3,"BinomTestResult(k=583, n=820, alternative='two-sided', statistic=0.7109756097560975, pvalue=1.9770097929310152e-34)",583
51,microsoft/phi-1,4,"BinomTestResult(k=573, n=820, alternative='two-sided', statistic=0.698780487804878, pvalue=1.2309238129492522e-30)",573
52,microsoft/phi-1,5,"BinomTestResult(k=553, n=820, alternative='two-sided', statistic=0.6743902439024391, pvalue=8.60847942291016e-24)",553
53,microsoft/phi-1,6,"BinomTestResult(k=550, n=820, alternative='two-sided', statistic=0.6707317073170732, pvalue=7.554191148988951e-23)",550
54,microsoft/phi-1,7,"BinomTestResult(k=571, n=820, alternative='two-sided', statistic=0.6963414634146341, pvalue=6.590359584650371e-30)",571
55,microsoft/phi-1,8,"BinomTestResult(k=590, n=820, alternative='two-sided', statistic=0.7195121951219512, pvalue=3.0767318601402666e-37)",590
56,microsoft/phi-1,9,"BinomTestResult(k=572, n=820, alternative='two-sided', statistic=0.697560975609756, pvalue=2.8563799726977995e-30)",572
57,microsoft/phi-1,10,"BinomTestResult(k=578, n=820, alternative='two-sided', statistic=0.7048780487804878, pvalue=1.6777325752107233e-32)",578
58,microsoft/phi-1,11,"BinomTestResult(k=586, n=820, alternative='two-sided', statistic=0.7146341463414634, pvalue=1.282655414924636e-35)",586
59,microsoft/phi-1,12,"BinomTestResult(k=580, n=820, alternative='two-sided', statistic=0.7073170731707317, pvalue=2.8897869479896707e-33)",580
60,microsoft/phi-1,13,"BinomTestResult(k=579, n=820, alternative='two-sided', statistic=0.7060975609756097, pvalue=6.98331239329571e-33)",579
61,microsoft/phi-1,14,"BinomTestResult(k=585, n=820, alternative='two-sided', statistic=0.7134146341463414, pvalue=3.2110531246475244e-35)",585
62,microsoft/phi-1,15,"BinomTestResult(k=587, n=820, alternative='two-sided', statistic=0.7158536585365853, pvalue=5.0932186239055296e-36)",587
63,microsoft/phi-1,16,"BinomTestResult(k=596, n=820, alternative='two-sided', statistic=0.7268292682926829, pvalue=9.542820129034213e-40)",596
64,microsoft/phi-1,17,"BinomTestResult(k=596, n=820, alternative='two-sided', statistic=0.7268292682926829, pvalue=9.542820129034213e-40)",596
65,microsoft/phi-1,18,"BinomTestResult(k=577, n=820, alternative='two-sided', statistic=0.7036585365853658, pvalue=4.007337398829065e-32)",577
66,microsoft/phi-1,19,"BinomTestResult(k=591, n=820, alternative='two-sided', statistic=0.7207317073170731, pvalue=1.1928404637192912e-37)",591
67,microsoft/phi-1,20,"BinomTestResult(k=606, n=820, alternative='two-sided', statistic=0.7390243902439024, pvalue=3.8549435048097334e-44)",606
68,microsoft/phi-1,21,"BinomTestResult(k=610, n=820, alternative='two-sided', statistic=0.7439024390243902, pvalue=5.656419657828085e-46)",610
69,microsoft/phi-1,22,"BinomTestResult(k=609, n=820, alternative='two-sided', statistic=0.7426829268292683, pvalue=1.6407287639097418e-45)",609
70,microsoft/phi-1,23,"BinomTestResult(k=607, n=820, alternative='two-sided', statistic=0.7402439024390244, pvalue=1.3544608051461687e-44)",607
71,microsoft/phi-1,24,"BinomTestResult(k=594, n=820, alternative='two-sided', statistic=0.724390243902439, pvalue=6.704121892750645e-39)",594
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=637, n=820, alternative='two-sided', statistic=0.776829268292683, pvalue=1.5454563369350332e-59)",637
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=665, n=820, alternative='two-sided', statistic=0.8109756097560976, pvalue=5.911804735701377e-76)",665
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=748, n=820, alternative='two-sided', statistic=0.9121951219512195, pvalue=1.2970877653490996e-142)",748
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=716, n=820, alternative='two-sided', statistic=0.8731707317073171, pvalue=3.8371835663509146e-113)",716
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=740, n=820, alternative='two-sided', statistic=0.9024390243902439, pvalue=1.0613266096643701e-134)",740
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=735, n=820, alternative='two-sided', statistic=0.8963414634146342, pvalue=5.952820433677067e-130)",735
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=737, n=820, alternative='two-sided', statistic=0.8987804878048781, pvalue=7.809039083534016e-132)",737
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=737, n=820, alternative='two-sided', statistic=0.8987804878048781, pvalue=7.809039083534016e-132)",737
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=738, n=820, alternative='two-sided', statistic=0.9, pvalue=8.767688921552794e-133)",738
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=725, n=820, alternative='two-sided', statistic=0.8841463414634146, pvalue=7.1480151922559646e-121)",725
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=734, n=820, alternative='two-sided', statistic=0.8951219512195122, pvalue=5.096307400951289e-129)",734
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=736, n=820, alternative='two-sided', statistic=0.8975609756097561, pvalue=6.863145731027389e-131)",736
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=737, n=820, alternative='two-sided', statistic=0.8987804878048781, pvalue=7.809039083534016e-132)",737
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=738, n=820, alternative='two-sided', statistic=0.9, pvalue=8.767688921552794e-133)",738
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=740, n=820, alternative='two-sided', statistic=0.9024390243902439, pvalue=1.0613266096643701e-134)",740
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=647, n=820, alternative='two-sided', statistic=0.7890243902439025, pvalue=4.114638585724313e-65)",647
