,model,Word representations processed . . .,layer,relation_vector_corr,num_top_relations_considered
114,microsoft/phi-1,As a compound,17,0.06222226480535781,18
115,microsoft/phi-1,In separate sentences,17,-0.014085010842730901,18
116,microsoft/phi-1,As a compound,18,0.04823200152551797,1
117,microsoft/phi-1,In separate sentences,18,0.02242786712824249,1
118,microsoft/phi-1,As a compound,18,0.06067777447758477,18
119,microsoft/phi-1,In separate sentences,18,-0.016981089894063807,18
120,microsoft/phi-1,As a compound,19,0.06591462414933517,1
121,microsoft/phi-1,In separate sentences,19,0.021879189744216213,1
122,microsoft/phi-1,As a compound,19,0.07031263473570246,18
123,microsoft/phi-1,In separate sentences,19,-0.013844841958015157,18
124,microsoft/phi-1,As a compound,20,0.053235287373916015,1
125,microsoft/phi-1,In separate sentences,20,0.02012450860520148,1
126,microsoft/phi-1,As a compound,20,0.07862912111601883,18
127,microsoft/phi-1,In separate sentences,20,-0.01370687259871037,18
128,microsoft/phi-1,As a compound,21,0.04096338429950648,1
129,microsoft/phi-1,In separate sentences,21,0.02397611519207902,1
130,microsoft/phi-1,As a compound,21,0.07410934710471939,18
131,microsoft/phi-1,In separate sentences,21,-0.015506861740010794,18
132,microsoft/phi-1,As a compound,22,0.030380972971950134,1
133,microsoft/phi-1,In separate sentences,22,0.022110068841454993,1
134,microsoft/phi-1,As a compound,22,0.06055385755302399,18
135,microsoft/phi-1,In separate sentences,22,-0.01663872148393711,18
136,microsoft/phi-1,As a compound,23,0.030924217906629616,1
137,microsoft/phi-1,In separate sentences,23,0.01912765415006463,1
138,microsoft/phi-1,As a compound,23,0.07126309032202433,18
139,microsoft/phi-1,In separate sentences,23,-0.015044408887526228,18
140,microsoft/phi-1,As a compound,24,0.009145528475329111,1
141,microsoft/phi-1,In separate sentences,24,0.028612710709568414,1
142,microsoft/phi-1,As a compound,24,0.0538457362038625,18
143,microsoft/phi-1,In separate sentences,24,-0.01968171235304826,18
144,meta-llama/Llama-3.2-1B,As a compound,1,0.05880354795438073,1
145,meta-llama/Llama-3.2-1B,In separate sentences,1,0.015148385003537407,1
146,meta-llama/Llama-3.2-1B,As a compound,1,0.041369729139320306,18
147,meta-llama/Llama-3.2-1B,In separate sentences,1,0.007034521083442718,18
148,meta-llama/Llama-3.2-1B,As a compound,2,0.02613551380742997,1
149,meta-llama/Llama-3.2-1B,In separate sentences,2,0.04401642083240517,1
150,meta-llama/Llama-3.2-1B,As a compound,2,0.048015253279167586,18
151,meta-llama/Llama-3.2-1B,In separate sentences,2,0.07622104479852321,18
152,meta-llama/Llama-3.2-1B,As a compound,3,0.007779267464610209,1
153,meta-llama/Llama-3.2-1B,In separate sentences,3,0.026051310842554645,1
154,meta-llama/Llama-3.2-1B,As a compound,3,0.007737142820643026,18
155,meta-llama/Llama-3.2-1B,In separate sentences,3,0.07513006486476129,18
156,meta-llama/Llama-3.2-1B,As a compound,4,0.02396253406871203,1
157,meta-llama/Llama-3.2-1B,In separate sentences,4,0.02679827262773894,1
158,meta-llama/Llama-3.2-1B,As a compound,4,0.011004972645658277,18
159,meta-llama/Llama-3.2-1B,In separate sentences,4,0.067411445708099,18
160,meta-llama/Llama-3.2-1B,As a compound,5,0.028656170304342775,1
161,meta-llama/Llama-3.2-1B,In separate sentences,5,0.03135609762969981,1
162,meta-llama/Llama-3.2-1B,As a compound,5,0.005087620124364048,18
163,meta-llama/Llama-3.2-1B,In separate sentences,5,0.066380507995516,18
164,meta-llama/Llama-3.2-1B,As a compound,6,0.023536086794988635,1
165,meta-llama/Llama-3.2-1B,In separate sentences,6,0.03154623335683763,1
166,meta-llama/Llama-3.2-1B,As a compound,6,-0.03520582026297216,18
167,meta-llama/Llama-3.2-1B,In separate sentences,6,0.07851031416772859,18
168,meta-llama/Llama-3.2-1B,As a compound,7,0.012997135062206651,1
169,meta-llama/Llama-3.2-1B,In separate sentences,7,0.03774194183685714,1
170,meta-llama/Llama-3.2-1B,As a compound,7,-0.018911383430263197,18
171,meta-llama/Llama-3.2-1B,In separate sentences,7,0.08595554959391657,18
172,meta-llama/Llama-3.2-1B,As a compound,8,0.01945903356021911,1
173,meta-llama/Llama-3.2-1B,In separate sentences,8,0.035536367402058434,1
174,meta-llama/Llama-3.2-1B,As a compound,8,-0.00312666673054137,18
175,meta-llama/Llama-3.2-1B,In separate sentences,8,0.08384896187638329,18
176,meta-llama/Llama-3.2-1B,As a compound,9,0.019687196432784493,1
177,meta-llama/Llama-3.2-1B,In separate sentences,9,0.04288647136827185,1
178,meta-llama/Llama-3.2-1B,As a compound,9,0.0023192904797948344,18
179,meta-llama/Llama-3.2-1B,In separate sentences,9,0.08054408472340656,18
180,meta-llama/Llama-3.2-1B,As a compound,10,0.05849389834161342,1
181,meta-llama/Llama-3.2-1B,In separate sentences,10,0.04269905186580743,1
182,meta-llama/Llama-3.2-1B,As a compound,10,0.02294443220179296,18
183,meta-llama/Llama-3.2-1B,In separate sentences,10,0.08190333841137225,18
184,meta-llama/Llama-3.2-1B,As a compound,11,0.05882527775176791,1
185,meta-llama/Llama-3.2-1B,In separate sentences,11,0.039912205350901675,1
186,meta-llama/Llama-3.2-1B,As a compound,11,0.03221776163876939,18
187,meta-llama/Llama-3.2-1B,In separate sentences,11,0.08142555563007604,18
188,meta-llama/Llama-3.2-1B,As a compound,12,0.03135609762969981,1
189,meta-llama/Llama-3.2-1B,In separate sentences,12,0.042965241883800374,1
190,meta-llama/Llama-3.2-1B,As a compound,12,0.029667883479766094,18
191,meta-llama/Llama-3.2-1B,In separate sentences,12,0.08941244854094209,18
192,meta-llama/Llama-3.2-1B,As a compound,13,0.0027053597747038294,1
193,meta-llama/Llama-3.2-1B,In separate sentences,13,0.042294334389471215,1
194,meta-llama/Llama-3.2-1B,As a compound,13,0.030315572972058013,18
195,meta-llama/Llama-3.2-1B,In separate sentences,13,0.08205536020542105,18
196,meta-llama/Llama-3.2-1B,As a compound,14,-0.0013228014159445433,1
197,meta-llama/Llama-3.2-1B,In separate sentences,14,0.039412420010996554,1
198,meta-llama/Llama-3.2-1B,As a compound,14,-0.002145551286596213,18
199,meta-llama/Llama-3.2-1B,In separate sentences,14,0.07943266488456244,18
200,meta-llama/Llama-3.2-1B,As a compound,15,0.018606139012772322,1
201,meta-llama/Llama-3.2-1B,In separate sentences,15,0.03377625381369691,1
202,meta-llama/Llama-3.2-1B,As a compound,15,0.003369390603392386,18
203,meta-llama/Llama-3.2-1B,In separate sentences,15,0.07483879621734006,18
204,meta-llama/Llama-3.2-1B,As a compound,16,0.02752350461553605,1
205,meta-llama/Llama-3.2-1B,In separate sentences,16,0.03939612266295617,1
206,meta-llama/Llama-3.2-1B,As a compound,16,0.047584737778373944,18
207,meta-llama/Llama-3.2-1B,In separate sentences,16,0.07863678608042464,18
208,bert-base-uncased,As a compound,1,0.12052703743266369,1
209,bert-base-uncased,In separate sentences,1,0.11941066909189735,1
210,bert-base-uncased,As a compound,1,0.05634962457643087,18
211,bert-base-uncased,In separate sentences,1,0.0481749400376222,18
212,bert-base-uncased,As a compound,2,0.12359093886425597,1
213,bert-base-uncased,In separate sentences,2,0.1106182498241099,1
214,bert-base-uncased,As a compound,2,0.05182218560072562,18
215,bert-base-uncased,In separate sentences,2,0.027829569516436562,18
216,bert-base-uncased,As a compound,3,0.14138492669968247,1
217,bert-base-uncased,In separate sentences,3,0.11955462899958741,1
218,bert-base-uncased,As a compound,3,0.07152369911182226,18
219,bert-base-uncased,In separate sentences,3,0.04310456608317125,18
220,bert-base-uncased,As a compound,4,0.15278492165393143,1
221,bert-base-uncased,In separate sentences,4,0.12951230865226235,1
222,bert-base-uncased,As a compound,4,0.08385534934672147,18
223,bert-base-uncased,In separate sentences,4,0.05940794537435367,18
224,bert-base-uncased,As a compound,5,0.14982966920927504,1
225,bert-base-uncased,In separate sentences,5,0.11543139994537013,1
226,bert-base-uncased,As a compound,5,0.05109656897030784,18
227,bert-base-uncased,In separate sentences,5,0.03221137416843121,18
228,bert-base-uncased,As a compound,6,0.1409394658532453,1
229,bert-base-uncased,In separate sentences,6,0.12373218254727264,1
230,bert-base-uncased,As a compound,6,0.05674692523146596,18
231,bert-base-uncased,In separate sentences,6,0.051680383759217914,18
232,bert-base-uncased,As a compound,7,0.14955533051726191,1
233,bert-base-uncased,In separate sentences,7,0.13353232116889052,1
234,bert-base-uncased,As a compound,7,0.08761884686997984,18
235,bert-base-uncased,In separate sentences,7,0.07356385713783842,18
236,bert-base-uncased,As a compound,8,0.14644525326622188,1
237,bert-base-uncased,In separate sentences,8,0.12792331721832484,1
238,bert-base-uncased,As a compound,8,0.08670799359975473,18
239,bert-base-uncased,In separate sentences,8,0.08282952161040902,18
240,bert-base-uncased,As a compound,9,0.14557877759540808,1
241,bert-base-uncased,In separate sentences,9,0.11592032038658165,1
242,bert-base-uncased,As a compound,9,0.10372165959254326,18
243,bert-base-uncased,In separate sentences,9,0.08577925541258268,18
244,bert-base-uncased,As a compound,10,0.13878549968724113,1
245,bert-base-uncased,In separate sentences,10,0.10647872342185223,1
246,bert-base-uncased,As a compound,10,0.10015872863790388,18
247,bert-base-uncased,In separate sentences,10,0.06585162545151431,18
248,bert-base-uncased,As a compound,11,0.13330144207165173,1
249,bert-base-uncased,In separate sentences,11,0.11205241645166375,1
250,bert-base-uncased,As a compound,11,0.10323110187057068,18
251,bert-base-uncased,In separate sentences,11,0.045708098993015304,18
252,bert-base-uncased,As a compound,12,0.08245914863499884,1
253,bert-base-uncased,In separate sentences,12,0.08690832465002382,1
254,bert-base-uncased,As a compound,12,0.07197465451769808,18
255,bert-base-uncased,In separate sentences,12,0.038614174435427466,18
256,roberta-base,As a compound,1,0.11736263568815569,1
257,roberta-base,In separate sentences,1,0.02782500555428316,1
258,roberta-base,As a compound,1,0.06501997681348268,18
259,roberta-base,In separate sentences,1,-0.010354728165231083,18
260,roberta-base,As a compound,2,0.1393287446219206,1
261,roberta-base,In separate sentences,2,0.03886645885164367,1
262,roberta-base,As a compound,2,0.10098398980559734,18
263,roberta-base,In separate sentences,2,-0.004581732473579825,18
264,roberta-base,As a compound,3,0.15902408972872528,1
265,roberta-base,In separate sentences,3,0.07355264793092872,1
266,roberta-base,As a compound,3,0.10748260212766637,18
267,roberta-base,In separate sentences,3,0.011370335949002436,18
268,roberta-base,As a compound,4,0.15747040921554198,1
269,roberta-base,In separate sentences,4,0.10069044864284234,1
270,roberta-base,As a compound,4,0.0984290016703235,18
271,roberta-base,In separate sentences,4,0.01807590231002865,18
272,roberta-base,As a compound,5,0.16730585875791404,1
273,roberta-base,In separate sentences,5,0.09897922709860195,1
274,roberta-base,As a compound,5,0.1057362677372067,18
275,roberta-base,In separate sentences,5,0.025845621229396414,18
276,roberta-base,As a compound,6,0.18159591676465786,1
277,roberta-base,In separate sentences,6,0.10224141293135225,1
278,roberta-base,As a compound,6,0.1365251522613242,18
279,roberta-base,In separate sentences,6,0.01092449051939715,18
280,roberta-base,As a compound,7,0.1790019222015633,1
281,roberta-base,In separate sentences,7,0.12287928799982585,1
282,roberta-base,As a compound,7,0.09458374452673636,18
283,roberta-base,In separate sentences,7,-0.0005397412435766001,18
284,roberta-base,As a compound,8,0.1823809056952697,1
285,roberta-base,In separate sentences,8,0.10845885120875895,1
286,roberta-base,As a compound,8,0.08912756736385906,18
287,roberta-base,In separate sentences,8,0.000409436848677634,18
288,roberta-base,As a compound,9,0.16517905483864384,1
289,roberta-base,In separate sentences,9,0.1016682895252654,1
290,roberta-base,As a compound,9,0.0889040059020226,18
291,roberta-base,In separate sentences,9,0.006858226902108823,18
292,roberta-base,As a compound,10,0.17388998736622938,1
293,roberta-base,In separate sentences,10,0.09534491848559622,1
294,roberta-base,As a compound,10,0.12167556121911259,18
295,roberta-base,In separate sentences,10,-0.003414102895759678,18
296,roberta-base,As a compound,11,0.17551972217026782,1
297,roberta-base,In separate sentences,11,0.09484784937036449,1
298,roberta-base,As a compound,11,0.13398421656079434,18
299,roberta-base,In separate sentences,11,0.0036236119228521334,18
300,roberta-base,As a compound,12,0.1491669103889661,1
301,roberta-base,In separate sentences,12,0.0849390617618107,1
302,roberta-base,As a compound,12,0.08566683593463063,18
303,roberta-base,In separate sentences,12,-0.012309294088715577,18
304,bert-base-japanese,As a compound,1,0.04395938011426383,1
305,bert-base-japanese,In separate sentences,1,0.043997407259691396,1
306,bert-base-japanese,As a compound,1,0.03163139186172404,18
307,bert-base-japanese,In separate sentences,1,0.02851430633668995,18
308,bert-base-japanese,As a compound,2,0.03827975432218983,1
309,bert-base-japanese,In separate sentences,2,0.0379918345068097,1
310,bert-base-japanese,As a compound,2,0.04356829642972346,18
311,bert-base-japanese,In separate sentences,2,0.045777083672667696,18
312,bert-base-japanese,As a compound,3,0.040775964797042055,1
313,bert-base-japanese,In separate sentences,3,0.04510562692643754,1
314,bert-base-japanese,As a compound,3,0.04805868807746724,18
315,bert-base-japanese,In separate sentences,3,0.0446631088456883,18
316,bert-base-japanese,As a compound,4,0.034789405616874144,1
317,bert-base-japanese,In separate sentences,4,0.04173750833142474,1
318,bert-base-japanese,As a compound,4,0.047101845020807186,18
319,bert-base-japanese,In separate sentences,4,0.03928485882093685,18
320,bert-base-japanese,As a compound,5,0.028376399162982836,1
321,bert-base-japanese,In separate sentences,5,0.0340994845498312,1
322,bert-base-japanese,As a compound,5,0.04811106533424035,18
323,bert-base-japanese,In separate sentences,5,0.02913261346542622,18
324,bert-base-japanese,As a compound,6,0.026388122702055927,1
325,bert-base-japanese,In separate sentences,6,0.0325186417899139,1
326,bert-base-japanese,As a compound,6,0.026149664817494006,18
327,bert-base-japanese,In separate sentences,6,0.02324975328395819,18
328,bert-base-japanese,As a compound,7,0.026996557028896948,1
329,bert-base-japanese,In separate sentences,7,0.027667464523226114,1
330,bert-base-japanese,As a compound,7,0.0335501879513147,18
331,bert-base-japanese,In separate sentences,7,0.033032802853921746,18
332,bert-base-japanese,As a compound,8,0.02058626679967904,1
333,bert-base-japanese,In separate sentences,8,0.03268161527031775,1
334,bert-base-japanese,As a compound,8,0.04041033109452498,18
335,bert-base-japanese,In separate sentences,8,0.03864355679898312,18
336,bert-base-japanese,As a compound,9,0.02916138809359469,1
337,bert-base-japanese,In separate sentences,9,0.017473473323965597,1
338,bert-base-japanese,As a compound,9,0.03156112968800401,18
339,bert-base-japanese,In separate sentences,9,0.030917272677915,18
340,bert-base-japanese,As a compound,10,0.01973337225223225,1
341,bert-base-japanese,In separate sentences,10,0.010775263279367562,1
342,bert-base-japanese,As a compound,10,0.031249421135500603,18
343,bert-base-japanese,In separate sentences,10,0.015485144340860969,18
344,bert-base-japanese,As a compound,11,0.02326989677699569,1
345,bert-base-japanese,In separate sentences,11,0.007412577133701557,1
346,bert-base-japanese,As a compound,11,0.03055190937457084,18
347,bert-base-japanese,In separate sentences,11,0.02111506069693689,18
348,bert-base-japanese,As a compound,12,0.02682271864979951,1
349,bert-base-japanese,In separate sentences,12,0.006154965109918552,1
350,bert-base-japanese,As a compound,12,0.01633851037804243,18
351,bert-base-japanese,In separate sentences,12,0.002364002772162127,18
