,model,layer,binom_p_val,num_success
48,microsoft/phi-1,1,"BinomTestResult(k=420, n=820, alternative='two-sided', statistic=0.5121951219512195, pvalue=0.5070289999465727)",420
49,microsoft/phi-1,2,"BinomTestResult(k=430, n=820, alternative='two-sided', statistic=0.524390243902439, pvalue=0.17317980466617866)",430
50,microsoft/phi-1,3,"BinomTestResult(k=437, n=820, alternative='two-sided', statistic=0.5329268292682927, pvalue=0.06412684033237119)",437
51,microsoft/phi-1,4,"BinomTestResult(k=435, n=820, alternative='two-sided', statistic=0.5304878048780488, pvalue=0.0869907486928541)",435
52,microsoft/phi-1,5,"BinomTestResult(k=448, n=820, alternative='two-sided', statistic=0.5463414634146342, pvalue=0.008775515392407342)",448
53,microsoft/phi-1,6,"BinomTestResult(k=448, n=820, alternative='two-sided', statistic=0.5463414634146342, pvalue=0.008775515392407342)",448
54,microsoft/phi-1,7,"BinomTestResult(k=455, n=820, alternative='two-sided', statistic=0.5548780487804879, pvalue=0.0018660554252214496)",455
55,microsoft/phi-1,8,"BinomTestResult(k=456, n=820, alternative='two-sided', statistic=0.5560975609756098, pvalue=0.0014686426697346066)",456
56,microsoft/phi-1,9,"BinomTestResult(k=483, n=820, alternative='two-sided', statistic=0.5890243902439024, pvalue=3.84562189775793e-07)",483
57,microsoft/phi-1,10,"BinomTestResult(k=487, n=820, alternative='two-sided', statistic=0.5939024390243902, pvalue=8.408252760950975e-08)",487
58,microsoft/phi-1,11,"BinomTestResult(k=481, n=820, alternative='two-sided', statistic=0.5865853658536585, pvalue=7.986723996349162e-07)",481
59,microsoft/phi-1,12,"BinomTestResult(k=493, n=820, alternative='two-sided', statistic=0.6012195121951219, pvalue=7.417514449076323e-09)",493
60,microsoft/phi-1,13,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.699488348628834e-08)",491
61,microsoft/phi-1,14,"BinomTestResult(k=499, n=820, alternative='two-sided', statistic=0.6085365853658536, pvalue=5.473795750196119e-10)",499
62,microsoft/phi-1,15,"BinomTestResult(k=502, n=820, alternative='two-sided', statistic=0.6121951219512195, pvalue=1.3899631338984624e-10)",502
63,microsoft/phi-1,16,"BinomTestResult(k=508, n=820, alternative='two-sided', statistic=0.6195121951219512, pvalue=7.822937848569687e-12)",508
64,microsoft/phi-1,17,"BinomTestResult(k=516, n=820, alternative='two-sided', statistic=0.6292682926829268, pvalue=1.269362307956138e-13)",516
65,microsoft/phi-1,18,"BinomTestResult(k=528, n=820, alternative='two-sided', statistic=0.6439024390243903, pvalue=1.41345792575927e-16)",528
66,microsoft/phi-1,19,"BinomTestResult(k=520, n=820, alternative='two-sided', statistic=0.6341463414634146, pvalue=1.429569657428845e-14)",520
67,microsoft/phi-1,20,"BinomTestResult(k=534, n=820, alternative='two-sided', statistic=0.651219512195122, pvalue=3.556098482185681e-18)",534
68,microsoft/phi-1,21,"BinomTestResult(k=524, n=820, alternative='two-sided', statistic=0.6390243902439025, pvalue=1.4820136139102839e-15)",524
69,microsoft/phi-1,22,"BinomTestResult(k=527, n=820, alternative='two-sided', statistic=0.6426829268292683, pvalue=2.5635042692233406e-16)",527
70,microsoft/phi-1,23,"BinomTestResult(k=530, n=820, alternative='two-sided', statistic=0.6463414634146342, pvalue=4.229988761684917e-17)",530
71,microsoft/phi-1,24,"BinomTestResult(k=408, n=820, alternative='two-sided', statistic=0.4975609756097561, pvalue=0.9165710150858601)",408
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=557, n=820, alternative='two-sided', statistic=0.6792682926829269, pvalue=4.403208912063661e-25)",557
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=619, n=820, alternative='two-sided', statistic=0.7548780487804878, pvalue=2.914608766557222e-50)",619
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=629, n=820, alternative='two-sided', statistic=0.7670731707317073, pvalue=2.6869356857296257e-55)",629
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=645, n=820, alternative='two-sided', statistic=0.7865853658536586, pvalue=5.6780357150726164e-64)",645
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=637, n=820, alternative='two-sided', statistic=0.776829268292683, pvalue=1.5454563369350332e-59)",637
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=623, n=820, alternative='two-sided', statistic=0.7597560975609756, pvalue=3.0562026024987397e-52)",623
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=595, n=820, alternative='two-sided', statistic=0.725609756097561, pvalue=2.5370637581475492e-39)",595
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=557, n=820, alternative='two-sided', statistic=0.6792682926829269, pvalue=4.403208912063661e-25)",557
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=595, n=820, alternative='two-sided', statistic=0.725609756097561, pvalue=2.5370637581475492e-39)",595
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=614, n=820, alternative='two-sided', statistic=0.748780487804878, pvalue=7.495860256710018e-48)",614
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=600, n=820, alternative='two-sided', statistic=0.7317073170731707, pvalue=1.7966610100226985e-41)",600
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=620, n=820, alternative='two-sided', statistic=0.7560975609756098, pvalue=9.419477033567984e-51)",620
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=627, n=820, alternative='two-sided', statistic=0.7646341463414634, pvalue=2.881280453159363e-54)",627
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=642, n=820, alternative='two-sided', statistic=0.7829268292682927, pvalue=2.757238899750702e-62)",642
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=663, n=820, alternative='two-sided', statistic=0.8085365853658537, pvalue=1.07098230678116e-74)",663
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=509, n=820, alternative='two-sided', statistic=0.6207317073170732, pvalue=4.757743145416182e-12)",509
