,model,layer,binom_p_val,num_success
42,openai-community/gpt2,7,"BinomTestResult(k=738, n=820, alternative='two-sided', statistic=0.9, pvalue=8.767688921552794e-133)",738
43,openai-community/gpt2,8,"BinomTestResult(k=750, n=820, alternative='two-sided', statistic=0.9146341463414634, pvalue=1.1765757762669076e-144)",750
44,openai-community/gpt2,9,"BinomTestResult(k=747, n=820, alternative='two-sided', statistic=0.9109756097560976, pvalue=1.3312241777235344e-141)",747
45,openai-community/gpt2,10,"BinomTestResult(k=753, n=820, alternative='two-sided', statistic=0.9182926829268293, pvalue=9.043769380405857e-148)",753
46,openai-community/gpt2,11,"BinomTestResult(k=678, n=820, alternative='two-sided', statistic=0.8268292682926829, pvalue=1.7887433587565291e-84)",678
47,openai-community/gpt2,12,"BinomTestResult(k=711, n=820, alternative='two-sided', statistic=0.8670731707317073, pvalue=5.126982102851073e-109)",711
48,microsoft/phi-1,1,"BinomTestResult(k=603, n=820, alternative='two-sided', statistic=0.7353658536585366, pvalue=8.558948031040045e-43)",603
49,microsoft/phi-1,2,"BinomTestResult(k=619, n=820, alternative='two-sided', statistic=0.7548780487804878, pvalue=2.914608766557222e-50)",619
50,microsoft/phi-1,3,"BinomTestResult(k=624, n=820, alternative='two-sided', statistic=0.7609756097560976, pvalue=9.619210309915268e-53)",624
51,microsoft/phi-1,4,"BinomTestResult(k=627, n=820, alternative='two-sided', statistic=0.7646341463414634, pvalue=2.881280453159363e-54)",627
52,microsoft/phi-1,5,"BinomTestResult(k=623, n=820, alternative='two-sided', statistic=0.7597560975609756, pvalue=3.0562026024987397e-52)",623
53,microsoft/phi-1,6,"BinomTestResult(k=627, n=820, alternative='two-sided', statistic=0.7646341463414634, pvalue=2.881280453159363e-54)",627
54,microsoft/phi-1,7,"BinomTestResult(k=619, n=820, alternative='two-sided', statistic=0.7548780487804878, pvalue=2.914608766557222e-50)",619
55,microsoft/phi-1,8,"BinomTestResult(k=614, n=820, alternative='two-sided', statistic=0.748780487804878, pvalue=7.495860256710018e-48)",614
56,microsoft/phi-1,9,"BinomTestResult(k=616, n=820, alternative='two-sided', statistic=0.751219512195122, pvalue=8.30218426621368e-49)",616
57,microsoft/phi-1,10,"BinomTestResult(k=627, n=820, alternative='two-sided', statistic=0.7646341463414634, pvalue=2.881280453159363e-54)",627
58,microsoft/phi-1,11,"BinomTestResult(k=621, n=820, alternative='two-sided', statistic=0.7573170731707317, pvalue=3.02423713512731e-51)",621
59,microsoft/phi-1,12,"BinomTestResult(k=624, n=820, alternative='two-sided', statistic=0.7609756097560976, pvalue=9.619210309915268e-53)",624
60,microsoft/phi-1,13,"BinomTestResult(k=621, n=820, alternative='two-sided', statistic=0.7573170731707317, pvalue=3.02423713512731e-51)",621
61,microsoft/phi-1,14,"BinomTestResult(k=616, n=820, alternative='two-sided', statistic=0.751219512195122, pvalue=8.30218426621368e-49)",616
62,microsoft/phi-1,15,"BinomTestResult(k=620, n=820, alternative='two-sided', statistic=0.7560975609756098, pvalue=9.419477033567984e-51)",620
63,microsoft/phi-1,16,"BinomTestResult(k=630, n=820, alternative='two-sided', statistic=0.7682926829268293, pvalue=8.1221972231238935e-56)",630
64,microsoft/phi-1,17,"BinomTestResult(k=628, n=820, alternative='two-sided', statistic=0.7658536585365854, pvalue=8.82858329505055e-55)",628
65,microsoft/phi-1,18,"BinomTestResult(k=613, n=820, alternative='two-sided', statistic=0.7475609756097561, pvalue=2.230643656261737e-47)",613
66,microsoft/phi-1,19,"BinomTestResult(k=617, n=820, alternative='two-sided', statistic=0.7524390243902439, pvalue=2.7362357380357586e-49)",617
67,microsoft/phi-1,20,"BinomTestResult(k=633, n=820, alternative='two-sided', statistic=0.7719512195121951, pvalue=2.153341204123258e-57)",633
68,microsoft/phi-1,21,"BinomTestResult(k=624, n=820, alternative='two-sided', statistic=0.7609756097560976, pvalue=9.619210309915268e-53)",624
69,microsoft/phi-1,22,"BinomTestResult(k=607, n=820, alternative='two-sided', statistic=0.7402439024390244, pvalue=1.3544608051461687e-44)",607
70,microsoft/phi-1,23,"BinomTestResult(k=593, n=820, alternative='two-sided', statistic=0.723170731707317, pvalue=1.760822996303339e-38)",593
71,microsoft/phi-1,24,"BinomTestResult(k=605, n=820, alternative='two-sided', statistic=0.7378048780487805, pvalue=1.0902815672233233e-43)",605
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=689, n=820, alternative='two-sided', statistic=0.8402439024390244, pvalue=3.624250744727814e-92)",689
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=715, n=820, alternative='two-sided', statistic=0.8719512195121951, pvalue=2.621482850645575e-112)",715
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=711, n=820, alternative='two-sided', statistic=0.8670731707317073, pvalue=5.126982102851073e-109)",711
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=709, n=820, alternative='two-sided', statistic=0.8646341463414634, pvalue=2.1278339771873706e-107)",709
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=724, n=820, alternative='two-sided', statistic=0.8829268292682927, pvalue=5.4079193376398686e-120)",724
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=724, n=820, alternative='two-sided', statistic=0.8829268292682927, pvalue=5.4079193376398686e-120)",724
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=726, n=820, alternative='two-sided', statistic=0.8853658536585366, pvalue=9.336798740799996e-122)",726
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=706, n=820, alternative='two-sided', statistic=0.8609756097560975, pvalue=5.26454039544688e-105)",706
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=715, n=820, alternative='two-sided', statistic=0.8719512195121951, pvalue=2.621482850645575e-112)",715
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=714, n=820, alternative='two-sided', statistic=0.8707317073170732, pvalue=1.7715837692321145e-111)",714
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=695, n=820, alternative='two-sided', statistic=0.8475609756097561, pvalue=1.4603331816946255e-96)",695
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=705, n=820, alternative='two-sided', statistic=0.8597560975609756, pvalue=3.23829986206461e-104)",705
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=707, n=820, alternative='two-sided', statistic=0.8621951219512195, pvalue=8.472277950254376e-106)",707
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=719, n=820, alternative='two-sided', statistic=0.8768292682926829, pvalue=1.126421736650439e-115)",719
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=729, n=820, alternative='two-sided', statistic=0.8890243902439025, pvalue=1.9359795446566293e-124)",729
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=663, n=820, alternative='two-sided', statistic=0.8085365853658537, pvalue=1.07098230678116e-74)",663
