,model,layer,binom_p_val,num_success
15,bert-base-uncased,4,"BinomTestResult(k=712, n=820, alternative='two-sided', statistic=0.8682926829268293, pvalue=7.833977554892554e-110)",712
16,bert-base-uncased,5,"BinomTestResult(k=712, n=820, alternative='two-sided', statistic=0.8682926829268293, pvalue=7.833977554892554e-110)",712
17,bert-base-uncased,6,"BinomTestResult(k=730, n=820, alternative='two-sided', statistic=0.8902439024390244, pvalue=2.4091211468710524e-125)",730
18,bert-base-uncased,7,"BinomTestResult(k=734, n=820, alternative='two-sided', statistic=0.8951219512195122, pvalue=5.0963074009514105e-129)",734
19,bert-base-uncased,8,"BinomTestResult(k=738, n=820, alternative='two-sided', statistic=0.9, pvalue=8.767688921552584e-133)",738
20,bert-base-uncased,9,"BinomTestResult(k=735, n=820, alternative='two-sided', statistic=0.8963414634146342, pvalue=5.95282043367685e-130)",735
21,bert-base-uncased,10,"BinomTestResult(k=742, n=820, alternative='two-sided', statistic=0.9048780487804878, pvalue=1.2159000465366305e-136)",742
22,bert-base-uncased,11,"BinomTestResult(k=737, n=820, alternative='two-sided', statistic=0.8987804878048781, pvalue=7.809039083534111e-132)",737
23,bert-base-uncased,12,"BinomTestResult(k=699, n=820, alternative='two-sided', statistic=0.8524390243902439, pvalue=1.4234189916280313e-99)",699
24,distilroberta,1,"BinomTestResult(k=553, n=820, alternative='two-sided', statistic=0.6743902439024391, pvalue=8.608479422910077e-24)",553
25,distilroberta,2,"BinomTestResult(k=549, n=820, alternative='two-sided', statistic=0.6695121951219513, pvalue=1.5411764011446184e-22)",549
26,distilroberta,3,"BinomTestResult(k=574, n=820, alternative='two-sided', statistic=0.7, pvalue=5.274105012256262e-31)",574
27,distilroberta,4,"BinomTestResult(k=585, n=820, alternative='two-sided', statistic=0.7134146341463414, pvalue=3.211053124647501e-35)",585
28,distilroberta,5,"BinomTestResult(k=591, n=820, alternative='two-sided', statistic=0.7207317073170731, pvalue=1.192840463719289e-37)",591
29,distilroberta,6,"BinomTestResult(k=564, n=820, alternative='two-sided', statistic=0.6878048780487804, pvalue=1.955597697424831e-27)",564
30,xlnet-base-cased,1,"BinomTestResult(k=686, n=820, alternative='two-sided', statistic=0.8365853658536585, pvalue=5.049355154558978e-90)",686
31,xlnet-base-cased,2,"BinomTestResult(k=692, n=820, alternative='two-sided', statistic=0.8439024390243902, pvalue=2.397988451986509e-94)",692
32,xlnet-base-cased,3,"BinomTestResult(k=678, n=820, alternative='two-sided', statistic=0.8268292682926829, pvalue=1.7887433587564747e-84)",678
33,xlnet-base-cased,4,"BinomTestResult(k=691, n=820, alternative='two-sided', statistic=0.8426829268292683, pvalue=1.2890596834651098e-93)",691
34,xlnet-base-cased,5,"BinomTestResult(k=663, n=820, alternative='two-sided', statistic=0.8085365853658537, pvalue=1.0709823067811806e-74)",663
35,xlnet-base-cased,6,"BinomTestResult(k=649, n=820, alternative='two-sided', statistic=0.7914634146341464, pvalue=2.895982039425045e-66)",649
36,xlnet-base-cased,7,"BinomTestResult(k=638, n=820, alternative='two-sided', statistic=0.7780487804878049, pvalue=4.420487314136754e-60)",638
37,xlnet-base-cased,8,"BinomTestResult(k=616, n=820, alternative='two-sided', statistic=0.751219512195122, pvalue=8.302184266213599e-49)",616
38,xlnet-base-cased,9,"BinomTestResult(k=612, n=820, alternative='two-sided', statistic=0.7463414634146341, pvalue=6.595491384877689e-47)",612
39,xlnet-base-cased,10,"BinomTestResult(k=637, n=820, alternative='two-sided', statistic=0.776829268292683, pvalue=1.545456336934992e-59)",637
40,xlnet-base-cased,11,"BinomTestResult(k=587, n=820, alternative='two-sided', statistic=0.7158536585365853, pvalue=5.0932186239055904e-36)",587
41,xlnet-base-cased,12,"BinomTestResult(k=612, n=820, alternative='two-sided', statistic=0.7463414634146341, pvalue=6.595491384877689e-47)",612
42,bert-base-japanese,1,"BinomTestResult(k=412, n=820, alternative='two-sided', statistic=0.5024390243902439, pvalue=0.9165710150858601)",412
43,bert-base-japanese,2,"BinomTestResult(k=423, n=820, alternative='two-sided', statistic=0.5158536585365854, pvalue=0.382654018915252)",423
44,bert-base-japanese,3,"BinomTestResult(k=415, n=820, alternative='two-sided', statistic=0.5060975609756098, pvalue=0.7533199368314922)",415
45,bert-base-japanese,4,"BinomTestResult(k=397, n=820, alternative='two-sided', statistic=0.4841463414634146, pvalue=0.382654018915252)",397
46,bert-base-japanese,5,"BinomTestResult(k=426, n=820, alternative='two-sided', statistic=0.5195121951219512, pvalue=0.27899235116912724)",426
47,bert-base-japanese,6,"BinomTestResult(k=402, n=820, alternative='two-sided', statistic=0.4902439024390244, pvalue=0.6004287832445216)",402
48,bert-base-japanese,7,"BinomTestResult(k=385, n=820, alternative='two-sided', statistic=0.4695121951219512, pvalue=0.08699074869285413)",385
49,bert-base-japanese,8,"BinomTestResult(k=376, n=820, alternative='two-sided', statistic=0.4585365853658537, pvalue=0.01924207301145003)",376
50,bert-base-japanese,9,"BinomTestResult(k=309, n=820, alternative='two-sided', statistic=0.37682926829268293, pvalue=1.7331437633053685e-12)",309
51,bert-base-japanese,10,"BinomTestResult(k=301, n=820, alternative='two-sided', statistic=0.3670731707317073, pvalue=2.4869295687521312e-14)",301
52,bert-base-japanese,11,"BinomTestResult(k=317, n=820, alternative='two-sided', statistic=0.38658536585365855, pvalue=8.713874482378304e-11)",317
53,bert-base-japanese,12,"BinomTestResult(k=346, n=820, alternative='two-sided', statistic=0.4219512195121951, pvalue=8.849859562712651e-06)",346
54,xlm-mlm-xnli15-1024,1,"BinomTestResult(k=597, n=820, alternative='two-sided', statistic=0.7280487804878049, pvalue=3.5675534733308564e-40)",597
55,xlm-mlm-xnli15-1024,2,"BinomTestResult(k=586, n=820, alternative='two-sided', statistic=0.7146341463414634, pvalue=1.2826554149246214e-35)",586
56,xlm-mlm-xnli15-1024,3,"BinomTestResult(k=510, n=820, alternative='two-sided', statistic=0.6219512195121951, pvalue=2.878881166273085e-12)",510
57,xlm-mlm-xnli15-1024,4,"BinomTestResult(k=482, n=820, alternative='two-sided', statistic=0.5878048780487805, pvalue=5.555528854423468e-07)",482
58,xlm-mlm-xnli15-1024,5,"BinomTestResult(k=438, n=820, alternative='two-sided', statistic=0.5341463414634147, pvalue=0.05470538853358258)",438
59,xlm-mlm-xnli15-1024,6,"BinomTestResult(k=408, n=820, alternative='two-sided', statistic=0.4975609756097561, pvalue=0.9165710150858601)",408
60,xlm-mlm-xnli15-1024,7,"BinomTestResult(k=407, n=820, alternative='two-sided', statistic=0.49634146341463414, pvalue=0.8614015401138514)",407
61,xlm-mlm-xnli15-1024,8,"BinomTestResult(k=404, n=820, alternative='two-sided', statistic=0.4926829268292683, pvalue=0.7009018739649199)",404
62,xlm-mlm-xnli15-1024,9,"BinomTestResult(k=377, n=820, alternative='two-sided', statistic=0.45975609756097563, pvalue=0.023155557864749435)",377
63,xlm-mlm-xnli15-1024,10,"BinomTestResult(k=434, n=820, alternative='two-sided', statistic=0.5292682926829269, pvalue=0.10067420328080609)",434
64,xlm-mlm-xnli15-1024,11,"BinomTestResult(k=441, n=820, alternative='two-sided', statistic=0.5378048780487805, pvalue=0.03309082459004637)",441
65,xlm-mlm-xnli15-1024,12,"BinomTestResult(k=377, n=820, alternative='two-sided', statistic=0.45975609756097563, pvalue=0.023155557864749435)",377
66,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=509, n=820, alternative='two-sided', statistic=0.6207317073170732, pvalue=4.757743145416081e-12)",509
67,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=387, n=820, alternative='two-sided', statistic=0.4719512195121951, pvalue=0.11601947276703524)",387
68,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=444, n=820, alternative='two-sided', statistic=0.5414634146341464, pvalue=0.01924207301145003)",444
69,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=406, n=820, alternative='two-sided', statistic=0.4951219512195122, pvalue=0.8068999764611143)",406
70,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=352, n=820, alternative='two-sided', statistic=0.4292682926829268, pvalue=5.765887302951178e-05)",352
71,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=234, n=820, alternative='two-sided', statistic=0.28536585365853656, pvalue=1.2826554149246214e-35)",234
72,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=209, n=820, alternative='two-sided', statistic=0.2548780487804878, pvalue=1.9376767987330517e-46)",209
73,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=271, n=820, alternative='two-sided', statistic=0.3304878048780488, pvalue=1.5411764011446184e-22)",271
74,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=293, n=820, alternative='two-sided', statistic=0.3573170731707317, pvalue=2.5635042692233914e-16)",293
75,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=384, n=820, alternative='two-sided', statistic=0.4682926829268293, pvalue=0.07484864875963738)",384
76,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=395, n=820, alternative='two-sided', statistic=0.4817073170731707, pvalue=0.3111908628560894)",395
77,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=438, n=820, alternative='two-sided', statistic=0.5341463414634147, pvalue=0.05470538853358258)",438
78,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=467, n=820, alternative='two-sided', statistic=0.5695121951219512, pvalue=7.749576336274297e-05)",467
79,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=463, n=820, alternative='two-sided', statistic=0.5646341463414634, pvalue=0.00024120264453514112)",463
80,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=518, n=820, alternative='two-sided', statistic=0.6317073170731707, pvalue=4.304048091854179e-14)",518
81,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=524, n=820, alternative='two-sided', statistic=0.6390243902439025, pvalue=1.4820136139102612e-15)",524
82,openai-community/gpt2,1,"BinomTestResult(k=397, n=820, alternative='two-sided', statistic=0.4841463414634146, pvalue=0.382654018915252)",397
83,openai-community/gpt2,2,"BinomTestResult(k=367, n=820, alternative='two-sided', statistic=0.4475609756097561, pvalue=0.002971276624100787)",367
84,openai-community/gpt2,3,"BinomTestResult(k=432, n=820, alternative='two-sided', statistic=0.526829268292683, pvalue=0.1331444771163589)",432
85,openai-community/gpt2,4,"BinomTestResult(k=394, n=820, alternative='two-sided', statistic=0.48048780487804876, pvalue=0.27899235116912724)",394
86,openai-community/gpt2,5,"BinomTestResult(k=378, n=820, alternative='two-sided', statistic=0.4609756097560976, pvalue=0.02774199646266365)",378
87,openai-community/gpt2,6,"BinomTestResult(k=393, n=820, alternative='two-sided', statistic=0.4792682926829268, pvalue=0.2491369236659588)",393
88,openai-community/gpt2,7,"BinomTestResult(k=412, n=820, alternative='two-sided', statistic=0.5024390243902439, pvalue=0.9165710150858601)",412
89,openai-community/gpt2,8,"BinomTestResult(k=432, n=820, alternative='two-sided', statistic=0.526829268292683, pvalue=0.1331444771163589)",432
90,openai-community/gpt2,9,"BinomTestResult(k=431, n=820, alternative='two-sided', statistic=0.525609756097561, pvalue=0.15216247680506803)",431
91,openai-community/gpt2,10,"BinomTestResult(k=445, n=820, alternative='two-sided', statistic=0.5426829268292683, pvalue=0.01591913654817588)",445
92,openai-community/gpt2,11,"BinomTestResult(k=452, n=820, alternative='two-sided', statistic=0.551219512195122, pvalue=0.0037236133893258716)",452
93,openai-community/gpt2,12,"BinomTestResult(k=452, n=820, alternative='two-sided', statistic=0.551219512195122, pvalue=0.0037236133893258716)",452
94,openai-community/openai-gpt,1,"BinomTestResult(k=331, n=820, alternative='two-sided', statistic=0.4036585365853659, pvalue=3.8176099205938775e-08)",331
95,openai-community/openai-gpt,2,"BinomTestResult(k=434, n=820, alternative='two-sided', statistic=0.5292682926829269, pvalue=0.10067420328080609)",434
96,openai-community/openai-gpt,3,"BinomTestResult(k=474, n=820, alternative='two-sided', statistic=0.5780487804878048, pvalue=8.849859562712651e-06)",474
97,openai-community/openai-gpt,4,"BinomTestResult(k=467, n=820, alternative='two-sided', statistic=0.5695121951219512, pvalue=7.749576336274297e-05)",467
98,openai-community/openai-gpt,5,"BinomTestResult(k=424, n=820, alternative='two-sided', statistic=0.5170731707317073, pvalue=0.34574734635851134)",424
99,openai-community/openai-gpt,6,"BinomTestResult(k=414, n=820, alternative='two-sided', statistic=0.5048780487804878, pvalue=0.8068999764611143)",414
100,openai-community/openai-gpt,7,"BinomTestResult(k=412, n=820, alternative='two-sided', statistic=0.5024390243902439, pvalue=0.9165710150858601)",412
101,openai-community/openai-gpt,8,"BinomTestResult(k=399, n=820, alternative='two-sided', statistic=0.4865853658536585, pvalue=0.46336496692297746)",399
102,openai-community/openai-gpt,9,"BinomTestResult(k=396, n=820, alternative='two-sided', statistic=0.48292682926829267, pvalue=0.34574734635851134)",396
103,openai-community/openai-gpt,10,"BinomTestResult(k=403, n=820, alternative='two-sided', statistic=0.49146341463414633, pvalue=0.6498698656453021)",403
104,openai-community/openai-gpt,11,"BinomTestResult(k=318, n=820, alternative='two-sided', statistic=0.3878048780487805, pvalue=1.3899631338984626e-10)",318
105,openai-community/openai-gpt,12,"BinomTestResult(k=268, n=820, alternative='two-sided', statistic=0.32682926829268294, pvalue=1.7853766175888427e-23)",268
106,microsoft/phi-1,1,"BinomTestResult(k=422, n=820, alternative='two-sided', statistic=0.5146341463414634, pvalue=0.421878949798423)",422
107,microsoft/phi-1,2,"BinomTestResult(k=399, n=820, alternative='two-sided', statistic=0.4865853658536585, pvalue=0.46336496692297746)",399
108,microsoft/phi-1,3,"BinomTestResult(k=449, n=820, alternative='two-sided', statistic=0.5475609756097561, pvalue=0.007130987752313892)",449
109,microsoft/phi-1,4,"BinomTestResult(k=445, n=820, alternative='two-sided', statistic=0.5426829268292683, pvalue=0.01591913654817588)",445
110,microsoft/phi-1,5,"BinomTestResult(k=471, n=820, alternative='two-sided', statistic=0.574390243902439, pvalue=2.3080111019577604e-05)",471
111,microsoft/phi-1,6,"BinomTestResult(k=480, n=820, alternative='two-sided', statistic=0.5853658536585366, pvalue=1.1426150064779325e-06)",480
112,microsoft/phi-1,7,"BinomTestResult(k=498, n=820, alternative='two-sided', statistic=0.6073170731707317, pvalue=8.557854039725083e-10)",498
113,microsoft/phi-1,8,"BinomTestResult(k=513, n=820, alternative='two-sided', statistic=0.625609756097561, pvalue=6.185949832275412e-13)",513
114,microsoft/phi-1,9,"BinomTestResult(k=512, n=820, alternative='two-sided', statistic=0.624390243902439, pvalue=1.0380780198219253e-12)",512
115,microsoft/phi-1,10,"BinomTestResult(k=514, n=820, alternative='two-sided', statistic=0.6268292682926829, pvalue=3.667416201260062e-13)",514
116,microsoft/phi-1,11,"BinomTestResult(k=522, n=820, alternative='two-sided', statistic=0.6365853658536585, pvalue=4.650936547487405e-15)",522
117,microsoft/phi-1,12,"BinomTestResult(k=518, n=820, alternative='two-sided', statistic=0.6317073170731707, pvalue=4.304048091854179e-14)",518
118,microsoft/phi-1,13,"BinomTestResult(k=512, n=820, alternative='two-sided', statistic=0.624390243902439, pvalue=1.0380780198219253e-12)",512
119,microsoft/phi-1,14,"BinomTestResult(k=502, n=820, alternative='two-sided', statistic=0.6121951219512195, pvalue=1.3899631338984626e-10)",502
120,microsoft/phi-1,15,"BinomTestResult(k=484, n=820, alternative='two-sided', statistic=0.5902439024390244, pvalue=2.649041046095445e-07)",484
121,microsoft/phi-1,16,"BinomTestResult(k=498, n=820, alternative='two-sided', statistic=0.6073170731707317, pvalue=8.557854039725083e-10)",498
122,microsoft/phi-1,17,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.6994883486288345e-08)",491
123,microsoft/phi-1,18,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.6994883486288345e-08)",491
124,microsoft/phi-1,19,"BinomTestResult(k=492, n=820, alternative='two-sided', statistic=0.6, pvalue=1.1255461359238034e-08)",492
125,microsoft/phi-1,20,"BinomTestResult(k=503, n=820, alternative='two-sided', statistic=0.6134146341463415, pvalue=8.713874482378304e-11)",503
126,microsoft/phi-1,21,"BinomTestResult(k=511, n=820, alternative='two-sided', statistic=0.6231707317073171, pvalue=1.7331437633053685e-12)",511
127,microsoft/phi-1,22,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.6994883486288345e-08)",491
128,microsoft/phi-1,23,"BinomTestResult(k=460, n=820, alternative='two-sided', statistic=0.5609756097560976, pvalue=0.0005379762928589013)",460
129,microsoft/phi-1,24,"BinomTestResult(k=462, n=820, alternative='two-sided', statistic=0.5634146341463414, pvalue=0.0003166241953792478)",462
