,model,layer,binom_p_val,num_success
48,microsoft/phi-1,1,"BinomTestResult(k=425, n=820, alternative='two-sided', statistic=0.5182926829268293, pvalue=0.3111908628560892)",425
49,microsoft/phi-1,2,"BinomTestResult(k=435, n=820, alternative='two-sided', statistic=0.5304878048780488, pvalue=0.0869907486928541)",435
50,microsoft/phi-1,3,"BinomTestResult(k=451, n=820, alternative='two-sided', statistic=0.55, pvalue=0.00464517495540108)",451
51,microsoft/phi-1,4,"BinomTestResult(k=439, n=820, alternative='two-sided', statistic=0.5353658536585366, pvalue=0.04646699575062344)",439
52,microsoft/phi-1,5,"BinomTestResult(k=442, n=820, alternative='two-sided', statistic=0.5390243902439025, pvalue=0.02774199646266365)",442
53,microsoft/phi-1,6,"BinomTestResult(k=441, n=820, alternative='two-sided', statistic=0.5378048780487805, pvalue=0.033090824590046544)",441
54,microsoft/phi-1,7,"BinomTestResult(k=445, n=820, alternative='two-sided', statistic=0.5426829268292683, pvalue=0.01591913654817589)",445
55,microsoft/phi-1,8,"BinomTestResult(k=451, n=820, alternative='two-sided', statistic=0.55, pvalue=0.00464517495540108)",451
56,microsoft/phi-1,9,"BinomTestResult(k=465, n=820, alternative='two-sided', statistic=0.5670731707317073, pvalue=0.0001380161947464748)",465
57,microsoft/phi-1,10,"BinomTestResult(k=484, n=820, alternative='two-sided', statistic=0.5902439024390244, pvalue=2.6490410460954715e-07)",484
58,microsoft/phi-1,11,"BinomTestResult(k=466, n=820, alternative='two-sided', statistic=0.5682926829268292, pvalue=0.00010366476840686429)",466
59,microsoft/phi-1,12,"BinomTestResult(k=476, n=820, alternative='two-sided', statistic=0.5804878048780487, pvalue=4.560120522505485e-06)",476
60,microsoft/phi-1,13,"BinomTestResult(k=483, n=820, alternative='two-sided', statistic=0.5890243902439024, pvalue=3.84562189775793e-07)",483
61,microsoft/phi-1,14,"BinomTestResult(k=492, n=820, alternative='two-sided', statistic=0.6, pvalue=1.1255461359237911e-08)",492
62,microsoft/phi-1,15,"BinomTestResult(k=496, n=820, alternative='two-sided', statistic=0.6048780487804878, pvalue=2.0606758065832508e-09)",496
63,microsoft/phi-1,16,"BinomTestResult(k=495, n=820, alternative='two-sided', statistic=0.6036585365853658, pvalue=3.1738396515317877e-09)",495
64,microsoft/phi-1,17,"BinomTestResult(k=500, n=820, alternative='two-sided', statistic=0.6097560975609756, pvalue=3.483681984207571e-10)",500
65,microsoft/phi-1,18,"BinomTestResult(k=513, n=820, alternative='two-sided', statistic=0.625609756097561, pvalue=6.185949832275456e-13)",513
66,microsoft/phi-1,19,"BinomTestResult(k=495, n=820, alternative='two-sided', statistic=0.6036585365853658, pvalue=3.1738396515317877e-09)",495
67,microsoft/phi-1,20,"BinomTestResult(k=508, n=820, alternative='two-sided', statistic=0.6195121951219512, pvalue=7.822937848569687e-12)",508
68,microsoft/phi-1,21,"BinomTestResult(k=510, n=820, alternative='two-sided', statistic=0.6219512195121951, pvalue=2.8788811662730844e-12)",510
69,microsoft/phi-1,22,"BinomTestResult(k=527, n=820, alternative='two-sided', statistic=0.6426829268292683, pvalue=2.5635042692233406e-16)",527
70,microsoft/phi-1,23,"BinomTestResult(k=550, n=820, alternative='two-sided', statistic=0.6707317073170732, pvalue=7.554191148988951e-23)",550
71,microsoft/phi-1,24,"BinomTestResult(k=397, n=820, alternative='two-sided', statistic=0.4841463414634146, pvalue=0.3826540189152517)",397
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=607, n=820, alternative='two-sided', statistic=0.7402439024390244, pvalue=1.3544608051461687e-44)",607
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=667, n=820, alternative='two-sided', statistic=0.8134146341463414, pvalue=3.161535713451225e-77)",667
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=674, n=820, alternative='two-sided', statistic=0.8219512195121951, pvalue=8.672279843891193e-82)",674
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=695, n=820, alternative='two-sided', statistic=0.8475609756097561, pvalue=1.4603331816946255e-96)",695
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=676, n=820, alternative='two-sided', statistic=0.824390243902439, pvalue=4.0052124599831044e-83)",676
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=668, n=820, alternative='two-sided', statistic=0.8146341463414634, pvalue=7.224106969122246e-78)",668
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=646, n=820, alternative='two-sided', statistic=0.7878048780487805, pvalue=1.534058346864189e-64)",646
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=628, n=820, alternative='two-sided', statistic=0.7658536585365854, pvalue=8.82858329505055e-55)",628
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=648, n=820, alternative='two-sided', statistic=0.7902439024390244, pvalue=1.0956054951096587e-65)",648
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=665, n=820, alternative='two-sided', statistic=0.8109756097560976, pvalue=5.911804735701377e-76)",665
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=662, n=820, alternative='two-sided', statistic=0.8073170731707318, pvalue=4.505008630458603e-74)",662
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=686, n=820, alternative='two-sided', statistic=0.8365853658536585, pvalue=5.049355154558883e-90)",686
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=683, n=820, alternative='two-sided', statistic=0.8329268292682926, pvalue=6.494406903323577e-88)",683
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=694, n=820, alternative='two-sided', statistic=0.8463414634146341, pvalue=8.0716514612153e-96)",694
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=693, n=820, alternative='two-sided', statistic=0.8451219512195122, pvalue=4.41996426894657e-95)",693
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=542, n=820, alternative='two-sided', statistic=0.6609756097560976, pvalue=1.9471597136744017e-20)",542
