,model,layer,binom_p_val,num_success
29,microsoft/phi-1,18,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.6994883486288345e-08)",491
30,microsoft/phi-1,19,"BinomTestResult(k=492, n=820, alternative='two-sided', statistic=0.6, pvalue=1.1255461359238034e-08)",492
31,microsoft/phi-1,20,"BinomTestResult(k=503, n=820, alternative='two-sided', statistic=0.6134146341463415, pvalue=8.713874482378304e-11)",503
32,microsoft/phi-1,21,"BinomTestResult(k=511, n=820, alternative='two-sided', statistic=0.6231707317073171, pvalue=1.7331437633053685e-12)",511
33,microsoft/phi-1,22,"BinomTestResult(k=491, n=820, alternative='two-sided', statistic=0.598780487804878, pvalue=1.6994883486288345e-08)",491
34,microsoft/phi-1,23,"BinomTestResult(k=460, n=820, alternative='two-sided', statistic=0.5609756097560976, pvalue=0.0005379762928589013)",460
35,microsoft/phi-1,24,"BinomTestResult(k=462, n=820, alternative='two-sided', statistic=0.5634146341463414, pvalue=0.0003166241953792478)",462
36,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=509, n=820, alternative='two-sided', statistic=0.6207317073170732, pvalue=4.757743145416081e-12)",509
37,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=387, n=820, alternative='two-sided', statistic=0.4719512195121951, pvalue=0.11601947276703524)",387
38,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=444, n=820, alternative='two-sided', statistic=0.5414634146341464, pvalue=0.01924207301145003)",444
39,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=406, n=820, alternative='two-sided', statistic=0.4951219512195122, pvalue=0.8068999764611143)",406
40,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=352, n=820, alternative='two-sided', statistic=0.4292682926829268, pvalue=5.765887302951178e-05)",352
41,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=234, n=820, alternative='two-sided', statistic=0.28536585365853656, pvalue=1.2826554149246214e-35)",234
42,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=209, n=820, alternative='two-sided', statistic=0.2548780487804878, pvalue=1.9376767987330517e-46)",209
43,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=271, n=820, alternative='two-sided', statistic=0.3304878048780488, pvalue=1.5411764011446184e-22)",271
44,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=293, n=820, alternative='two-sided', statistic=0.3573170731707317, pvalue=2.5635042692233914e-16)",293
45,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=384, n=820, alternative='two-sided', statistic=0.4682926829268293, pvalue=0.07484864875963738)",384
46,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=395, n=820, alternative='two-sided', statistic=0.4817073170731707, pvalue=0.3111908628560894)",395
47,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=438, n=820, alternative='two-sided', statistic=0.5341463414634147, pvalue=0.05470538853358258)",438
48,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=467, n=820, alternative='two-sided', statistic=0.5695121951219512, pvalue=7.749576336274297e-05)",467
49,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=463, n=820, alternative='two-sided', statistic=0.5646341463414634, pvalue=0.00024120264453514112)",463
50,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=518, n=820, alternative='two-sided', statistic=0.6317073170731707, pvalue=4.304048091854179e-14)",518
51,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=524, n=820, alternative='two-sided', statistic=0.6390243902439025, pvalue=1.4820136139102612e-15)",524
52,bert-base-uncased,1,"BinomTestResult(k=684, n=820, alternative='two-sided', statistic=0.8341463414634146, pvalue=1.2979476571362552e-88)",684
53,bert-base-uncased,2,"BinomTestResult(k=703, n=820, alternative='two-sided', statistic=0.8573170731707317, pvalue=1.1889037187087221e-102)",703
54,bert-base-uncased,3,"BinomTestResult(k=696, n=820, alternative='two-sided', statistic=0.848780487804878, pvalue=2.617344720260901e-97)",696
55,bert-base-uncased,4,"BinomTestResult(k=712, n=820, alternative='two-sided', statistic=0.8682926829268293, pvalue=7.833977554892554e-110)",712
56,bert-base-uncased,5,"BinomTestResult(k=712, n=820, alternative='two-sided', statistic=0.8682926829268293, pvalue=7.833977554892554e-110)",712
57,bert-base-uncased,6,"BinomTestResult(k=730, n=820, alternative='two-sided', statistic=0.8902439024390244, pvalue=2.4091211468710524e-125)",730
58,bert-base-uncased,7,"BinomTestResult(k=734, n=820, alternative='two-sided', statistic=0.8951219512195122, pvalue=5.0963074009514105e-129)",734
59,bert-base-uncased,8,"BinomTestResult(k=738, n=820, alternative='two-sided', statistic=0.9, pvalue=8.767688921552584e-133)",738
60,bert-base-uncased,9,"BinomTestResult(k=735, n=820, alternative='two-sided', statistic=0.8963414634146342, pvalue=5.95282043367685e-130)",735
61,bert-base-uncased,10,"BinomTestResult(k=742, n=820, alternative='two-sided', statistic=0.9048780487804878, pvalue=1.2159000465366305e-136)",742
62,bert-base-uncased,11,"BinomTestResult(k=737, n=820, alternative='two-sided', statistic=0.8987804878048781, pvalue=7.809039083534111e-132)",737
63,bert-base-uncased,12,"BinomTestResult(k=699, n=820, alternative='two-sided', statistic=0.8524390243902439, pvalue=1.4234189916280313e-99)",699
64,roberta-base,1,"BinomTestResult(k=540, n=820, alternative='two-sided', statistic=0.6585365853658537, pvalue=7.391537767445463e-20)",540
65,roberta-base,2,"BinomTestResult(k=588, n=820, alternative='two-sided', statistic=0.7170731707317073, pvalue=2.0104238829692166e-36)",588
66,roberta-base,3,"BinomTestResult(k=638, n=820, alternative='two-sided', statistic=0.7780487804878049, pvalue=4.420487314136754e-60)",638
67,roberta-base,4,"BinomTestResult(k=646, n=820, alternative='two-sided', statistic=0.7878048780487805, pvalue=1.5340583468642122e-64)",646
68,roberta-base,5,"BinomTestResult(k=619, n=820, alternative='two-sided', statistic=0.7548780487804878, pvalue=2.914608766557283e-50)",619
69,roberta-base,6,"BinomTestResult(k=646, n=820, alternative='two-sided', statistic=0.7878048780487805, pvalue=1.5340583468642122e-64)",646
70,roberta-base,7,"BinomTestResult(k=623, n=820, alternative='two-sided', statistic=0.7597560975609756, pvalue=3.0562026024986852e-52)",623
71,roberta-base,8,"BinomTestResult(k=645, n=820, alternative='two-sided', statistic=0.7865853658536586, pvalue=5.6780357150725975e-64)",645
72,roberta-base,9,"BinomTestResult(k=654, n=820, alternative='two-sided', statistic=0.7975609756097561, pvalue=3.34430246894997e-69)",654
73,roberta-base,10,"BinomTestResult(k=673, n=820, alternative='two-sided', statistic=0.8207317073170731, pvalue=3.985406888588872e-81)",673
74,roberta-base,11,"BinomTestResult(k=666, n=820, alternative='two-sided', statistic=0.8121951219512196, pvalue=1.3725797960408508e-76)",666
75,roberta-base,12,"BinomTestResult(k=631, n=820, alternative='two-sided', statistic=0.7695121951219512, pvalue=2.438534540382763e-56)",631
76,bert-base-japanese,1,"BinomTestResult(k=412, n=820, alternative='two-sided', statistic=0.5024390243902439, pvalue=0.9165710150858601)",412
77,bert-base-japanese,2,"BinomTestResult(k=423, n=820, alternative='two-sided', statistic=0.5158536585365854, pvalue=0.382654018915252)",423
78,bert-base-japanese,3,"BinomTestResult(k=415, n=820, alternative='two-sided', statistic=0.5060975609756098, pvalue=0.7533199368314922)",415
79,bert-base-japanese,4,"BinomTestResult(k=397, n=820, alternative='two-sided', statistic=0.4841463414634146, pvalue=0.382654018915252)",397
80,bert-base-japanese,5,"BinomTestResult(k=426, n=820, alternative='two-sided', statistic=0.5195121951219512, pvalue=0.27899235116912724)",426
81,bert-base-japanese,6,"BinomTestResult(k=402, n=820, alternative='two-sided', statistic=0.4902439024390244, pvalue=0.6004287832445216)",402
82,bert-base-japanese,7,"BinomTestResult(k=385, n=820, alternative='two-sided', statistic=0.4695121951219512, pvalue=0.08699074869285413)",385
83,bert-base-japanese,8,"BinomTestResult(k=376, n=820, alternative='two-sided', statistic=0.4585365853658537, pvalue=0.01924207301145003)",376
84,bert-base-japanese,9,"BinomTestResult(k=309, n=820, alternative='two-sided', statistic=0.37682926829268293, pvalue=1.7331437633053685e-12)",309
85,bert-base-japanese,10,"BinomTestResult(k=301, n=820, alternative='two-sided', statistic=0.3670731707317073, pvalue=2.4869295687521312e-14)",301
86,bert-base-japanese,11,"BinomTestResult(k=317, n=820, alternative='two-sided', statistic=0.38658536585365855, pvalue=8.713874482378304e-11)",317
87,bert-base-japanese,12,"BinomTestResult(k=346, n=820, alternative='two-sided', statistic=0.4219512195121951, pvalue=8.849859562712651e-06)",346
