,model,layer,binom_p_val,num_success
32,xlnet-base-cased,3,"BinomTestResult(k=1549, n=1770, alternative='two-sided', statistic=0.8751412429378531, pvalue=2.5973682193799646e-245)",1549
33,xlnet-base-cased,4,"BinomTestResult(k=1583, n=1770, alternative='two-sided', statistic=0.8943502824858757, pvalue=2.096536063508797e-275)",1583
34,xlnet-base-cased,5,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.650149579933611e-214)",1510
35,xlnet-base-cased,6,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.650149579933611e-214)",1510
36,xlnet-base-cased,7,"BinomTestResult(k=1507, n=1770, alternative='two-sided', statistic=0.8514124293785311, pvalue=1.082562046843102e-211)",1507
37,xlnet-base-cased,8,"BinomTestResult(k=1468, n=1770, alternative='two-sided', statistic=0.8293785310734463, pvalue=1.4993885565434208e-183)",1468
38,xlnet-base-cased,9,"BinomTestResult(k=1509, n=1770, alternative='two-sided', statistic=0.8525423728813559, pvalue=3.2719231068330836e-213)",1509
39,xlnet-base-cased,10,"BinomTestResult(k=1511, n=1770, alternative='two-sided', statistic=0.8536723163841808, pvalue=9.713215875674796e-215)",1511
40,xlnet-base-cased,11,"BinomTestResult(k=1495, n=1770, alternative='two-sided', statistic=0.844632768361582, pvalue=9.804853520787536e-203)",1495
41,xlnet-base-cased,12,"BinomTestResult(k=1509, n=1770, alternative='two-sided', statistic=0.8525423728813559, pvalue=3.2719231068330836e-213)",1509
42,bert-base-japanese,1,"BinomTestResult(k=1255, n=1770, alternative='two-sided', statistic=0.7090395480225988, pvalue=3.632578445074432e-71)",1255
43,bert-base-japanese,2,"BinomTestResult(k=1340, n=1770, alternative='two-sided', statistic=0.7570621468926554, pvalue=1.5519859340530478e-108)",1340
44,bert-base-japanese,3,"BinomTestResult(k=1307, n=1770, alternative='two-sided', statistic=0.7384180790960452, pvalue=5.993530209482342e-93)",1307
45,bert-base-japanese,4,"BinomTestResult(k=1349, n=1770, alternative='two-sided', statistic=0.7621468926553673, pvalue=4.914006738756574e-113)",1349
46,bert-base-japanese,5,"BinomTestResult(k=1272, n=1770, alternative='two-sided', statistic=0.7186440677966102, pvalue=6.33561049853809e-78)",1272
47,bert-base-japanese,6,"BinomTestResult(k=1295, n=1770, alternative='two-sided', statistic=0.731638418079096, pvalue=1.2588745613291436e-87)",1295
48,bert-base-japanese,7,"BinomTestResult(k=1410, n=1770, alternative='two-sided', statistic=0.7966101694915254, pvalue=1.6693507930277294e-146)",1410
49,bert-base-japanese,8,"BinomTestResult(k=1403, n=1770, alternative='two-sided', statistic=0.7926553672316384, pvalue=2.170672161923854e-142)",1403
50,bert-base-japanese,9,"BinomTestResult(k=1397, n=1770, alternative='two-sided', statistic=0.7892655367231638, pvalue=6.379344208201646e-139)",1397
51,bert-base-japanese,10,"BinomTestResult(k=1451, n=1770, alternative='two-sided', statistic=0.8197740112994351, pvalue=3.996051592446203e-172)",1451
52,bert-base-japanese,11,"BinomTestResult(k=1400, n=1770, alternative='two-sided', statistic=0.7909604519774012, pvalue=1.1949484185075117e-140)",1400
53,bert-base-japanese,12,"BinomTestResult(k=1402, n=1770, alternative='two-sided', statistic=0.792090395480226, pvalue=8.28574759987999e-142)",1402
54,xlm-mlm-xnli15-1024,1,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661697867e-87)",1294
55,xlm-mlm-xnli15-1024,2,"BinomTestResult(k=1399, n=1770, alternative='two-sided', statistic=0.7903954802259887, pvalue=4.514764342682815e-140)",1399
56,xlm-mlm-xnli15-1024,3,"BinomTestResult(k=1448, n=1770, alternative='two-sided', statistic=0.8180790960451978, pvalue=3.695122578791395e-170)",1448
57,xlm-mlm-xnli15-1024,4,"BinomTestResult(k=1407, n=1770, alternative='two-sided', statistic=0.7949152542372881, pvalue=9.879071646647412e-145)",1407
58,xlm-mlm-xnli15-1024,5,"BinomTestResult(k=1363, n=1770, alternative='two-sided', statistic=0.7700564971751412, pvalue=2.9802508919202092e-120)",1363
59,xlm-mlm-xnli15-1024,6,"BinomTestResult(k=1364, n=1770, alternative='two-sided', statistic=0.7706214689265537, pvalue=8.880681637420218e-121)",1364
60,xlm-mlm-xnli15-1024,7,"BinomTestResult(k=1345, n=1770, alternative='two-sided', statistic=0.7598870056497176, pvalue=5.0652595871553414e-111)",1345
61,xlm-mlm-xnli15-1024,8,"BinomTestResult(k=1356, n=1770, alternative='two-sided', statistic=0.7661016949152543, pvalue=1.3071267022610338e-116)",1356
62,xlm-mlm-xnli15-1024,9,"BinomTestResult(k=1447, n=1770, alternative='two-sided', statistic=0.8175141242937853, pvalue=1.6583090595899933e-169)",1447
63,xlm-mlm-xnli15-1024,10,"BinomTestResult(k=1406, n=1770, alternative='two-sided', statistic=0.7943502824858757, pvalue=3.8232346510099065e-144)",1406
64,xlm-mlm-xnli15-1024,11,"BinomTestResult(k=1403, n=1770, alternative='two-sided', statistic=0.7926553672316384, pvalue=2.170672161923854e-142)",1403
65,xlm-mlm-xnli15-1024,12,"BinomTestResult(k=1393, n=1770, alternative='two-sided', statistic=0.7870056497175141, pvalue=1.2229692726750595e-136)",1393
66,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1279, n=1770, alternative='two-sided', statistic=0.7225988700564971, pvalue=8.273361432535029e-81)",1279
67,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1525, n=1770, alternative='two-sided', statistic=0.8615819209039548, pvalue=1.1827010007696635e-225)",1525
68,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1471, n=1770, alternative='two-sided', statistic=0.8310734463276837, pvalue=1.2832713090733614e-185)",1471
69,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1486, n=1770, alternative='two-sided', statistic=0.8395480225988701, pvalue=3.4064399087575406e-196)",1486
70,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1477, n=1770, alternative='two-sided', statistic=0.8344632768361582, pvalue=8.431556472301011e-190)",1477
71,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1479, n=1770, alternative='two-sided', statistic=0.8355932203389831, pvalue=3.293373570260407e-191)",1479
72,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1495, n=1770, alternative='two-sided', statistic=0.844632768361582, pvalue=9.804853520787536e-203)",1495
73,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1507, n=1770, alternative='two-sided', statistic=0.8514124293785311, pvalue=1.082562046843102e-211)",1507
74,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1491, n=1770, alternative='two-sided', statistic=0.8423728813559322, pvalue=8.258722495012239e-200)",1491
75,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1495, n=1770, alternative='two-sided', statistic=0.844632768361582, pvalue=9.804853520787536e-203)",1495
76,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1503, n=1770, alternative='two-sided', statistic=0.8491525423728814, pvalue=1.1235078855614896e-208)",1503
77,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1508, n=1770, alternative='two-sided', statistic=0.8519774011299435, pvalue=1.886247423889198e-212)",1508
78,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1516, n=1770, alternative='two-sided', statistic=0.8564971751412429, pvalue=1.3625486957082002e-218)",1516
79,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1499, n=1770, alternative='two-sided', statistic=0.8468926553672317, pvalue=1.0867142166323552e-205)",1499
80,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.650149579933611e-214)",1510
81,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1504, n=1770, alternative='two-sided', statistic=0.8497175141242937, pvalue=1.9926328405870853e-209)",1504
82,openai-community/gpt2,1,"BinomTestResult(k=1384, n=1770, alternative='two-sided', statistic=0.7819209039548023, pvalue=1.374601832306104e-131)",1384
83,openai-community/gpt2,2,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.09884760838762e-241)",1544
84,openai-community/gpt2,3,"BinomTestResult(k=1543, n=1770, alternative='two-sided', statistic=0.8717514124293785, pvalue=2.790361813433692e-240)",1543
85,openai-community/gpt2,4,"BinomTestResult(k=1541, n=1770, alternative='two-sided', statistic=0.8706214689265537, pvalue=1.2737891921793513e-238)",1541
86,openai-community/gpt2,5,"BinomTestResult(k=1550, n=1770, alternative='two-sided', statistic=0.8757062146892656, pvalue=3.7001695703242025e-246)",1550
87,openai-community/gpt2,6,"BinomTestResult(k=1541, n=1770, alternative='two-sided', statistic=0.8706214689265537, pvalue=1.2737891921793513e-238)",1541
88,openai-community/gpt2,7,"BinomTestResult(k=1532, n=1770, alternative='two-sided', statistic=0.8655367231638418, pvalue=2.9234785834167257e-231)",1532
89,openai-community/gpt2,8,"BinomTestResult(k=1536, n=1770, alternative='two-sided', statistic=0.8677966101694915, pvalue=1.6436042843450947e-234)",1536
90,openai-community/gpt2,9,"BinomTestResult(k=1549, n=1770, alternative='two-sided', statistic=0.8751412429378531, pvalue=2.5973682193799646e-245)",1549
91,openai-community/gpt2,10,"BinomTestResult(k=1568, n=1770, alternative='two-sided', statistic=0.8858757062146893, pvalue=8.733549473898669e-262)",1568
92,openai-community/gpt2,11,"BinomTestResult(k=1568, n=1770, alternative='two-sided', statistic=0.8858757062146893, pvalue=8.733549473898669e-262)",1568
93,openai-community/gpt2,12,"BinomTestResult(k=1575, n=1770, alternative='two-sided', statistic=0.8898305084745762, pvalue=4.522250600814755e-268)",1575
94,openai-community/openai-gpt,1,"BinomTestResult(k=1250, n=1770, alternative='two-sided', statistic=0.7062146892655368, pvalue=3.037198567084285e-69)",1250
95,openai-community/openai-gpt,2,"BinomTestResult(k=1552, n=1770, alternative='two-sided', statistic=0.8768361581920904, pvalue=7.393368537366161e-248)",1552
96,openai-community/openai-gpt,3,"BinomTestResult(k=1546, n=1770, alternative='two-sided', statistic=0.8734463276836159, pvalue=8.710890903602834e-243)",1546
97,openai-community/openai-gpt,4,"BinomTestResult(k=1528, n=1770, alternative='two-sided', statistic=0.8632768361581921, pvalue=4.812220381179661e-228)",1528
98,openai-community/openai-gpt,5,"BinomTestResult(k=1552, n=1770, alternative='two-sided', statistic=0.8768361581920904, pvalue=7.393368537366161e-248)",1552
99,openai-community/openai-gpt,6,"BinomTestResult(k=1538, n=1770, alternative='two-sided', statistic=0.8689265536723164, pvalue=3.7841950367778306e-236)",1538
100,openai-community/openai-gpt,7,"BinomTestResult(k=1540, n=1770, alternative='two-sided', statistic=0.8700564971751412, pvalue=8.541853686638469e-238)",1540
101,openai-community/openai-gpt,8,"BinomTestResult(k=1509, n=1770, alternative='two-sided', statistic=0.8525423728813559, pvalue=3.2719231068330836e-213)",1509
102,openai-community/openai-gpt,9,"BinomTestResult(k=1525, n=1770, alternative='two-sided', statistic=0.8615819209039548, pvalue=1.1827010007696635e-225)",1525
103,openai-community/openai-gpt,10,"BinomTestResult(k=1525, n=1770, alternative='two-sided', statistic=0.8615819209039548, pvalue=1.1827010007696635e-225)",1525
104,openai-community/openai-gpt,11,"BinomTestResult(k=1516, n=1770, alternative='two-sided', statistic=0.8564971751412429, pvalue=1.3625486957082002e-218)",1516
105,openai-community/openai-gpt,12,"BinomTestResult(k=1534, n=1770, alternative='two-sided', statistic=0.8666666666666667, pvalue=6.999800569885403e-233)",1534
106,microsoft/phi-1,1,"BinomTestResult(k=1458, n=1770, alternative='two-sided', statistic=0.823728813559322, pvalue=9.038647248360434e-177)",1458
107,microsoft/phi-1,2,"BinomTestResult(k=1515, n=1770, alternative='two-sided', statistic=0.8559322033898306, pvalue=8.107973334961377e-218)",1515
108,microsoft/phi-1,3,"BinomTestResult(k=1462, n=1770, alternative='two-sided', statistic=0.8259887005649718, pvalue=1.8386833548448425e-179)",1462
109,microsoft/phi-1,4,"BinomTestResult(k=1484, n=1770, alternative='two-sided', statistic=0.8384180790960452, pvalue=9.240500666323055e-195)",1484
110,microsoft/phi-1,5,"BinomTestResult(k=1462, n=1770, alternative='two-sided', statistic=0.8259887005649718, pvalue=1.8386833548448425e-179)",1462
111,microsoft/phi-1,6,"BinomTestResult(k=1464, n=1770, alternative='two-sided', statistic=0.8271186440677966, pvalue=8.100358747954042e-181)",1464
112,microsoft/phi-1,7,"BinomTestResult(k=1467, n=1770, alternative='two-sided', statistic=0.8288135593220339, pvalue=7.2718673785742e-183)",1467
113,microsoft/phi-1,8,"BinomTestResult(k=1463, n=1770, alternative='two-sided', statistic=0.8265536723163842, pvalue=3.8668702528223625e-180)",1463
114,microsoft/phi-1,9,"BinomTestResult(k=1470, n=1770, alternative='two-sided', statistic=0.8305084745762712, pvalue=6.298759696346025e-185)",1470
115,microsoft/phi-1,10,"BinomTestResult(k=1483, n=1770, alternative='two-sided', statistic=0.8378531073446328, pvalue=4.782766898193608e-194)",1483
116,microsoft/phi-1,11,"BinomTestResult(k=1484, n=1770, alternative='two-sided', statistic=0.8384180790960452, pvalue=9.240500666323055e-195)",1484
117,microsoft/phi-1,12,"BinomTestResult(k=1498, n=1770, alternative='two-sided', statistic=0.8463276836158192, pvalue=5.994667122902591e-205)",1498
118,microsoft/phi-1,13,"BinomTestResult(k=1500, n=1770, alternative='two-sided', statistic=0.847457627118644, pvalue=1.9614504351336988e-206)",1500
119,microsoft/phi-1,14,"BinomTestResult(k=1490, n=1770, alternative='two-sided', statistic=0.8418079096045198, pvalue=4.402072861643762e-199)",1490
120,microsoft/phi-1,15,"BinomTestResult(k=1475, n=1770, alternative='two-sided', statistic=0.8333333333333334, pvalue=2.123655232884021e-188)",1475
121,microsoft/phi-1,16,"BinomTestResult(k=1491, n=1770, alternative='two-sided', statistic=0.8423728813559322, pvalue=8.258722495012239e-200)",1491
122,microsoft/phi-1,17,"BinomTestResult(k=1491, n=1770, alternative='two-sided', statistic=0.8423728813559322, pvalue=8.258722495012239e-200)",1491
123,microsoft/phi-1,18,"BinomTestResult(k=1511, n=1770, alternative='two-sided', statistic=0.8536723163841808, pvalue=9.713215875674796e-215)",1511
124,microsoft/phi-1,19,"BinomTestResult(k=1514, n=1770, alternative='two-sided', statistic=0.8553672316384181, pvalue=4.802718555555446e-217)",1514
125,microsoft/phi-1,20,"BinomTestResult(k=1513, n=1770, alternative='two-sided', statistic=0.8548022598870056, pvalue=2.8319328400675816e-216)",1513
126,microsoft/phi-1,21,"BinomTestResult(k=1512, n=1770, alternative='two-sided', statistic=0.8542372881355932, pvalue=1.6622874970177255e-215)",1512
127,microsoft/phi-1,22,"BinomTestResult(k=1511, n=1770, alternative='two-sided', statistic=0.8536723163841808, pvalue=9.713215875674796e-215)",1511
128,microsoft/phi-1,23,"BinomTestResult(k=1489, n=1770, alternative='two-sided', statistic=0.8412429378531073, pvalue=2.336484479079453e-198)",1489
129,microsoft/phi-1,24,"BinomTestResult(k=1520, n=1770, alternative='two-sided', statistic=0.8587570621468926, pvalue=1.0378287930145904e-221)",1520
