,model,layer,binom_p_val,num_success
19,microsoft/phi-1,8,"BinomTestResult(k=520, n=820, alternative='two-sided', statistic=0.6341463414634146, pvalue=1.429569657428832e-14)",520
20,microsoft/phi-1,9,"BinomTestResult(k=514, n=820, alternative='two-sided', statistic=0.6268292682926829, pvalue=3.667416201260062e-13)",514
21,microsoft/phi-1,10,"BinomTestResult(k=526, n=820, alternative='two-sided', statistic=0.6414634146341464, pvalue=4.624981898493889e-16)",526
22,microsoft/phi-1,11,"BinomTestResult(k=528, n=820, alternative='two-sided', statistic=0.6439024390243903, pvalue=1.4134579257592975e-16)",528
23,microsoft/phi-1,12,"BinomTestResult(k=516, n=820, alternative='two-sided', statistic=0.6292682926829268, pvalue=1.2693623079561585e-13)",516
24,microsoft/phi-1,13,"BinomTestResult(k=510, n=820, alternative='two-sided', statistic=0.6219512195121951, pvalue=2.878881166273085e-12)",510
25,microsoft/phi-1,14,"BinomTestResult(k=516, n=820, alternative='two-sided', statistic=0.6292682926829268, pvalue=1.2693623079561585e-13)",516
26,microsoft/phi-1,15,"BinomTestResult(k=522, n=820, alternative='two-sided', statistic=0.6365853658536585, pvalue=4.650936547487405e-15)",522
27,microsoft/phi-1,16,"BinomTestResult(k=547, n=820, alternative='two-sided', statistic=0.6670731707317074, pvalue=6.310671066520888e-22)",547
28,microsoft/phi-1,17,"BinomTestResult(k=538, n=820, alternative='two-sided', statistic=0.6560975609756098, pvalue=2.7463224557640837e-19)",538
29,microsoft/phi-1,18,"BinomTestResult(k=539, n=820, alternative='two-sided', statistic=0.6573170731707317, pvalue=1.4285832133870593e-19)",539
30,microsoft/phi-1,19,"BinomTestResult(k=531, n=820, alternative='two-sided', statistic=0.6475609756097561, pvalue=2.2958245725499677e-17)",531
31,microsoft/phi-1,20,"BinomTestResult(k=535, n=820, alternative='two-sided', statistic=0.6524390243902439, pvalue=1.8896613129256026e-18)",535
32,microsoft/phi-1,21,"BinomTestResult(k=537, n=820, alternative='two-sided', statistic=0.6548780487804878, pvalue=5.251423913004037e-19)",537
33,microsoft/phi-1,22,"BinomTestResult(k=527, n=820, alternative='two-sided', statistic=0.6426829268292683, pvalue=2.5635042692233914e-16)",527
34,microsoft/phi-1,23,"BinomTestResult(k=532, n=820, alternative='two-sided', statistic=0.6487804878048781, pvalue=1.2395013807436278e-17)",532
35,microsoft/phi-1,24,"BinomTestResult(k=529, n=820, alternative='two-sided', statistic=0.6451219512195122, pvalue=7.752693298597322e-17)",529
36,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=471, n=820, alternative='two-sided', statistic=0.574390243902439, pvalue=2.3080111019577604e-05)",471
37,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=543, n=820, alternative='two-sided', statistic=0.6621951219512195, pvalue=9.9135742603003e-21)",543
38,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=400, n=820, alternative='two-sided', statistic=0.4878048780487805, pvalue=0.5070289999465738)",400
39,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=441, n=820, alternative='two-sided', statistic=0.5378048780487805, pvalue=0.03309082459004637)",441
40,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=434, n=820, alternative='two-sided', statistic=0.5292682926829269, pvalue=0.10067420328080609)",434
41,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=364, n=820, alternative='two-sided', statistic=0.44390243902439025, pvalue=0.0014686426697346079)",364
42,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=267, n=820, alternative='two-sided', statistic=0.325609756097561, pvalue=8.608479422910077e-24)",267
43,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=304, n=820, alternative='two-sided', statistic=0.37073170731707317, pvalue=1.2693623079561585e-13)",304
44,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=450, n=820, alternative='two-sided', statistic=0.5487804878048781, pvalue=0.0057684837832386315)",450
45,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=550, n=820, alternative='two-sided', statistic=0.6707317073170732, pvalue=7.554191148988948e-23)",550
46,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=522, n=820, alternative='two-sided', statistic=0.6365853658536585, pvalue=4.650936547487405e-15)",522
47,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=505, n=820, alternative='two-sided', statistic=0.6158536585365854, pvalue=3.3733500550962634e-11)",505
48,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=493, n=820, alternative='two-sided', statistic=0.6012195121951219, pvalue=7.417514449076327e-09)",493
49,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=270, n=820, alternative='two-sided', statistic=0.32926829268292684, pvalue=7.554191148988948e-23)",270
50,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=578, n=820, alternative='two-sided', statistic=0.7048780487804878, pvalue=1.677732575210678e-32)",578
51,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=520, n=820, alternative='two-sided', statistic=0.6341463414634146, pvalue=1.429569657428832e-14)",520
52,bert-base-uncased,1,"BinomTestResult(k=675, n=820, alternative='two-sided', statistic=0.823170731707317, pvalue=1.871503895562635e-82)",675
53,bert-base-uncased,2,"BinomTestResult(k=680, n=820, alternative='two-sided', statistic=0.8292682926829268, pvalue=7.722167252656697e-86)",680
54,bert-base-uncased,3,"BinomTestResult(k=696, n=820, alternative='two-sided', statistic=0.848780487804878, pvalue=2.617344720260901e-97)",696
55,bert-base-uncased,4,"BinomTestResult(k=718, n=820, alternative='two-sided', statistic=0.875609756097561, pvalue=7.954800761013188e-115)",718
56,bert-base-uncased,5,"BinomTestResult(k=716, n=820, alternative='two-sided', statistic=0.8731707317073171, pvalue=3.837183566351011e-113)",716
57,bert-base-uncased,6,"BinomTestResult(k=710, n=820, alternative='two-sided', statistic=0.8658536585365854, pvalue=3.320233183898356e-108)",710
58,bert-base-uncased,7,"BinomTestResult(k=691, n=820, alternative='two-sided', statistic=0.8426829268292683, pvalue=1.2890596834651098e-93)",691
59,bert-base-uncased,8,"BinomTestResult(k=685, n=820, alternative='two-sided', statistic=0.8353658536585366, pvalue=2.5713637537059625e-89)",685
60,bert-base-uncased,9,"BinomTestResult(k=678, n=820, alternative='two-sided', statistic=0.8268292682926829, pvalue=1.7887433587564747e-84)",678
61,bert-base-uncased,10,"BinomTestResult(k=659, n=820, alternative='two-sided', statistic=0.8036585365853659, pvalue=3.2000839221892643e-72)",659
62,bert-base-uncased,11,"BinomTestResult(k=650, n=820, alternative='two-sided', statistic=0.7926829268292683, pvalue=7.598764295520219e-67)",650
63,bert-base-uncased,12,"BinomTestResult(k=678, n=820, alternative='two-sided', statistic=0.8268292682926829, pvalue=1.7887433587564747e-84)",678
64,roberta-base,1,"BinomTestResult(k=648, n=820, alternative='two-sided', statistic=0.7902439024390244, pvalue=1.0956054951096973e-65)",648
65,roberta-base,2,"BinomTestResult(k=681, n=820, alternative='two-sided', statistic=0.8304878048780487, pvalue=1.5840130644898947e-86)",681
66,roberta-base,3,"BinomTestResult(k=698, n=820, alternative='two-sided', statistic=0.8512195121951219, pvalue=8.172011027938172e-99)",698
67,roberta-base,4,"BinomTestResult(k=700, n=820, alternative='two-sided', statistic=0.8536585365853658, pvalue=2.455531426583681e-100)",700
68,roberta-base,5,"BinomTestResult(k=715, n=820, alternative='two-sided', statistic=0.8719512195121951, pvalue=2.621482850645556e-112)",715
69,roberta-base,6,"BinomTestResult(k=716, n=820, alternative='two-sided', statistic=0.8731707317073171, pvalue=3.837183566351011e-113)",716
70,roberta-base,7,"BinomTestResult(k=713, n=820, alternative='two-sided', statistic=0.8695121951219512, pvalue=1.1843891579471298e-110)",713
71,roberta-base,8,"BinomTestResult(k=709, n=820, alternative='two-sided', statistic=0.8646341463414634, pvalue=2.1278339771873812e-107)",709
72,roberta-base,9,"BinomTestResult(k=728, n=820, alternative='two-sided', statistic=0.8878048780487805, pvalue=1.5367546462565283e-123)",728
73,roberta-base,10,"BinomTestResult(k=729, n=820, alternative='two-sided', statistic=0.8890243902439025, pvalue=1.9359795446565894e-124)",729
74,roberta-base,11,"BinomTestResult(k=724, n=820, alternative='two-sided', statistic=0.8829268292682927, pvalue=5.407919337639775e-120)",724
75,roberta-base,12,"BinomTestResult(k=703, n=820, alternative='two-sided', statistic=0.8573170731707317, pvalue=1.1889037187087221e-102)",703
76,bert-base-japanese,1,"BinomTestResult(k=388, n=820, alternative='two-sided', statistic=0.47317073170731705, pvalue=0.1331444771163589)",388
77,bert-base-japanese,2,"BinomTestResult(k=385, n=820, alternative='two-sided', statistic=0.4695121951219512, pvalue=0.08699074869285413)",385
78,bert-base-japanese,3,"BinomTestResult(k=390, n=820, alternative='two-sided', statistic=0.47560975609756095, pvalue=0.17317980466617858)",390
79,bert-base-japanese,4,"BinomTestResult(k=407, n=820, alternative='two-sided', statistic=0.49634146341463414, pvalue=0.8614015401138514)",407
80,bert-base-japanese,5,"BinomTestResult(k=426, n=820, alternative='two-sided', statistic=0.5195121951219512, pvalue=0.27899235116912724)",426
81,bert-base-japanese,6,"BinomTestResult(k=389, n=820, alternative='two-sided', statistic=0.474390243902439, pvalue=0.15216247680506803)",389
82,bert-base-japanese,7,"BinomTestResult(k=366, n=820, alternative='two-sided', statistic=0.44634146341463415, pvalue=0.00236010680157798)",366
83,bert-base-japanese,8,"BinomTestResult(k=333, n=820, alternative='two-sided', statistic=0.4060975609756098, pvalue=8.408252760950981e-08)",333
84,bert-base-japanese,9,"BinomTestResult(k=314, n=820, alternative='two-sided', statistic=0.3829268292682927, pvalue=2.0830351458943766e-11)",314
85,bert-base-japanese,10,"BinomTestResult(k=352, n=820, alternative='two-sided', statistic=0.4292682926829268, pvalue=5.765887302951178e-05)",352
86,bert-base-japanese,11,"BinomTestResult(k=352, n=820, alternative='two-sided', statistic=0.4292682926829268, pvalue=5.765887302951178e-05)",352
87,bert-base-japanese,12,"BinomTestResult(k=366, n=820, alternative='two-sided', statistic=0.44634146341463415, pvalue=0.00236010680157798)",366
