,model,Word representations processed . . .,layer,relation_vector_corr,num_top_relations_considered
86,roberta-base,As a compound,10,0.12167556121911259,18
87,roberta-base,In separate sentences,10,-0.003414102895759678,18
88,roberta-base,As a compound,11,0.17551972217026782,1
89,roberta-base,In separate sentences,11,0.09484784937036449,1
90,roberta-base,As a compound,11,0.13398421656079434,18
91,roberta-base,In separate sentences,11,0.0036236119228521334,18
92,roberta-base,As a compound,12,0.1491669103889661,1
93,roberta-base,In separate sentences,12,0.0849390617618107,1
94,roberta-base,As a compound,12,0.08566683593463063,18
95,roberta-base,In separate sentences,12,-0.012309294088715577,18
96,bert-base-japanese,As a compound,1,0.04395938011426383,1
97,bert-base-japanese,In separate sentences,1,0.043997407259691396,1
98,bert-base-japanese,As a compound,1,0.03163139186172404,18
99,bert-base-japanese,In separate sentences,1,0.02851430633668995,18
100,bert-base-japanese,As a compound,2,0.03827975432218983,1
101,bert-base-japanese,In separate sentences,2,0.0379918345068097,1
102,bert-base-japanese,As a compound,2,0.04356829642972346,18
103,bert-base-japanese,In separate sentences,2,0.045777083672667696,18
104,bert-base-japanese,As a compound,3,0.040775964797042055,1
105,bert-base-japanese,In separate sentences,3,0.04510562692643754,1
106,bert-base-japanese,As a compound,3,0.04805868807746724,18
107,bert-base-japanese,In separate sentences,3,0.0446631088456883,18
108,bert-base-japanese,As a compound,4,0.034789405616874144,1
109,bert-base-japanese,In separate sentences,4,0.04173750833142474,1
110,bert-base-japanese,As a compound,4,0.047101845020807186,18
111,bert-base-japanese,In separate sentences,4,0.03928485882093685,18
112,bert-base-japanese,As a compound,5,0.028376399162982836,1
113,bert-base-japanese,In separate sentences,5,0.0340994845498312,1
114,bert-base-japanese,As a compound,5,0.04811106533424035,18
115,bert-base-japanese,In separate sentences,5,0.02913261346542622,18
116,bert-base-japanese,As a compound,6,0.026388122702055927,1
117,bert-base-japanese,In separate sentences,6,0.0325186417899139,1
118,bert-base-japanese,As a compound,6,0.026149664817494006,18
119,bert-base-japanese,In separate sentences,6,0.02324975328395819,18
120,bert-base-japanese,As a compound,7,0.026996557028896948,1
121,bert-base-japanese,In separate sentences,7,0.027667464523226114,1
122,bert-base-japanese,As a compound,7,0.0335501879513147,18
123,bert-base-japanese,In separate sentences,7,0.033032802853921746,18
124,bert-base-japanese,As a compound,8,0.02058626679967904,1
125,bert-base-japanese,In separate sentences,8,0.03268161527031775,1
126,bert-base-japanese,As a compound,8,0.04041033109452498,18
127,bert-base-japanese,In separate sentences,8,0.03864355679898312,18
128,bert-base-japanese,As a compound,9,0.02916138809359469,1
129,bert-base-japanese,In separate sentences,9,0.017473473323965597,1
130,bert-base-japanese,As a compound,9,0.03156112968800401,18
131,bert-base-japanese,In separate sentences,9,0.030917272677915,18
132,bert-base-japanese,As a compound,10,0.01973337225223225,1
133,bert-base-japanese,In separate sentences,10,0.010775263279367562,1
134,bert-base-japanese,As a compound,10,0.031249421135500603,18
135,bert-base-japanese,In separate sentences,10,0.015485144340860969,18
136,bert-base-japanese,As a compound,11,0.02326989677699569,1
137,bert-base-japanese,In separate sentences,11,0.007412577133701557,1
138,bert-base-japanese,As a compound,11,0.03055190937457084,18
139,bert-base-japanese,In separate sentences,11,0.02111506069693689,18
140,bert-base-japanese,As a compound,12,0.02682271864979951,1
141,bert-base-japanese,In separate sentences,12,0.006154965109918552,1
142,bert-base-japanese,As a compound,12,0.01633851037804243,18
143,bert-base-japanese,In separate sentences,12,0.002364002772162127,18
144,openai-community/gpt2,As a compound,1,0.11575734690617782,1
145,openai-community/gpt2,In separate sentences,1,0.032863602323435374,1
146,openai-community/gpt2,As a compound,1,0.03360639769029073,18
147,openai-community/gpt2,In separate sentences,1,-0.050906222354229945,18
148,openai-community/gpt2,As a compound,2,0.13238879058139022,1
149,openai-community/gpt2,In separate sentences,2,0.019412857740771356,1
150,openai-community/gpt2,As a compound,2,0.03139633295327885,18
151,openai-community/gpt2,In separate sentences,2,-0.02556968251078684,18
152,openai-community/gpt2,As a compound,3,0.14534518227349588,1
153,openai-community/gpt2,In separate sentences,3,0.01109306156615506,1
154,openai-community/gpt2,As a compound,3,0.04645287803444763,18
155,openai-community/gpt2,In separate sentences,3,-0.023274025671243287,18
156,openai-community/gpt2,As a compound,4,0.14594275170164334,1
157,openai-community/gpt2,In separate sentences,4,0.007265901001338097,1
158,openai-community/gpt2,As a compound,4,0.054305634068211796,18
159,openai-community/gpt2,In separate sentences,4,-0.022153663373925707,18
160,openai-community/gpt2,As a compound,5,0.15221179824784456,1
161,openai-community/gpt2,In separate sentences,5,0.006222870726753487,1
162,openai-community/gpt2,As a compound,5,0.05637517445778361,18
163,openai-community/gpt2,In separate sentences,5,-0.025954208225145558,18
164,openai-community/gpt2,As a compound,6,0.1489197339436869,1
165,openai-community/gpt2,In separate sentences,6,0.007860754204812132,1
166,openai-community/gpt2,As a compound,6,0.0620523580943621,18
167,openai-community/gpt2,In separate sentences,6,-0.012842009114920172,18
168,openai-community/gpt2,As a compound,7,0.15225797406729233,1
169,openai-community/gpt2,In separate sentences,7,0.011611860478773967,1
170,openai-community/gpt2,As a compound,7,0.05444488092158422,18
171,openai-community/gpt2,In separate sentences,7,-0.008280077799388719,18
172,openai-community/gpt2,As a compound,8,0.15125568716280868,1
173,openai-community/gpt2,In separate sentences,8,0.014118935852319785,1
174,openai-community/gpt2,As a compound,8,0.05838722761431177,18
175,openai-community/gpt2,In separate sentences,8,-0.002293740598442096,18
176,openai-community/gpt2,As a compound,9,0.13957592106719977,1
177,openai-community/gpt2,In separate sentences,9,0.014675761910366255,1
178,openai-community/gpt2,As a compound,9,0.04922248517308448,18
179,openai-community/gpt2,In separate sentences,9,0.0008297323969301818,18
180,openai-community/gpt2,As a compound,10,0.13263053457732257,1
181,openai-community/gpt2,In separate sentences,10,0.009036879488393214,1
182,openai-community/gpt2,As a compound,10,0.048394669017255754,18
183,openai-community/gpt2,In separate sentences,10,0.008050128867214073,18
184,openai-community/gpt2,As a compound,11,0.11598550977874321,1
185,openai-community/gpt2,In separate sentences,11,0.007502212547923673,1
186,openai-community/gpt2,As a compound,11,0.050896002401688845,18
187,openai-community/gpt2,In separate sentences,11,0.010289575967781598,18
188,openai-community/gpt2,As a compound,12,0.0998810136901699,1
189,openai-community/gpt2,In separate sentences,12,0.02133322858486333,1
190,openai-community/gpt2,As a compound,12,0.04056874035891196,18
191,openai-community/gpt2,In separate sentences,12,-0.021813849951934288,18
192,microsoft/phi-1,As a compound,1,0.009593705546439684,1
193,microsoft/phi-1,In separate sentences,1,0.00235768301650896,1
194,microsoft/phi-1,As a compound,1,0.017504862461794946,18
195,microsoft/phi-1,In separate sentences,1,-0.022957207142469332,18
196,microsoft/phi-1,As a compound,2,0.013752245521411133,1
197,microsoft/phi-1,In separate sentences,2,0.005818153250417272,1
198,microsoft/phi-1,As a compound,2,0.017018137222025276,18
199,microsoft/phi-1,In separate sentences,2,-0.03654080156365274,18
200,microsoft/phi-1,As a compound,3,0.023163964014733193,1
201,microsoft/phi-1,In separate sentences,3,0.006719939841985215,1
202,microsoft/phi-1,As a compound,3,0.010315125849134337,18
203,microsoft/phi-1,In separate sentences,3,-0.03258312494211355,18
204,microsoft/phi-1,As a compound,4,0.0294683214816886,1
205,microsoft/phi-1,In separate sentences,4,0.007113792419627841,1
206,microsoft/phi-1,As a compound,4,0.01678052332544481,18
207,microsoft/phi-1,In separate sentences,4,-0.03404585564955783,18
208,microsoft/phi-1,As a compound,5,0.03487360858174947,1
209,microsoft/phi-1,In separate sentences,5,0.007211576507870149,1
210,microsoft/phi-1,As a compound,5,0.019110672504814557,18
211,microsoft/phi-1,In separate sentences,5,-0.03534123463414167,18
212,microsoft/phi-1,As a compound,6,0.04505673488231639,1
213,microsoft/phi-1,In separate sentences,6,0.0072767659000316865,1
214,microsoft/phi-1,As a compound,6,0.02332001545767822,18
215,microsoft/phi-1,In separate sentences,6,-0.037710986129608166,18
216,microsoft/phi-1,As a compound,7,0.057581246851351894,1
217,microsoft/phi-1,In separate sentences,7,0.00771407807244867,1
218,microsoft/phi-1,As a compound,7,0.02684589908435613,18
219,microsoft/phi-1,In separate sentences,7,-0.03761772906267067,18
220,microsoft/phi-1,As a compound,8,0.06248131616216083,1
221,microsoft/phi-1,In separate sentences,8,0.006100640616450603,1
222,microsoft/phi-1,As a compound,8,0.02883878982986973,18
223,microsoft/phi-1,In separate sentences,8,-0.038805798545573006,18
224,microsoft/phi-1,As a compound,9,0.07353906680756174,1
225,microsoft/phi-1,In separate sentences,9,0.010058179965590643,1
226,microsoft/phi-1,As a compound,9,0.03294082328105189,18
227,microsoft/phi-1,In separate sentences,9,-0.03753852443047718,18
228,microsoft/phi-1,As a compound,10,0.078099608034196,1
229,microsoft/phi-1,In separate sentences,10,0.011554819760632622,1
230,microsoft/phi-1,As a compound,10,0.031897110627792526,18
231,microsoft/phi-1,In separate sentences,10,-0.03303663533612466,18
232,microsoft/phi-1,As a compound,11,0.07720597011664823,1
233,microsoft/phi-1,In separate sentences,11,0.013217149260751843,1
234,microsoft/phi-1,As a compound,11,0.033060907723409756,18
235,microsoft/phi-1,In separate sentences,11,-0.02905340883323273,18
236,microsoft/phi-1,As a compound,12,0.07670075232739633,1
237,microsoft/phi-1,In separate sentences,12,0.014113503402972991,1
238,microsoft/phi-1,As a compound,12,0.0384940899930696,18
239,microsoft/phi-1,In separate sentences,12,-0.025260528946418705,18
240,microsoft/phi-1,As a compound,13,0.07972934283823443,1
241,microsoft/phi-1,In separate sentences,13,0.014013003090057286,1
242,microsoft/phi-1,As a compound,13,0.040221261972514716,18
243,microsoft/phi-1,In separate sentences,13,-0.02265955102470993,18
244,microsoft/phi-1,As a compound,14,0.07990589744200528,1
245,microsoft/phi-1,In separate sentences,14,0.01160914425410057,1
246,microsoft/phi-1,As a compound,14,0.037552576865221184,18
247,microsoft/phi-1,In separate sentences,14,-0.019949986107252016,18
248,microsoft/phi-1,As a compound,15,0.08000368153024759,1
249,microsoft/phi-1,In separate sentences,15,0.01182915845264576,1
250,microsoft/phi-1,As a compound,15,0.03732518292118181,18
251,microsoft/phi-1,In separate sentences,15,-0.018410605755749522,18
252,microsoft/phi-1,As a compound,16,0.0832550024643043,1
253,microsoft/phi-1,In separate sentences,16,0.012467471250894155,1
254,microsoft/phi-1,As a compound,16,0.03528757988330092,18
255,microsoft/phi-1,In separate sentences,16,-0.014921769457033085,18
256,microsoft/phi-1,As a compound,17,0.08485485879693537,1
257,microsoft/phi-1,In separate sentences,17,0.01071550633655282,1
258,microsoft/phi-1,As a compound,17,0.03033218039493729,18
259,microsoft/phi-1,In separate sentences,17,-0.011274523893929668,18
260,microsoft/phi-1,As a compound,18,0.08414320793250525,1
261,microsoft/phi-1,In separate sentences,18,0.011769401509831018,1
262,microsoft/phi-1,As a compound,18,0.0289346018849425,18
263,microsoft/phi-1,In separate sentences,18,-0.008041186408740615,18
264,microsoft/phi-1,As a compound,19,0.08620482245961389,1
265,microsoft/phi-1,In separate sentences,19,0.011774833959177812,1
266,microsoft/phi-1,As a compound,19,0.02710012040381588,18
267,microsoft/phi-1,In separate sentences,19,-0.005626722620906829,18
268,microsoft/phi-1,As a compound,20,0.08875807365260747,1
269,microsoft/phi-1,In separate sentences,20,0.012760823515621076,1
270,microsoft/phi-1,As a compound,20,0.027740144931701977,18
271,microsoft/phi-1,In separate sentences,20,-0.0001935403512469939,18
272,microsoft/phi-1,As a compound,21,0.08723427161083151,1
273,microsoft/phi-1,In separate sentences,21,0.013725083274677159,1
274,microsoft/phi-1,As a compound,21,0.02957718140096387,18
275,microsoft/phi-1,In separate sentences,21,0.0035763446423495676,18
276,microsoft/phi-1,As a compound,22,0.08803827411415716,1
277,microsoft/phi-1,In separate sentences,22,0.01842958440900149,1
278,microsoft/phi-1,As a compound,22,0.030965817452485205,18
279,microsoft/phi-1,In separate sentences,22,0.0030308546754686007,18
280,microsoft/phi-1,As a compound,23,0.08637322838936454,1
281,microsoft/phi-1,In separate sentences,23,0.01392336767583517,1
282,microsoft/phi-1,As a compound,23,0.0565131438170884,18
283,microsoft/phi-1,In separate sentences,23,0.0033387307457690995,18
284,microsoft/phi-1,As a compound,24,0.006410290229217909,1
285,microsoft/phi-1,In separate sentences,24,-0.0018741950246442193,1
286,microsoft/phi-1,As a compound,24,0.033534858022503056,18
287,microsoft/phi-1,In separate sentences,24,0.005620335150568644,18
288,meta-llama/Llama-3.2-1B,As a compound,1,0.1368488314951088,1
289,meta-llama/Llama-3.2-1B,In separate sentences,1,0.02155324278340852,1
290,meta-llama/Llama-3.2-1B,As a compound,1,0.045052744536317565,18
291,meta-llama/Llama-3.2-1B,In separate sentences,1,-0.03653441409331455,18
292,meta-llama/Llama-3.2-1B,As a compound,2,0.12983825561307005,1
293,meta-llama/Llama-3.2-1B,In separate sentences,2,0.043187972307018964,1
294,meta-llama/Llama-3.2-1B,As a compound,2,0.06099970298262928,18
295,meta-llama/Llama-3.2-1B,In separate sentences,2,-0.02622248197934931,18
296,meta-llama/Llama-3.2-1B,As a compound,3,0.10155964053832951,1
297,meta-llama/Llama-3.2-1B,In separate sentences,3,0.04931034272085675,1
298,meta-llama/Llama-3.2-1B,As a compound,3,0.047412276079242956,18
299,meta-llama/Llama-3.2-1B,In separate sentences,3,-0.0012053156528154371,18
300,meta-llama/Llama-3.2-1B,As a compound,4,0.11598550977874321,1
301,meta-llama/Llama-3.2-1B,In separate sentences,4,0.04623014394122408,1
302,meta-llama/Llama-3.2-1B,As a compound,4,0.052934882933637385,18
303,meta-llama/Llama-3.2-1B,In separate sentences,4,0.0076196133664204295,18
304,meta-llama/Llama-3.2-1B,As a compound,5,0.13942109626081614,1
305,meta-llama/Llama-3.2-1B,In separate sentences,5,0.049552086716789116,1
306,meta-llama/Llama-3.2-1B,As a compound,5,0.0772545374992415,18
307,meta-llama/Llama-3.2-1B,In separate sentences,5,0.030596621666938134,18
308,meta-llama/Llama-3.2-1B,As a compound,6,0.13009629695704278,1
309,meta-llama/Llama-3.2-1B,In separate sentences,6,0.06977166318555951,1
310,meta-llama/Llama-3.2-1B,As a compound,6,0.06419599313985686,18
311,meta-llama/Llama-3.2-1B,In separate sentences,6,0.057287305222076375,18
312,meta-llama/Llama-3.2-1B,As a compound,7,0.1379787809592421,1
313,meta-llama/Llama-3.2-1B,In separate sentences,7,0.06885357924595117,1
314,meta-llama/Llama-3.2-1B,As a compound,7,0.050277695272952574,18
315,meta-llama/Llama-3.2-1B,In separate sentences,7,0.043269362817896416,18
316,meta-llama/Llama-3.2-1B,As a compound,8,0.13891316224689082,1
317,meta-llama/Llama-3.2-1B,In separate sentences,8,0.06546101462887781,1
318,meta-llama/Llama-3.2-1B,As a compound,8,0.06535723524733883,18
319,meta-llama/Llama-3.2-1B,In separate sentences,8,0.05233062823964511,18
320,meta-llama/Llama-3.2-1B,As a compound,9,0.10034548810932085,1
321,meta-llama/Llama-3.2-1B,In separate sentences,9,0.07502755792858351,1
322,meta-llama/Llama-3.2-1B,As a compound,9,0.04564805677183637,18
323,meta-llama/Llama-3.2-1B,In separate sentences,9,0.02848620146720194,18
324,meta-llama/Llama-3.2-1B,As a compound,10,0.13348342912476938,1
325,meta-llama/Llama-3.2-1B,In separate sentences,10,0.045689615231217985,1
326,meta-llama/Llama-3.2-1B,As a compound,10,0.010149051620341538,18
327,meta-llama/Llama-3.2-1B,In separate sentences,10,0.007113725715636209,18
328,meta-llama/Llama-3.2-1B,As a compound,11,0.10575892388340191,1
329,meta-llama/Llama-3.2-1B,In separate sentences,11,0.050730928225043596,1
330,meta-llama/Llama-3.2-1B,As a compound,11,0.049723262847598156,18
331,meta-llama/Llama-3.2-1B,In separate sentences,11,-0.021677158086697138,18
332,meta-llama/Llama-3.2-1B,As a compound,12,0.10632389861546858,1
333,meta-llama/Llama-3.2-1B,In separate sentences,12,0.045961237698557734,1
334,meta-llama/Llama-3.2-1B,As a compound,12,0.04023275941912345,18
335,meta-llama/Llama-3.2-1B,In separate sentences,12,-0.002209425989978059,18
336,meta-llama/Llama-3.2-1B,As a compound,13,0.09339195294542346,1
337,meta-llama/Llama-3.2-1B,In separate sentences,13,0.05792892360954677,1
338,meta-llama/Llama-3.2-1B,As a compound,13,0.033315129042869505,18
339,meta-llama/Llama-3.2-1B,In separate sentences,13,-0.007624723342690977,18
340,meta-llama/Llama-3.2-1B,As a compound,14,0.09056436306041675,1
341,meta-llama/Llama-3.2-1B,In separate sentences,14,0.04520884346402664,1
342,meta-llama/Llama-3.2-1B,As a compound,14,0.025173659349819393,18
343,meta-llama/Llama-3.2-1B,In separate sentences,14,0.016863560439841208,18
344,meta-llama/Llama-3.2-1B,As a compound,15,0.09845499573663626,1
345,meta-llama/Llama-3.2-1B,In separate sentences,15,0.03685916881800298,1
346,meta-llama/Llama-3.2-1B,As a compound,15,0.04472826104313778,18
347,meta-llama/Llama-3.2-1B,In separate sentences,15,0.02275919556198561,18
348,meta-llama/Llama-3.2-1B,As a compound,16,0.13843782292904624,1
349,meta-llama/Llama-3.2-1B,In separate sentences,16,0.004166688648991641,1
350,meta-llama/Llama-3.2-1B,As a compound,16,0.04654485760731749,18
351,meta-llama/Llama-3.2-1B,In separate sentences,16,-0.013833344511406425,18
