,model,layer,binom_p_val,num_success
24,bert-base-japanese,1,"BinomTestResult(k=1276, n=1770, alternative='two-sided', statistic=0.7209039548022599, pvalue=1.4488394650847563e-79)",1276
25,bert-base-japanese,2,"BinomTestResult(k=1286, n=1770, alternative='two-sided', statistic=0.7265536723163842, pvalue=9.41385265083159e-84)",1286
26,bert-base-japanese,3,"BinomTestResult(k=1303, n=1770, alternative='two-sided', statistic=0.7361581920903955, pvalue=3.7316867653496706e-91)",1303
27,bert-base-japanese,4,"BinomTestResult(k=1334, n=1770, alternative='two-sided', statistic=0.7536723163841808, pvalue=1.3506153436451749e-105)",1334
28,bert-base-japanese,5,"BinomTestResult(k=1338, n=1770, alternative='two-sided', statistic=0.7559322033898305, pvalue=1.4999286448949232e-107)",1338
29,bert-base-japanese,6,"BinomTestResult(k=1332, n=1770, alternative='two-sided', statistic=0.752542372881356, pvalue=1.2584703873244065e-104)",1332
30,bert-base-japanese,7,"BinomTestResult(k=1292, n=1770, alternative='two-sided', statistic=0.7299435028248588, pvalue=2.5258126537945906e-86)",1292
31,bert-base-japanese,8,"BinomTestResult(k=1259, n=1770, alternative='two-sided', statistic=0.7112994350282486, pvalue=1.0024824123056478e-72)",1259
32,bert-base-japanese,9,"BinomTestResult(k=1197, n=1770, alternative='two-sided', statistic=0.676271186440678, pvalue=1.195827805575092e-50)",1197
33,bert-base-japanese,10,"BinomTestResult(k=1186, n=1770, alternative='two-sided', statistic=0.6700564971751413, pvalue=3.4574623264043765e-47)",1186
34,bert-base-japanese,11,"BinomTestResult(k=1178, n=1770, alternative='two-sided', statistic=0.6655367231638418, pvalue=9.37300247249053e-45)",1178
35,bert-base-japanese,12,"BinomTestResult(k=1180, n=1770, alternative='two-sided', statistic=0.6666666666666666, pvalue=2.3453035622754197e-45)",1180
36,openai-community/gpt2,1,"BinomTestResult(k=1297, n=1770, alternative='two-sided', statistic=0.7327683615819209, pvalue=1.6806399438992288e-88)",1297
37,openai-community/gpt2,2,"BinomTestResult(k=1319, n=1770, alternative='two-sided', statistic=0.7451977401129943, pvalue=1.874651999389387e-98)",1319
38,openai-community/gpt2,3,"BinomTestResult(k=1353, n=1770, alternative='two-sided', statistic=0.764406779661017, pvalue=4.535894035349496e-115)",1353
39,openai-community/gpt2,4,"BinomTestResult(k=1315, n=1770, alternative='two-sided', statistic=0.7429378531073446, pvalue=1.3437132835583146e-96)",1315
40,openai-community/gpt2,5,"BinomTestResult(k=1325, n=1770, alternative='two-sided', statistic=0.748587570621469, pvalue=2.825746999403631e-101)",1325
41,openai-community/gpt2,6,"BinomTestResult(k=1310, n=1770, alternative='two-sided', statistic=0.7401129943502824, pvalue=2.622518467031122e-94)",1310
42,openai-community/gpt2,7,"BinomTestResult(k=1296, n=1770, alternative='two-sided', statistic=0.7322033898305085, pvalue=4.6063035198229655e-88)",1296
43,openai-community/gpt2,8,"BinomTestResult(k=1290, n=1770, alternative='two-sided', statistic=0.7288135593220338, pvalue=1.8385310857177084e-85)",1290
44,openai-community/gpt2,9,"BinomTestResult(k=1317, n=1770, alternative='two-sided', statistic=0.7440677966101695, pvalue=1.596555841243637e-97)",1317
45,openai-community/gpt2,10,"BinomTestResult(k=1303, n=1770, alternative='two-sided', statistic=0.7361581920903955, pvalue=3.7316867653496706e-91)",1303
46,openai-community/gpt2,11,"BinomTestResult(k=1267, n=1770, alternative='two-sided', statistic=0.715819209039548, pvalue=6.691704389268485e-76)",1267
47,openai-community/gpt2,12,"BinomTestResult(k=1252, n=1770, alternative='two-sided', statistic=0.7073446327683616, pvalue=5.213334800698707e-70)",1252
48,microsoft/phi-1,1,"BinomTestResult(k=1258, n=1770, alternative='two-sided', statistic=0.7107344632768362, pvalue=2.4697015596154873e-72)",1258
49,microsoft/phi-1,2,"BinomTestResult(k=1232, n=1770, alternative='two-sided', statistic=0.696045197740113, pvalue=1.44469853983147e-62)",1232
50,microsoft/phi-1,3,"BinomTestResult(k=1237, n=1770, alternative='two-sided', statistic=0.6988700564971752, pvalue=2.2021231301327824e-64)",1237
51,microsoft/phi-1,4,"BinomTestResult(k=1256, n=1770, alternative='two-sided', statistic=0.7096045197740113, pvalue=1.486661886241185e-71)",1256
52,microsoft/phi-1,5,"BinomTestResult(k=1260, n=1770, alternative='two-sided', statistic=0.711864406779661, pvalue=4.0580552316936385e-73)",1260
53,microsoft/phi-1,6,"BinomTestResult(k=1262, n=1770, alternative='two-sided', statistic=0.7129943502824859, pvalue=6.595100621542004e-74)",1262
54,microsoft/phi-1,7,"BinomTestResult(k=1282, n=1770, alternative='two-sided', statistic=0.7242937853107345, pvalue=4.6063696914058675e-82)",1282
55,microsoft/phi-1,8,"BinomTestResult(k=1277, n=1770, alternative='two-sided', statistic=0.7214689265536723, pvalue=5.5948977739554284e-80)",1277
56,microsoft/phi-1,9,"BinomTestResult(k=1283, n=1770, alternative='two-sided', statistic=0.7248587570621469, pvalue=1.7490519420173314e-82)",1283
57,microsoft/phi-1,10,"BinomTestResult(k=1293, n=1770, alternative='two-sided', statistic=0.7305084745762712, pvalue=9.32191382416577e-87)",1293
58,microsoft/phi-1,11,"BinomTestResult(k=1286, n=1770, alternative='two-sided', statistic=0.7265536723163842, pvalue=9.41385265083159e-84)",1286
59,microsoft/phi-1,12,"BinomTestResult(k=1291, n=1770, alternative='two-sided', statistic=0.7293785310734463, pvalue=6.824265018348148e-86)",1291
60,microsoft/phi-1,13,"BinomTestResult(k=1282, n=1770, alternative='two-sided', statistic=0.7242937853107345, pvalue=4.6063696914058675e-82)",1282
61,microsoft/phi-1,14,"BinomTestResult(k=1294, n=1770, alternative='two-sided', statistic=0.7310734463276836, pvalue=3.4305683661700046e-87)",1294
62,microsoft/phi-1,15,"BinomTestResult(k=1283, n=1770, alternative='two-sided', statistic=0.7248587570621469, pvalue=1.7490519420173314e-82)",1283
63,microsoft/phi-1,16,"BinomTestResult(k=1301, n=1770, alternative='two-sided', statistic=0.7350282485875707, pvalue=2.893674698671329e-90)",1301
64,microsoft/phi-1,17,"BinomTestResult(k=1284, n=1770, alternative='two-sided', statistic=0.7254237288135593, pvalue=6.622467497323854e-83)",1284
65,microsoft/phi-1,18,"BinomTestResult(k=1285, n=1770, alternative='two-sided', statistic=0.7259887005649718, pvalue=2.5003948443431016e-83)",1285
66,microsoft/phi-1,19,"BinomTestResult(k=1296, n=1770, alternative='two-sided', statistic=0.7322033898305085, pvalue=4.6063035198229655e-88)",1296
67,microsoft/phi-1,20,"BinomTestResult(k=1306, n=1770, alternative='two-sided', statistic=0.7378531073446327, pvalue=1.6909640840367934e-92)",1306
68,microsoft/phi-1,21,"BinomTestResult(k=1303, n=1770, alternative='two-sided', statistic=0.7361581920903955, pvalue=3.7316867653496706e-91)",1303
69,microsoft/phi-1,22,"BinomTestResult(k=1322, n=1770, alternative='two-sided', statistic=0.7468926553672316, pvalue=7.376548812146169e-100)",1322
70,microsoft/phi-1,23,"BinomTestResult(k=1327, n=1770, alternative='two-sided', statistic=0.7497175141242938, pvalue=3.1633986345981163e-102)",1327
71,microsoft/phi-1,24,"BinomTestResult(k=1273, n=1770, alternative='two-sided', statistic=0.7192090395480226, pvalue=2.4740873664524933e-78)",1273
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1410, n=1770, alternative='two-sided', statistic=0.7966101694915254, pvalue=1.6693507930278014e-146)",1410
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1472, n=1770, alternative='two-sided', statistic=0.831638418079096, pvalue=2.6039808257292687e-186)",1472
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1504, n=1770, alternative='two-sided', statistic=0.8497175141242937, pvalue=1.992632840587082e-209)",1504
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1531, n=1770, alternative='two-sided', statistic=0.8649717514124293, pvalue=1.875633884882929e-230)",1531
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1538, n=1770, alternative='two-sided', statistic=0.8689265536723164, pvalue=3.784195036777962e-236)",1538
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1503, n=1770, alternative='two-sided', statistic=0.8491525423728814, pvalue=1.123507885561644e-208)",1503
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1456, n=1770, alternative='two-sided', statistic=0.8225988700564971, pvalue=1.9577900995926698e-175)",1456
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1464, n=1770, alternative='two-sided', statistic=0.8271186440677966, pvalue=8.100358747954167e-181)",1464
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1444, n=1770, alternative='two-sided', statistic=0.8158192090395481, pvalue=1.4653551496717844e-167)",1444
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1432, n=1770, alternative='two-sided', statistic=0.8090395480225989, pvalue=6.388649309300445e-160)",1432
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1452, n=1770, alternative='two-sided', statistic=0.8203389830508474, pvalue=8.769789290138998e-173)",1452
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1455, n=1770, alternative='two-sided', statistic=0.8220338983050848, pvalue=9.058961736672684e-175)",1455
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1466, n=1770, alternative='two-sided', statistic=0.8282485875706215, pvalue=3.5127875378317546e-182)",1466
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1454, n=1770, alternative='two-sided', statistic=0.8214689265536723, pvalue=4.175581215423767e-174)",1454
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1313, n=1770, alternative='two-sided', statistic=0.7418079096045198, pvalue=1.1176428604579035e-95)",1313
