,model,layer,binom_p_val,num_success
58,microsoft/phi-1,11,"BinomTestResult(k=1537, n=1770, alternative='two-sided', statistic=0.868361581920904, pvalue=2.5000930561948346e-235)",1537
59,microsoft/phi-1,12,"BinomTestResult(k=1523, n=1770, alternative='two-sided', statistic=0.86045197740113, pvalue=4.531950891221079e-224)",1523
60,microsoft/phi-1,13,"BinomTestResult(k=1541, n=1770, alternative='two-sided', statistic=0.8706214689265537, pvalue=1.2737891921792935e-238)",1541
61,microsoft/phi-1,14,"BinomTestResult(k=1529, n=1770, alternative='two-sided', statistic=0.8638418079096045, pvalue=7.609629978478422e-229)",1529
62,microsoft/phi-1,15,"BinomTestResult(k=1544, n=1770, alternative='two-sided', statistic=0.8723163841807909, pvalue=4.0988476083877765e-241)",1544
63,microsoft/phi-1,16,"BinomTestResult(k=1522, n=1770, alternative='two-sided', statistic=0.8598870056497175, pvalue=2.785662309128586e-223)",1522
64,microsoft/phi-1,17,"BinomTestResult(k=1531, n=1770, alternative='two-sided', statistic=0.8649717514124293, pvalue=1.875633884882929e-230)",1531
65,microsoft/phi-1,18,"BinomTestResult(k=1524, n=1770, alternative='two-sided', statistic=0.8610169491525423, pvalue=7.338427457079268e-225)",1524
66,microsoft/phi-1,19,"BinomTestResult(k=1513, n=1770, alternative='two-sided', statistic=0.8548022598870056, pvalue=2.8319328400677204e-216)",1513
67,microsoft/phi-1,20,"BinomTestResult(k=1528, n=1770, alternative='two-sided', statistic=0.8632768361581921, pvalue=4.812220381179409e-228)",1528
68,microsoft/phi-1,21,"BinomTestResult(k=1520, n=1770, alternative='two-sided', statistic=0.8587570621468926, pvalue=1.0378287930145892e-221)",1520
69,microsoft/phi-1,22,"BinomTestResult(k=1506, n=1770, alternative='two-sided', statistic=0.8508474576271187, pvalue=6.185454159768239e-211)",1506
70,microsoft/phi-1,23,"BinomTestResult(k=1497, n=1770, alternative='two-sided', statistic=0.8457627118644068, pvalue=3.29254856342287e-204)",1497
71,microsoft/phi-1,24,"BinomTestResult(k=1522, n=1770, alternative='two-sided', statistic=0.8598870056497175, pvalue=2.785662309128586e-223)",1522
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1525, n=1770, alternative='two-sided', statistic=0.8615819209039548, pvalue=1.1827010007697369e-225)",1525
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1471, n=1770, alternative='two-sided', statistic=0.8310734463276837, pvalue=1.2832713090733242e-185)",1471
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1486, n=1770, alternative='two-sided', statistic=0.8395480225988701, pvalue=3.406439908757544e-196)",1486
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1477, n=1770, alternative='two-sided', statistic=0.8344632768361582, pvalue=8.431556472301406e-190)",1477
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1479, n=1770, alternative='two-sided', statistic=0.8355932203389831, pvalue=3.2933735702604e-191)",1479
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1495, n=1770, alternative='two-sided', statistic=0.844632768361582, pvalue=9.804853520787958e-203)",1495
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1507, n=1770, alternative='two-sided', statistic=0.8514124293785311, pvalue=1.0825620468430989e-211)",1507
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1491, n=1770, alternative='two-sided', statistic=0.8423728813559322, pvalue=8.258722495012963e-200)",1491
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1495, n=1770, alternative='two-sided', statistic=0.844632768361582, pvalue=9.804853520787958e-203)",1495
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1503, n=1770, alternative='two-sided', statistic=0.8491525423728814, pvalue=1.123507885561644e-208)",1503
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1508, n=1770, alternative='two-sided', statistic=0.8519774011299435, pvalue=1.8862474238892915e-212)",1508
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1516, n=1770, alternative='two-sided', statistic=0.8564971751412429, pvalue=1.362548695708203e-218)",1516
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1499, n=1770, alternative='two-sided', statistic=0.8468926553672317, pvalue=1.086714216632352e-205)",1499
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.6501495799336275e-214)",1510
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1504, n=1770, alternative='two-sided', statistic=0.8497175141242937, pvalue=1.992632840587082e-209)",1504
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1534, n=1770, alternative='two-sided', statistic=0.8666666666666667, pvalue=6.999800569885878e-233)",1534
