,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences
72,roberta-base,9,not_processed_together,0.3160762045399965,0.13471946283522096,0.07725796312964132,0.19953220325845708
73,roberta-base,10,not_processed_together,0.303726894979414,0.1350572056541233,0.05892556509887896,0.20011570727030978
74,roberta-base,11,not_processed_together,0.29134405703120875,0.14162684487785335,0.0405552039312232,0.2096126401836901
75,roberta-base,12,not_processed_together,0.2974851834238772,0.14629617303963277,0.04968343980971093,0.2161775144526711
76,bert-base-japanese,1,not_processed_together,0.25344756319704254,0.15517497014982168,-0.015713484026367727,0.23031558238580374
77,bert-base-japanese,2,not_processed_together,0.257790974122005,0.1429263630270315,-0.009242125289168037,0.21140453342736557
78,bert-base-japanese,3,not_processed_together,0.24985213226163056,0.14117211315742884,-0.021027238308943815,0.2088420079235693
79,bert-base-japanese,4,not_processed_together,0.24985213226163058,0.14508622854222106,-0.021027238308943826,0.21467212226094315
80,bert-base-japanese,5,not_processed_together,0.24988566064925335,0.1461103007169326,-0.020989275172050393,0.21654238617842886
81,bert-base-japanese,6,not_processed_together,0.25256546965700094,0.15222268984999845,-0.017022941028565032,0.22593730997426872
82,bert-base-japanese,7,not_processed_together,0.2560603154295446,0.1575017818599196,-0.011823076156669218,0.23344356128036745
83,bert-base-japanese,8,not_processed_together,0.2507677541892949,0.1565291285173264,-0.01967981816985308,0.23202772152508785
84,bert-base-japanese,9,not_processed_together,0.2596222179773338,0.1559463768821348,-0.006547285010986546,0.2314259192576588
85,bert-base-japanese,10,not_processed_together,0.26318412052512297,0.1352949447027933,-0.0012714938653038738,0.20108837328950682
86,bert-base-japanese,11,not_processed_together,0.26759458822533105,0.13159640798485553,0.005275791145682673,0.19557561905691662
87,bert-base-japanese,12,not_processed_together,0.25073422580167215,0.13079391866482526,-0.019717781306746514,0.19337170930666037
