,model,layer,binom_p_val,num_success
24,bert-base-japanese,1,"BinomTestResult(k=1276, n=1770, alternative='two-sided', statistic=0.7209039548022599, pvalue=1.4488394650847563e-79)",1276
25,bert-base-japanese,2,"BinomTestResult(k=1286, n=1770, alternative='two-sided', statistic=0.7265536723163842, pvalue=9.41385265083159e-84)",1286
26,bert-base-japanese,3,"BinomTestResult(k=1303, n=1770, alternative='two-sided', statistic=0.7361581920903955, pvalue=3.7316867653496706e-91)",1303
27,bert-base-japanese,4,"BinomTestResult(k=1334, n=1770, alternative='two-sided', statistic=0.7536723163841808, pvalue=1.3506153436451749e-105)",1334
28,bert-base-japanese,5,"BinomTestResult(k=1338, n=1770, alternative='two-sided', statistic=0.7559322033898305, pvalue=1.4999286448949232e-107)",1338
29,bert-base-japanese,6,"BinomTestResult(k=1332, n=1770, alternative='two-sided', statistic=0.752542372881356, pvalue=1.2584703873244065e-104)",1332
30,bert-base-japanese,7,"BinomTestResult(k=1292, n=1770, alternative='two-sided', statistic=0.7299435028248588, pvalue=2.5258126537945906e-86)",1292
31,bert-base-japanese,8,"BinomTestResult(k=1259, n=1770, alternative='two-sided', statistic=0.7112994350282486, pvalue=1.0024824123056478e-72)",1259
32,bert-base-japanese,9,"BinomTestResult(k=1197, n=1770, alternative='two-sided', statistic=0.676271186440678, pvalue=1.195827805575092e-50)",1197
33,bert-base-japanese,10,"BinomTestResult(k=1186, n=1770, alternative='two-sided', statistic=0.6700564971751413, pvalue=3.4574623264043765e-47)",1186
34,bert-base-japanese,11,"BinomTestResult(k=1178, n=1770, alternative='two-sided', statistic=0.6655367231638418, pvalue=9.37300247249053e-45)",1178
35,bert-base-japanese,12,"BinomTestResult(k=1180, n=1770, alternative='two-sided', statistic=0.6666666666666666, pvalue=2.3453035622754197e-45)",1180
36,openai-community/gpt2,1,"BinomTestResult(k=1296, n=1770, alternative='two-sided', statistic=0.7322033898305085, pvalue=4.6063035198229655e-88)",1296
37,openai-community/gpt2,2,"BinomTestResult(k=1336, n=1770, alternative='two-sided', statistic=0.7548022598870057, pvalue=1.4320110183554442e-106)",1336
38,openai-community/gpt2,3,"BinomTestResult(k=1368, n=1770, alternative='two-sided', statistic=0.7728813559322034, pvalue=6.781814297834569e-123)",1368
39,openai-community/gpt2,4,"BinomTestResult(k=1344, n=1770, alternative='two-sided', statistic=0.7593220338983051, pvalue=1.6015246108127177e-110)",1344
40,openai-community/gpt2,5,"BinomTestResult(k=1376, n=1770, alternative='two-sided', statistic=0.7774011299435029, pvalue=3.3887396273835447e-127)",1376
41,openai-community/gpt2,6,"BinomTestResult(k=1372, n=1770, alternative='two-sided', statistic=0.7751412429378531, pvalue=4.919596818238136e-125)",1372
42,openai-community/gpt2,7,"BinomTestResult(k=1364, n=1770, alternative='two-sided', statistic=0.7706214689265537, pvalue=8.880681637420008e-121)",1364
43,openai-community/gpt2,8,"BinomTestResult(k=1359, n=1770, alternative='two-sided', statistic=0.7677966101694915, pvalue=3.6616471941497217e-118)",1359
44,openai-community/gpt2,9,"BinomTestResult(k=1353, n=1770, alternative='two-sided', statistic=0.764406779661017, pvalue=4.535894035349496e-115)",1353
45,openai-community/gpt2,10,"BinomTestResult(k=1336, n=1770, alternative='two-sided', statistic=0.7548022598870057, pvalue=1.4320110183554442e-106)",1336
46,openai-community/gpt2,11,"BinomTestResult(k=1309, n=1770, alternative='two-sided', statistic=0.7395480225988701, pvalue=7.464084923408416e-94)",1309
47,openai-community/gpt2,12,"BinomTestResult(k=1263, n=1770, alternative='two-sided', statistic=0.7135593220338983, pvalue=2.6477737710031083e-74)",1263
48,microsoft/phi-1,1,"BinomTestResult(k=1267, n=1770, alternative='two-sided', statistic=0.715819209039548, pvalue=6.691704389268485e-76)",1267
49,microsoft/phi-1,2,"BinomTestResult(k=1251, n=1770, alternative='two-sided', statistic=0.7067796610169491, pvalue=1.2600403379171726e-69)",1251
50,microsoft/phi-1,3,"BinomTestResult(k=1248, n=1770, alternative='two-sided', statistic=0.7050847457627119, pvalue=1.750313141733384e-68)",1248
51,microsoft/phi-1,4,"BinomTestResult(k=1260, n=1770, alternative='two-sided', statistic=0.711864406779661, pvalue=4.0580552316936385e-73)",1260
52,microsoft/phi-1,5,"BinomTestResult(k=1254, n=1770, alternative='two-sided', statistic=0.7084745762711865, pvalue=8.85181348642108e-71)",1254
53,microsoft/phi-1,6,"BinomTestResult(k=1260, n=1770, alternative='two-sided', statistic=0.711864406779661, pvalue=4.0580552316936385e-73)",1260
54,microsoft/phi-1,7,"BinomTestResult(k=1245, n=1770, alternative='two-sided', statistic=0.7033898305084746, pvalue=2.3728064847511587e-67)",1245
55,microsoft/phi-1,8,"BinomTestResult(k=1249, n=1770, alternative='two-sided', statistic=0.7056497175141243, pvalue=7.301013896180962e-69)",1249
56,microsoft/phi-1,9,"BinomTestResult(k=1261, n=1770, alternative='two-sided', statistic=0.7124293785310735, pvalue=1.638198959085321e-73)",1261
57,microsoft/phi-1,10,"BinomTestResult(k=1264, n=1770, alternative='two-sided', statistic=0.7141242937853107, pvalue=1.060092029060346e-74)",1264
58,microsoft/phi-1,11,"BinomTestResult(k=1248, n=1770, alternative='two-sided', statistic=0.7050847457627119, pvalue=1.750313141733384e-68)",1248
59,microsoft/phi-1,12,"BinomTestResult(k=1262, n=1770, alternative='two-sided', statistic=0.7129943502824859, pvalue=6.595100621542004e-74)",1262
60,microsoft/phi-1,13,"BinomTestResult(k=1260, n=1770, alternative='two-sided', statistic=0.711864406779661, pvalue=4.0580552316936385e-73)",1260
61,microsoft/phi-1,14,"BinomTestResult(k=1268, n=1770, alternative='two-sided', statistic=0.7163841807909604, pvalue=2.6497080000503527e-76)",1268
62,microsoft/phi-1,15,"BinomTestResult(k=1249, n=1770, alternative='two-sided', statistic=0.7056497175141243, pvalue=7.301013896180962e-69)",1249
63,microsoft/phi-1,16,"BinomTestResult(k=1258, n=1770, alternative='two-sided', statistic=0.7107344632768362, pvalue=2.4697015596154873e-72)",1258
64,microsoft/phi-1,17,"BinomTestResult(k=1245, n=1770, alternative='two-sided', statistic=0.7033898305084746, pvalue=2.3728064847511587e-67)",1245
65,microsoft/phi-1,18,"BinomTestResult(k=1253, n=1770, alternative='two-sided', statistic=0.707909604519774, pvalue=2.1511234650539953e-70)",1253
66,microsoft/phi-1,19,"BinomTestResult(k=1246, n=1770, alternative='two-sided', statistic=0.703954802259887, pvalue=9.978241331341452e-68)",1246
67,microsoft/phi-1,20,"BinomTestResult(k=1258, n=1770, alternative='two-sided', statistic=0.7107344632768362, pvalue=2.4697015596154873e-72)",1258
68,microsoft/phi-1,21,"BinomTestResult(k=1268, n=1770, alternative='two-sided', statistic=0.7163841807909604, pvalue=2.6497080000503527e-76)",1268
69,microsoft/phi-1,22,"BinomTestResult(k=1297, n=1770, alternative='two-sided', statistic=0.7327683615819209, pvalue=1.6806399438992288e-88)",1297
70,microsoft/phi-1,23,"BinomTestResult(k=1332, n=1770, alternative='two-sided', statistic=0.752542372881356, pvalue=1.2584703873244065e-104)",1332
71,microsoft/phi-1,24,"BinomTestResult(k=1255, n=1770, alternative='two-sided', statistic=0.7090395480225988, pvalue=3.632578445074249e-71)",1255
72,meta-llama/Llama-3.2-1B,1,"BinomTestResult(k=1444, n=1770, alternative='two-sided', statistic=0.8158192090395481, pvalue=1.4653551496717844e-167)",1444
73,meta-llama/Llama-3.2-1B,2,"BinomTestResult(k=1526, n=1770, alternative='two-sided', statistic=0.8621468926553673, pvalue=1.8971168388288622e-226)",1526
74,meta-llama/Llama-3.2-1B,3,"BinomTestResult(k=1556, n=1770, alternative='two-sided', statistic=0.8790960451977401, pvalue=2.772124355098463e-251)",1556
75,meta-llama/Llama-3.2-1B,4,"BinomTestResult(k=1575, n=1770, alternative='two-sided', statistic=0.8898305084745762, pvalue=4.522250600814884e-268)",1575
76,meta-llama/Llama-3.2-1B,5,"BinomTestResult(k=1560, n=1770, alternative='two-sided', statistic=0.8813559322033898, pvalue=9.548485416479576e-255)",1560
77,meta-llama/Llama-3.2-1B,6,"BinomTestResult(k=1549, n=1770, alternative='two-sided', statistic=0.8751412429378531, pvalue=2.5973682193798736e-245)",1549
78,meta-llama/Llama-3.2-1B,7,"BinomTestResult(k=1541, n=1770, alternative='two-sided', statistic=0.8706214689265537, pvalue=1.2737891921792935e-238)",1541
79,meta-llama/Llama-3.2-1B,8,"BinomTestResult(k=1501, n=1770, alternative='two-sided', statistic=0.8480225988700565, pvalue=3.524887956980767e-207)",1501
80,meta-llama/Llama-3.2-1B,9,"BinomTestResult(k=1518, n=1770, alternative='two-sided', statistic=0.8576271186440678, pvalue=3.795326006932719e-220)",1518
81,meta-llama/Llama-3.2-1B,10,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.6501495799336275e-214)",1510
82,meta-llama/Llama-3.2-1B,11,"BinomTestResult(k=1513, n=1770, alternative='two-sided', statistic=0.8548022598870056, pvalue=2.8319328400677204e-216)",1513
83,meta-llama/Llama-3.2-1B,12,"BinomTestResult(k=1522, n=1770, alternative='two-sided', statistic=0.8598870056497175, pvalue=2.785662309128586e-223)",1522
84,meta-llama/Llama-3.2-1B,13,"BinomTestResult(k=1523, n=1770, alternative='two-sided', statistic=0.86045197740113, pvalue=4.531950891221079e-224)",1523
85,meta-llama/Llama-3.2-1B,14,"BinomTestResult(k=1530, n=1770, alternative='two-sided', statistic=0.864406779661017, pvalue=1.1975679329197527e-229)",1530
86,meta-llama/Llama-3.2-1B,15,"BinomTestResult(k=1510, n=1770, alternative='two-sided', statistic=0.8531073446327684, pvalue=5.6501495799336275e-214)",1510
87,meta-llama/Llama-3.2-1B,16,"BinomTestResult(k=1334, n=1770, alternative='two-sided', statistic=0.7536723163841808, pvalue=1.3506153436451749e-105)",1334
